,,Price
2023,1563,117.55
2023,1564,107.8
2023,1565,107.8
2023,1566,115
2023,1567,140.27
2023,1568,140.3
2023,1569,137.88
2023,1570,118.58
2023,1571,107.9
2023,1572,107
2023,1573,100.1
2023,1574,94.9
2023,1575,93.6
2023,1576,95.1
2023,1577,106.8
2023,1578,117.65
2023,1579,141.3
2023,1580,152.1
2023,1581,145.78
2023,1582,139.82
2023,1583,117
2023,1584,92.1
2023,1585,89.99
2023,1586,84.14
2023,1587,84.14
2023,1588,83.68
2023,1589,85
2023,1590,92.8
2023,1591,120
2023,1592,123
2023,1593,119.8
2023,1594,99.28
2023,1595,91.94
2023,1596,85
2023,1597,80.1
2023,1598,70
2023,1599,60.2
2023,1600,78.15
2023,1601,89.65
2023,1602,97
2023,1603,125.21
2023,1604,140
2023,1605,135.02
2023,1606,129.11
2023,1607,119
2023,1608,90.29
2023,1609,67.69
2023,1610,65.3
2023,1611,65.3
2023,1612,65.2
2023,1613,65.9
2023,1614,95
2023,1615,120
2023,1616,121.36
2023,1617,112.61
2023,1618,97.01
2023,1619,65.38
2023,1620,60.14
2023,1621,56
2023,1622,29.59
2023,1623,20
2023,1624,14
2023,1625,29.59
2023,1626,60.14
2023,1627,101.69
2023,1628,120
2023,1629,110
2023,1630,73.9
2023,1631,60.14
2023,1632,30
2023,1633,14
2023,1634,5
2023,1635,4.16
2023,1636,5
2023,1637,15
2023,1638,54.15
2023,1639,70
2023,1640,81.16
2023,1641,61.1
2023,1642,41
2023,1643,32.26
2023,1644,29.59
2023,1645,20
2023,1646,6.63
2023,1647,4.16
2023,1648,4.16
2023,1649,15
2023,1650,60.14
2023,1651,100.92
2023,1652,124.22
2023,1653,116.5
2023,1654,70
2023,1655,60.9
2023,1656,39.14
2023,1657,33.15
2023,1658,29.15
2023,1659,25
2023,1660,4.16
2023,1661,4.16
2023,1662,5
2023,1663,32.26
2023,1664,29.9
2023,1665,20
2023,1666,10
2023,1667,4.16
2023,1668,4.16
2023,1669,4.16
2023,1670,1.6
2023,1671,1.49
2023,1672,1.6
2023,1673,4.16
2023,1674,39.9
2023,1675,68.22
2023,1676,99.3
2023,1677,100
2023,1678,85
2023,1679,75.1
2023,1680,90
2023,1681,89.71
2023,1682,84.42
2023,1683,89.71
2023,1684,75
2023,1685,80.01
2023,1686,91.41
2023,1687,89.64
2023,1688,80.74
2023,1689,60.2
2023,1690,50
2023,1691,49.11
2023,1692,49.99
2023,1693,50
2023,1694,49.99
2023,1695,48.67
2023,1696,49.99
2023,1697,70.68
2023,1698,120.31
2023,1699,141.04
2023,1700,129.97
2023,1701,117.07
2023,1702,94.98
2023,1703,82.2
2023,1704,48.6
2023,1705,38.1
2023,1706,33.6
2023,1707,29.59
2023,1708,24.99
2023,1709,32.26
2023,1710,53.36
2023,1711,91.72
2023,1712,95.11
2023,1713,59.09
2023,1714,42.65
2023,1715,29.59
2023,1716,9.63
2023,1717,8.35
2023,1718,4.16
2023,1719,4.16
2023,1720,4.16
2023,1721,4.16
2023,1722,28.01
2023,1723,52.91
2023,1724,73.3
2023,1725,57.92
2023,1726,35.45
2023,1727,23.32
2023,1728,9.57
2023,1729,4.55
2023,1730,4.16
2023,1731,2.36
2023,1732,4.16
2023,1733,12.85
2023,1734,50.17
2023,1735,94.36
2023,1736,100.11
2023,1737,57.97
2023,1738,34.87
2023,1739,34.95
2023,1740,32.26
2023,1741,30
2023,1742,29.59
2023,1743,20.01
2023,1744,29.59
2023,1745,38.2
2023,1746,82.54
2023,1747,170.04
2023,1748,179.84
2023,1749,157.77
2023,1750,152.34
2023,1751,143.96
2023,1752,133.86
2023,1753,124.69
2023,1754,122.65
2023,1755,120.51
2023,1756,120.67
2023,1757,131.81
2023,1758,144.52
2023,1759,165.55
2023,1760,145.31
2023,1761,134.01
2023,1762,120
2023,1763,113
2023,1764,109.49
2023,1765,108
2023,1766,107
2023,1767,114
2023,1768,115.98
2023,1769,132.71
2023,1770,140.85
2023,1771,190
2023,1772,175.25
2023,1773,147.36
2023,1774,139.35
2023,1775,127.63
2023,1776,117.39
2023,1777,107.59
2023,1778,103.8
2023,1779,100
2023,1780,98.07
2023,1781,103.82
2023,1782,118.99
2023,1783,132.42
2023,1784,110.86
2023,1785,98.88
2023,1786,65
2023,1787,58.17
2023,1788,49.87
2023,1789,39.99
2023,1790,29.59
2023,1791,29.59
2023,1792,46.97
2023,1793,67.15
2023,1794,100.07
2023,1795,118.61
2023,1796,117.14
2023,1797,102.49
2023,1798,102.47
2023,1799,89.01
2023,1800,79.66
2023,1801,74.57
2023,1802,71.69
2023,1803,65
2023,1804,66.78
2023,1805,76.4
2023,1806,85.01
2023,1807,100
2023,1808,99.64
2023,1809,76.08
2023,1810,50
2023,1811,49.2
2023,1812,32.26
2023,1813,29.59
2023,1814,27.83
2023,1815,27.83
2023,1816,29.59
2023,1817,49.1
2023,1818,57.15
2023,1819,91
2023,1820,127.69
2023,1821,115
2023,1822,110.35
2023,1823,95
2023,1824,111.4
2023,1825,105.87
2023,1826,97.96
2023,1827,95
2023,1828,96.18
2023,1829,99.8
2023,1830,103.5
2023,1831,105.43
2023,1832,100.64
2023,1833,97.96
2023,1834,85
2023,1835,84
2023,1836,84.06
2023,1837,80.42
2023,1838,85
2023,1839,70
2023,1840,74.32
2023,1841,95
2023,1842,113.45
2023,1843,128.26
2023,1844,144.15
2023,1845,132.92
2023,1846,129.95
2023,1847,118.46
2023,1848,110.03
2023,1849,106
2023,1850,99.6
2023,1851,99.18
2023,1852,98.74
2023,1853,103.36
2023,1854,100
2023,1855,102.45
2023,1856,99.34
2023,1857,69.99
2023,1858,65
2023,1859,65
2023,1860,66.25
2023,1861,69.55
2023,1862,69.55
2023,1863,50
2023,1864,58
2023,1865,69.15
2023,1866,104
2023,1867,152.91
2023,1868,144.71
2023,1869,135.27
2023,1870,132.9
2023,1871,130
2023,1872,124
2023,1873,114.94
2023,1874,113.06
2023,1875,110.18
2023,1876,110.25
2023,1877,116.4
2023,1878,135.77
2023,1879,148.43
2023,1880,140
2023,1881,123.01
2023,1882,115
2023,1883,105.01
2023,1884,100.2
2023,1885,100
2023,1886,97.25
2023,1887,98.73
2023,1888,110
2023,1889,125
2023,1890,132.45
2023,1891,165.47
2023,1892,152.36
2023,1893,135.49
2023,1894,127.5
2023,1895,117.04
2023,1896,120.79
2023,1897,112.28
2023,1898,111.56
2023,1899,108.65
2023,1900,110
2023,1901,118.21
2023,1902,130.09
2023,1903,145.66
2023,1904,138.01
2023,1905,127.18
2023,1906,115.11
2023,1907,107.04
2023,1908,102.45
2023,1909,100.09
2023,1910,99.1
2023,1911,99
2023,1912,102.46
2023,1913,114.07
2023,1914,132.93
2023,1915,143.9
2023,1916,137.33
2023,1917,135
2023,1918,129.72
2023,1919,123.5
2023,1920,109
2023,1921,100
2023,1922,105
2023,1923,112.38
2023,1924,113.06
2023,1925,116.7
2023,1926,118.78
2023,1927,124.8
2023,1928,121
2023,1929,100
2023,1930,72.28
2023,1931,69.01
2023,1932,60.69
2023,1933,59.1
2023,1934,66.8
2023,1935,68.5
2023,1936,69.01
2023,1937,99.88
2023,1938,120.78
2023,1939,140
2023,1940,125.98
2023,1941,124.8
2023,1942,120.25
2023,1943,111.42
2023,1944,100
2023,1945,87.77
2023,1946,79.61
2023,1947,79.61
2023,1948,80
2023,1949,91.93
2023,1950,102.91
2023,1951,112.45
2023,1952,109.2
2023,1953,87.94
2023,1954,59.1
2023,1955,47.07
2023,1956,42.16
2023,1957,42.06
2023,1958,54.61
2023,1959,57.6
2023,1960,58.9
2023,1961,65.85
2023,1962,102.91
2023,1963,115.99
2023,1964,122.61
2023,1965,113.05
2023,1966,103.56
2023,1967,95.23
2023,1968,56.74
2023,1969,46.15
2023,1970,43.43
2023,1971,42.67
2023,1972,38.87
2023,1973,44.41
2023,1974,66.28
2023,1975,84.29
2023,1976,82.9
2023,1977,63.57
2023,1978,44.8
2023,1979,32.26
2023,1980,29.28
2023,1981,20.54
2023,1982,12.26
2023,1983,11.22
2023,1984,29.59
2023,1985,44.5
2023,1986,79.39
2023,1987,116.23
2023,1988,112.08
2023,1989,113.29
2023,1990,105
2023,1991,99.96
2023,1992,49.71
2023,1993,48.92
2023,1994,49.1
2023,1995,57.5
2023,1996,54.89
2023,1997,57.61
2023,1998,55.01
2023,1999,68.77
2023,2000,49
2023,2001,32.26
2023,2002,20
2023,2003,24
2023,2004,2
2023,2005,1.73
2023,2006,0.1
2023,2007,0
2023,2008,1.79
2023,2009,10
2023,2010,44.9
2023,2011,55.79
2023,2012,77
2023,2013,69.01
2023,2014,58.91
2023,2015,48.92
2023,2016,45.1
2023,2017,35
2023,2018,29.59
2023,2019,32.26
2023,2020,30
2023,2021,32.26
2023,2022,27.83
2023,2023,28.1
2023,2024,18.1
2023,2025,4.16
2023,2026,0.1
2023,2027,0
2023,2028,0
2023,2029,0
2023,2030,0
2023,2031,0
2023,2032,0
2023,2033,0
2023,2034,11.35
2023,2035,74.83
2023,2036,104.63
2023,2037,99.42
2023,2038,82.25
2023,2039,96
2023,2040,94.15
2023,2041,87.48
2023,2042,83.99
2023,2043,84.9
2023,2044,97.18
2023,2045,112.9
2023,2046,140
2023,2047,153.77
2023,2048,123.33
2023,2049,94.15
2023,2050,70.1
2023,2051,69.92
2023,2052,68.87
2023,2053,68.15
2023,2054,49.25
2023,2055,49.25
2023,2056,66.43
2023,2057,100
2023,2058,127.48
2023,2059,187.6
2023,2060,163.68
2023,2061,142.46
2023,2062,132.05
2023,2063,131.77
2023,2064,120
2023,2065,114.8
2023,2066,110.93
2023,2067,105.16
2023,2068,114.48
2023,2069,130
2023,2070,147.49
2023,2071,155.11
2023,2072,125
2023,2073,116.7
2023,2074,100
2023,2075,89
2023,2076,80
2023,2077,72.87
2023,2078,70.43
2023,2079,70.43
2023,2080,73.92
2023,2081,88
2023,2082,128.92
2023,2083,160
2023,2084,140.01
2023,2085,127.3
2023,2086,113.54
2023,2087,98.53
2023,2088,91.99
2023,2089,92
2023,2090,99.44
2023,2091,98.34
2023,2092,99.2
2023,2093,100.49
2023,2094,109.6
2023,2095,121.87
2023,2096,98.53
2023,2097,50.15
2023,2098,45.5
2023,2099,29.59
2023,2100,29.59
2023,2101,11.35
2023,2102,4.16
2023,2103,4.16
2023,2104,4.16
2023,2105,14
2023,2106,48.5
2023,2107,102.28
2023,2108,105.8
2023,2109,101.5
2023,2110,93
2023,2111,35
2023,2112,33.01
2023,2113,33
2023,2114,33.9
2023,2115,33.9
2023,2116,34.5
2023,2117,45
2023,2118,75
2023,2119,91
2023,2120,55
2023,2121,33.01
2023,2122,29.59
2023,2123,12.93
2023,2124,4.16
2023,2125,4
2023,2126,0.1
2023,2127,0.1
2023,2128,0.1
2023,2129,4.16
2023,2130,32
2023,2131,46
2023,2132,46
2023,2133,33.9
2023,2134,31.27
2023,2135,27.83
2023,2136,19.9
2023,2137,16.27
2023,2138,14
2023,2139,12
2023,2140,15
2023,2141,17.68
2023,2142,27.83
2023,2143,32
2023,2144,23.9
2023,2145,16.27
2023,2146,5.47
2023,2147,4.16
2023,2148,4.16
2023,2149,1.6
2023,2150,0.2
2023,2151,0.19
2023,2152,1.73
2023,2153,4.16
2023,2154,19.5
2023,2155,32.75
2023,2156,35.61
2023,2157,32.5
2023,2158,31.92
2023,2159,82.19
2023,2160,63.9
2023,2161,50
2023,2162,42.5
2023,2163,39.45
2023,2164,38.32
2023,2165,42.5
2023,2166,54.67
2023,2167,63.78
2023,2168,55
2023,2169,33.33
2023,2170,18.16
2023,2171,15.49
2023,2172,15
2023,2173,10.35
2023,2174,4.16
2023,2175,4.16
2023,2176,4.16
2023,2177,4.16
2023,2178,17.99
2023,2179,36.55
2023,2180,49.01
2023,2181,37.38
2023,2182,33.65
2023,2183,19
2023,2184,18.6
2023,2185,18.34
2023,2186,18.16
2023,2187,18.16
2023,2188,18.16
2023,2189,18.46
2023,2190,18.6
2023,2191,18.46
2023,2192,14
2023,2193,4.16
2023,2194,0.1
2023,2195,0.1
2023,2196,0.1
2023,2197,0
2023,2198,0
2023,2199,0
2023,2200,0
2023,2201,0.19
2023,2202,18.16
2023,2203,40
2023,2204,50
2023,2205,45.1
2023,2206,40
2023,2207,52.62
2023,2208,48.43
2023,2209,46.21
2023,2210,46.53
2023,2211,46.21
2023,2212,47.44
2023,2213,54.39
2023,2214,99.71
2023,2215,119
2023,2216,60
2023,2217,46.21
2023,2218,20
2023,2219,19.5
2023,2220,20
2023,2221,19.5
2023,2222,19.2
2023,2223,19.3
2023,2224,30
2023,2225,48.11
2023,2226,94.98
2023,2227,165.33
2023,2228,160.72
2023,2229,110.01
2023,2230,89.6
2023,2231,92.18
2023,2232,68.25
2023,2233,85
2023,2234,79.21
2023,2235,65.27
2023,2236,65.5
2023,2237,76.24
2023,2238,89.65
2023,2239,90.99
2023,2240,59
2023,2241,31.71
2023,2242,26.99
2023,2243,15.49
2023,2244,15.49
2023,2245,15.49
2023,2246,10
2023,2247,8
2023,2248,10
2023,2249,15.49
2023,2250,38.2
2023,2251,106.14
2023,2252,104
2023,2253,90.99
2023,2254,89.65
2023,2255,70.25
2023,2256,108.76
2023,2257,114.65
2023,2258,115.33
2023,2259,116.53
2023,2260,120.69
2023,2261,122.72
2023,2262,137.23
2023,2263,138.83
2023,2264,123.62
2023,2265,104.23
2023,2266,84.89
2023,2267,70
2023,2268,61.12
2023,2269,55
2023,2270,42.02
2023,2271,42.03
2023,2272,55
2023,2273,75
2023,2274,127.28
2023,2275,166.06
2023,2276,164.98
2023,2277,151.39
2023,2278,130.43
2023,2279,135.54
2023,2280,124.12
2023,2281,120
2023,2282,115.33
2023,2283,114.85
2023,2284,124.91
2023,2285,113.01
2023,2286,99.12
2023,2287,94.8
2023,2288,115.33
2023,2289,60
2023,2290,50.78
2023,2291,42.02
2023,2292,41.63
2023,2293,41.33
2023,2294,27.78
2023,2295,25
2023,2296,25
2023,2297,42.23
2023,2298,127.45
2023,2299,127.45
2023,2300,133.67
2023,2301,127.45
2023,2302,122.88
2023,2303,116.61
2023,2304,110.43
2023,2305,113.79
2023,2306,115.33
2023,2307,112.02
2023,2308,111.23
2023,2309,132.87
2023,2310,141.45
2023,2311,139.23
2023,2312,83
2023,2313,54.68
2023,2314,25
2023,2315,20
2023,2316,15
2023,2317,4.16
2023,2318,1.5
2023,2319,1.5
2023,2320,4
2023,2321,25
2023,2322,108
2023,2323,143.35
2023,2324,143.35
2023,2325,139.5
2023,2326,135.96
2023,2327,126.24
2023,2328,115.07
2023,2329,115.33
2023,2330,110.75
2023,2331,110.78
2023,2332,112.16
2023,2333,116.14
2023,2334,129.35
2023,2335,135.01
2023,2336,112.33
2023,2337,40.23
2023,2338,33.3
2023,2339,32.58
2023,2340,32.48
2023,2341,25
2023,2342,20
2023,2343,10
2023,2344,20
2023,2345,35.14
2023,2346,107.53
2023,2347,140.21
2023,2348,137.31
2023,2349,134.9
2023,2350,126.98
2023,2351,127.99
2023,2352,117.86
2023,2353,119.83
2023,2354,117.99
2023,2355,118.24
2023,2356,117.86
2023,2357,120
2023,2358,118.9
2023,2359,122.98
2023,2360,90
2023,2361,40.02
2023,2362,32.58
2023,2363,25
2023,2364,5.5
2023,2365,1.5
2023,2366,1.5
2023,2367,0.1
2023,2368,1.5
2023,2369,4.17
2023,2370,63.96
2023,2371,117.86
2023,2372,126.39
2023,2373,115
2023,2374,106.94
2023,2375,98.21
2023,2376,81.85
2023,2377,78.14
2023,2378,71.9
2023,2379,70
2023,2380,72.96
2023,2381,80
2023,2382,78.14
2023,2383,70
2023,2384,55.13
2023,2385,27.75
2023,2386,20.53
2023,2387,15.52
2023,2388,1.5
2023,2389,1.5
2023,2390,0.1
2023,2391,0.81
2023,2392,20.02
2023,2393,29.94
2023,2394,60.56
2023,2395,85
2023,2396,84.4
2023,2397,89.7
2023,2398,67.21
2023,2399,68.5
2023,2400,68.14
2023,2401,60
2023,2402,67.69
2023,2403,72.89
2023,2404,92.3
2023,2405,101
2023,2406,130.97
2023,2407,142.13
2023,2408,123.35
2023,2409,118.62
2023,2410,103.3
2023,2411,110.65
2023,2412,105.53
2023,2413,63.05
2023,2414,40.02
2023,2415,35.27
2023,2416,35
2023,2417,39.93
2023,2418,100.69
2023,2419,134.25
2023,2420,141.39
2023,2421,129.47
2023,2422,109.55
2023,2423,93.65
2023,2424,65.74
2023,2425,41.64
2023,2426,41.46
2023,2427,42
2023,2428,50
2023,2429,68.5
2023,2430,96.72
2023,2431,98.62
2023,2432,42
2023,2433,25
2023,2434,4.17
2023,2435,4.16
2023,2436,4.16
2023,2437,1.6
2023,2438,1.6
2023,2439,1.6
2023,2440,4.16
2023,2441,4.16
2023,2442,20.28
2023,2443,41.28
2023,2444,70
2023,2445,65.74
2023,2446,45.29
2023,2447,79.41
2023,2448,74.1
2023,2449,72.89
2023,2450,72.86
2023,2451,72.89
2023,2452,83.2
2023,2453,90.76
2023,2454,123.54
2023,2455,106.21
2023,2456,90.65
2023,2457,35.64
2023,2458,4.16
2023,2459,1.6
2023,2460,1.5
2023,2461,0.57
2023,2462,0.1
2023,2463,0.1
2023,2464,1.5
2023,2465,1.6
2023,2466,25
2023,2467,100
2023,2468,122
2023,2469,104
2023,2470,103.61
2023,2471,90.76
2023,2472,87.72
2023,2473,87.41
2023,2474,83.49
2023,2475,78.1
2023,2476,72.24
2023,2477,72.86
2023,2478,78.04
2023,2479,78.04
2023,2480,41.64
2023,2481,25
2023,2482,4.16
2023,2483,4.16
2023,2484,4
2023,2485,1.6
2023,2486,1.5
2023,2487,1.5
2023,2488,2
2023,2489,4.16
2023,2490,25.2
2023,2491,73.25
2023,2492,82.89
2023,2493,75.34
2023,2494,46.34
2023,2495,36.38
2023,2496,34.9
2023,2497,32.5
2023,2498,32.5
2023,2499,32.14
2023,2500,33.1
2023,2501,35.25
2023,2502,37
2023,2503,36.4
2023,2504,25
2023,2505,4.17
2023,2506,1.6
2023,2507,1.5
2023,2508,1.5
2023,2509,1.5
2023,2510,0.1
2023,2511,0
2023,2512,0.1
2023,2513,1.5
2023,2514,13.3
2023,2515,38.76
2023,2516,44.28
2023,2517,40.61
2023,2518,38.36
2023,2519,28.28
2023,2520,26.1
2023,2521,24.5
2023,2522,23.72
2023,2523,16
2023,2524,20.38
2023,2525,23
2023,2526,24.5
2023,2527,22.15
2023,2528,4.99
2023,2529,1.5
2023,2530,0
2023,2531,0
2023,2532,0
2023,2533,0
2023,2534,0
2023,2535,0
2023,2536,0
2023,2537,1.5
2023,2538,25
2023,2539,75
2023,2540,127.85
2023,2541,110.17
2023,2542,55.22
2023,2543,86.03
2023,2544,81.87
2023,2545,55
2023,2546,45
2023,2547,45
2023,2548,55
2023,2549,83.96
2023,2550,110
2023,2551,104.22
2023,2552,82.75
2023,2553,41.73
2023,2554,41.02
2023,2555,40.63
2023,2556,40.02
2023,2557,35
2023,2558,25
2023,2559,25
2023,2560,25
2023,2561,39.73
2023,2562,86.09
2023,2563,125.12
2023,2564,134.25
2023,2565,104.22
2023,2566,88.3
2023,2567,105.31
2023,2568,81.99
2023,2569,75.62
2023,2570,75.62
2023,2571,75.62
2023,2572,101.27
2023,2573,100.35
2023,2574,122.26
2023,2575,123
2023,2576,106.16
2023,2577,75.2
2023,2578,75.98
2023,2579,78.1
2023,2580,80
2023,2581,78
2023,2582,74.74
2023,2583,74.74
2023,2584,85
2023,2585,81.5
2023,2586,119.88
2023,2587,137.1
2023,2588,141.4
2023,2589,128.32
2023,2590,111.41
2023,2591,127.54
2023,2592,116.8
2023,2593,105.71
2023,2594,105.71
2023,2595,104.86
2023,2596,105.87
2023,2597,130
2023,2598,139.1
2023,2599,141.4
2023,2600,133.26
2023,2601,108.26
2023,2602,97.16
2023,2603,93.9
2023,2604,89.64
2023,2605,89.48
2023,2606,88.68
2023,2607,88.58
2023,2608,89.64
2023,2609,105.31
2023,2610,122.25
2023,2611,135.86
2023,2612,145
2023,2613,134.11
2023,2614,125.33
2023,2615,126
2023,2616,122.03
2023,2617,123.61
2023,2618,123.89
2023,2619,125.33
2023,2620,127.22
2023,2621,127.97
2023,2622,144.48
2023,2623,144.7
2023,2624,130.09
2023,2625,100.9
2023,2626,87.73
2023,2627,80
2023,2628,74.87
2023,2629,53.6
2023,2630,50.36
2023,2631,49.87
2023,2632,51.07
2023,2633,75.27
2023,2634,123.26
2023,2635,147.42
2023,2636,145.33
2023,2637,134.37
2023,2638,129.44
2023,2639,122.5
2023,2640,112.39
2023,2641,117.6
2023,2642,119.84
2023,2643,115.01
2023,2644,115
2023,2645,127.5
2023,2646,141.54
2023,2647,145.99
2023,2648,120.18
2023,2649,128.13
2023,2650,109.29
2023,2651,95.49
2023,2652,55.44
2023,2653,40.1
2023,2654,29.11
2023,2655,25
2023,2656,29.61
2023,2657,49.31
2023,2658,95.49
2023,2659,134.71
2023,2660,135.51
2023,2661,133.71
2023,2662,123.1
2023,2663,122.01
2023,2664,101.95
2023,2665,103.57
2023,2666,93.17
2023,2667,91.33
2023,2668,96.03
2023,2669,100
2023,2670,106.95
2023,2671,109.18
2023,2672,107.28
2023,2673,77.61
2023,2674,69.61
2023,2675,51
2023,2676,34.84
2023,2677,22.56
2023,2678,10
2023,2679,4.16
2023,2680,4.17
2023,2681,31
2023,2682,73.6
2023,2683,129.27
2023,2684,128.45
2023,2685,121.27
2023,2686,101.64
2023,2687,108
2023,2688,97.52
2023,2689,95.02
2023,2690,89.44
2023,2691,86.67
2023,2692,76.61
2023,2693,75.1
2023,2694,65
2023,2695,50
2023,2696,6.1
2023,2697,0
2023,2698,0
2023,2699,1.5
2023,2700,1.5
2023,2701,0
2023,2702,0
2023,2703,0
2023,2704,0
2023,2705,0
2023,2706,3.23
2023,2707,88
2023,2708,125.02
2023,2709,120
2023,2710,109.84
2023,2711,90
2023,2712,91.8
2023,2713,91.82
2023,2714,93.4
2023,2715,100.88
2023,2716,105
2023,2717,115.46
2023,2718,133.8
2023,2719,135
2023,2720,126.92
2023,2721,91.76
2023,2722,75.97
2023,2723,65.89
2023,2724,60.11
2023,2725,58.21
2023,2726,25
2023,2727,25
2023,2728,49.81
2023,2729,64.61
2023,2730,87.71
2023,2731,135.97
2023,2732,136.55
2023,2733,130
2023,2734,119.15
2023,2735,127.39
2023,2736,123.56
2023,2737,110
2023,2738,96.03
2023,2739,91.75
2023,2740,97.35
2023,2741,121.6
2023,2742,134.1
2023,2743,130.18
2023,2744,95
2023,2745,79.81
2023,2746,67.51
2023,2747,60.21
2023,2748,60.01
2023,2749,49.95
2023,2750,20.1
2023,2751,20
2023,2752,25
2023,2753,59.11
2023,2754,81.1
2023,2755,133.95
2023,2756,141.54
2023,2757,137.53
2023,2758,120
2023,2759,106.79
2023,2760,99.91
2023,2761,94.58
2023,2762,93.98
2023,2763,93.33
2023,2764,101.9
2023,2765,125.16
2023,2766,139.91
2023,2767,141.53
2023,2768,126
2023,2769,117.81
2023,2770,107
2023,2771,94.99
2023,2772,91.79
2023,2773,87.04
2023,2774,80.95
2023,2775,79.47
2023,2776,83
2023,2777,87.04
2023,2778,122.01
2023,2779,135.29
2023,2780,146.12
2023,2781,133.54
2023,2782,120.48
2023,2783,113.69
2023,2784,113.69
2023,2785,105
2023,2786,100
2023,2787,105
2023,2788,106.8
2023,2789,123.39
2023,2790,142.58
2023,2791,135.41
2023,2792,113.18
2023,2793,96.99
2023,2794,92.5
2023,2795,94
2023,2796,91
2023,2797,88.74
2023,2798,86.48
2023,2799,86.48
2023,2800,91.12
2023,2801,99.99
2023,2802,117.35
2023,2803,129.8
2023,2804,138.01
2023,2805,126
2023,2806,120
2023,2807,120
2023,2808,115.27
2023,2809,98.7
2023,2810,113.69
2023,2811,92
2023,2812,98.19
2023,2813,110
2023,2814,123.74
2023,2815,126.38
2023,2816,120
2023,2817,112.81
2023,2818,105.83
2023,2819,101.72
2023,2820,92.78
2023,2821,86.65
2023,2822,80
2023,2823,81.1
2023,2824,91.63
2023,2825,112
2023,2826,118
2023,2827,126
2023,2828,126.93
2023,2829,120
2023,2830,116.02
2023,2831,115.59
2023,2832,110.25
2023,2833,106.1
2023,2834,105
2023,2835,101.24
2023,2836,102.75
2023,2837,103.24
2023,2838,109.4
2023,2839,115.64
2023,2840,106.61
2023,2841,103.58
2023,2842,92.87
2023,2843,75.41
2023,2844,69.01
2023,2845,43.21
2023,2846,6
2023,2847,4.16
2023,2848,4.16
2023,2849,10
2023,2850,58.09
2023,2851,114.34
2023,2852,120
2023,2853,115.57
2023,2854,110
2023,2855,99.28
2023,2856,91.09
2023,2857,88.38
2023,2858,85.49
2023,2859,74.93
2023,2860,75.07
2023,2861,84.62
2023,2862,82
2023,2863,75
2023,2864,50
2023,2865,27.7
2023,2866,30.96
2023,2867,45.07
2023,2868,23.67
2023,2869,14.66
2023,2870,1.5
2023,2871,14
2023,2872,20
2023,2873,43.37
2023,2874,74.67
2023,2875,111.44
2023,2876,122.2
2023,2877,117.12
2023,2878,108.71
2023,2879,109.9
2023,2880,99.9
2023,2881,95.49
2023,2882,90.59
2023,2883,87.4
2023,2884,88
2023,2885,87.38
2023,2886,89.56
2023,2887,84.26
2023,2888,49.81
2023,2889,31
2023,2890,1.6
2023,2891,1.5
2023,2892,1.5
2023,2893,1.5
2023,2894,0
2023,2895,0
2023,2896,0.57
2023,2897,4.16
2023,2898,67
2023,2899,117.06
2023,2900,122.57
2023,2901,122.57
2023,2902,119
2023,2903,111.34
2023,2904,90.3
2023,2905,90.3
2023,2906,90
2023,2907,90.3
2023,2908,110.48
2023,2909,115
2023,2910,127.69
2023,2911,135.43
2023,2912,119.34
2023,2913,115.21
2023,2914,108.96
2023,2915,98.46
2023,2916,92.76
2023,2917,86.32
2023,2918,81.97
2023,2919,87.2
2023,2920,94.43
2023,2921,98.89
2023,2922,124.99
2023,2923,142.86
2023,2924,148.16
2023,2925,125
2023,2926,116.13
2023,2927,116.2
2023,2928,102.63
2023,2929,100.97
2023,2930,97.8
2023,2931,85.55
2023,2932,91.38
2023,2933,102
2023,2934,121.2
2023,2935,119.34
2023,2936,110.1
2023,2937,82.1
2023,2938,77.61
2023,2939,65.99
2023,2940,49.95
2023,2941,38.01
2023,2942,30
2023,2943,25
2023,2944,40
2023,2945,45.41
2023,2946,80.01
2023,2947,117.84
2023,2948,122.99
2023,2949,115.69
2023,2950,85.49
2023,2951,86
2023,2952,79.61
2023,2953,79.81
2023,2954,79.61
2023,2955,80.01
2023,2956,82.2
2023,2957,100.68
2023,2958,115.09
2023,2959,119.9
2023,2960,104.42
2023,2961,90
2023,2962,79.6
2023,2963,71.07
2023,2964,62.27
2023,2965,59.79
2023,2966,65.14
2023,2967,69.22
2023,2968,75.73
2023,2969,80.61
2023,2970,108
2023,2971,115.52
2023,2972,128.58
2023,2973,121.63
2023,2974,115.09
2023,2975,110.39
2023,2976,104.09
2023,2977,101.38
2023,2978,101.38
2023,2979,94
2023,2980,101.38
2023,2981,110.9
2023,2982,114.87
2023,2983,112.58
2023,2984,102.61
2023,2985,95.89
2023,2986,91.03
2023,2987,84.99
2023,2988,82
2023,2989,78.9
2023,2990,80
2023,2991,75.43
2023,2992,82
2023,2993,101.38
2023,2994,111.05
2023,2995,130
2023,2996,127.05
2023,2997,115.56
2023,2998,110.9
2023,2999,118.71
2023,3000,116
2023,3001,107.98
2023,3002,100
2023,3003,100.7
2023,3004,107.98
2023,3005,110
2023,3006,108.95
2023,3007,95.13
2023,3008,93.28
2023,3009,82.53
2023,3010,74.42
2023,3011,71.61
2023,3012,55.8
2023,3013,50
2023,3014,63.16
2023,3015,50
2023,3016,58
2023,3017,72.01
2023,3018,102.19
2023,3019,112.07
2023,3020,118.77
2023,3021,115
2023,3022,109.94
2023,3023,106.78
