,,Biomass,NaturalGas,SteamUtility
2023,1815,29.4,43.8,78.6
2023,1816,29.4,43.8,78.6
2023,1817,29.4,43.8,78.6
2023,1818,29.4,43.8,78.6
2023,1819,29.4,43.8,78.6
2023,1820,29.4,43.8,78.6
2023,1821,29.4,43.8,78.6
2023,1822,29.4,43.8,78.6
2023,1823,29.4,43.8,78.6
2023,1824,29.4,41.78,78.6
2023,1825,29.4,41.78,78.6
2023,1826,29.4,41.78,78.6
2023,1827,29.4,41.78,78.6
2023,1828,29.4,41.78,78.6
2023,1829,29.4,41.78,78.6
2023,1830,29.4,41.78,78.6
2023,1831,29.4,41.78,78.6
2023,1832,29.4,41.78,78.6
2023,1833,29.4,41.78,78.6
2023,1834,29.4,41.78,78.6
2023,1835,29.4,41.78,78.6
2023,1836,29.4,41.78,78.6
2023,1837,29.4,41.78,78.6
2023,1838,29.4,41.78,78.6
2023,1839,29.4,41.78,78.6
2023,1840,29.4,41.78,78.6
2023,1841,29.4,41.78,78.6
2023,1842,29.4,41.78,78.6
2023,1843,29.4,41.78,78.6
2023,1844,29.4,41.78,78.6
2023,1845,29.4,41.78,78.6
2023,1846,29.4,41.78,78.6
2023,1847,29.4,41.78,78.6
2023,1848,29.4,44.87,78.6
2023,1849,29.4,44.87,78.6
2023,1850,29.4,44.87,78.6
2023,1851,29.4,44.87,78.6
2023,1852,29.4,44.87,78.6
2023,1853,29.4,44.87,78.6
2023,1854,29.4,44.87,78.6
2023,1855,29.4,44.87,78.6
2023,1856,29.4,44.87,78.6
2023,1857,29.4,44.87,78.6
2023,1858,29.4,44.87,78.6
2023,1859,29.4,44.87,78.6
2023,1860,29.4,44.87,78.6
2023,1861,29.4,44.87,78.6
2023,1862,29.4,44.87,78.6
2023,1863,29.4,44.87,78.6
2023,1864,29.4,44.87,78.6
2023,1865,29.4,44.87,78.6
2023,1866,29.4,44.87,78.6
2023,1867,29.4,44.87,78.6
2023,1868,29.4,44.87,78.6
2023,1869,29.4,44.87,78.6
2023,1870,29.4,44.87,78.6
2023,1871,29.4,44.87,78.6
2023,1872,29.4,42.86,78.6
2023,1873,29.4,42.86,78.6
2023,1874,29.4,42.86,78.6
2023,1875,29.4,42.86,78.6
2023,1876,29.4,42.86,78.6
2023,1877,29.4,42.86,78.6
2023,1878,29.4,42.86,78.6
2023,1879,29.4,42.86,78.6
2023,1880,29.4,42.86,78.6
2023,1881,29.4,42.86,78.6
2023,1882,29.4,42.86,78.6
2023,1883,29.4,42.86,78.6
2023,1884,29.4,42.86,78.6
2023,1885,29.4,42.86,78.6
2023,1886,29.4,42.86,78.6
2023,1887,29.4,42.86,78.6
2023,1888,29.4,42.86,78.6
2023,1889,29.4,42.86,78.6
2023,1890,29.4,42.86,78.6
2023,1891,29.4,42.86,78.6
2023,1892,29.4,42.86,78.6
2023,1893,29.4,42.86,78.6
2023,1894,29.4,42.86,78.6
2023,1895,29.4,42.86,78.6
2023,1896,29.4,40.4,78.6
2023,1897,29.4,40.4,78.6
2023,1898,29.4,40.4,78.6
2023,1899,29.4,40.4,78.6
2023,1900,29.4,40.4,78.6
2023,1901,29.4,40.4,78.6
2023,1902,29.4,40.4,78.6
2023,1903,29.4,40.4,78.6
2023,1904,29.4,40.4,78.6
2023,1905,29.4,40.4,78.6
2023,1906,29.4,40.4,78.6
2023,1907,29.4,40.4,78.6
2023,1908,29.4,40.4,78.6
2023,1909,29.4,40.4,78.6
2023,1910,29.4,40.4,78.6
2023,1911,29.4,40.4,78.6
2023,1912,29.4,40.4,78.6
2023,1913,29.4,40.4,78.6
2023,1914,29.4,40.4,78.6
2023,1915,29.4,40.4,78.6
2023,1916,29.4,40.4,78.6
2023,1917,29.4,40.4,78.6
2023,1918,29.4,40.4,78.6
2023,1919,29.4,40.4,78.6
2023,1920,29.4,41.62,78.6
2023,1921,29.4,41.62,78.6
2023,1922,29.4,41.62,78.6
2023,1923,29.4,41.62,78.6
2023,1924,29.4,41.62,78.6
2023,1925,29.4,41.62,78.6
2023,1926,29.4,41.62,78.6
2023,1927,29.4,41.62,78.6
2023,1928,29.4,41.62,78.6
2023,1929,29.4,41.62,78.6
2023,1930,29.4,41.62,78.6
2023,1931,29.4,41.62,78.6
2023,1932,29.4,41.62,78.6
2023,1933,29.4,41.62,78.6
2023,1934,29.4,41.62,78.6
2023,1935,29.4,41.62,78.6
2023,1936,29.4,41.62,78.6
2023,1937,29.4,41.62,78.6
2023,1938,29.4,41.62,78.6
2023,1939,29.4,41.62,78.6
2023,1940,29.4,41.62,78.6
2023,1941,29.4,41.62,78.6
2023,1942,29.4,41.62,78.6
2023,1943,29.4,41.62,78.6
2023,1944,29.4,41.92,78.6
2023,1945,29.4,41.92,78.6
2023,1946,29.4,41.92,78.6
2023,1947,29.4,41.92,78.6
2023,1948,29.4,41.92,78.6
2023,1949,29.4,41.92,78.6
2023,1950,29.4,41.92,78.6
2023,1951,29.4,41.92,78.6
2023,1952,29.4,41.92,78.6
2023,1953,29.4,41.92,78.6
2023,1954,29.4,41.92,78.6
2023,1955,29.4,41.92,78.6
2023,1956,29.4,41.92,78.6
2023,1957,29.4,41.92,78.6
2023,1958,29.4,41.92,78.6
2023,1959,29.4,41.92,78.6
2023,1960,29.4,41.92,78.6
2023,1961,29.4,41.92,78.6
2023,1962,29.4,41.92,78.6
2023,1963,29.4,41.92,78.6
2023,1964,29.4,41.92,78.6
2023,1965,29.4,41.92,78.6
2023,1966,29.4,41.92,78.6
2023,1967,29.4,41.92,78.6
2023,1968,29.4,41.82,78.6
2023,1969,29.4,41.82,78.6
2023,1970,29.4,41.82,78.6
2023,1971,29.4,41.82,78.6
2023,1972,29.4,41.82,78.6
2023,1973,29.4,41.82,78.6
2023,1974,29.4,41.82,78.6
2023,1975,29.4,41.82,78.6
2023,1976,29.4,41.82,78.6
2023,1977,29.4,41.82,78.6
2023,1978,29.4,41.82,78.6
2023,1979,29.4,41.82,78.6
2023,1980,29.4,41.82,78.6
2023,1981,29.4,41.82,78.6
2023,1982,29.4,41.82,78.6
2023,1983,29.4,41.82,78.6
2023,1984,29.4,41.82,78.6
2023,1985,29.4,41.82,78.6
2023,1986,29.4,41.82,78.6
2023,1987,29.4,41.82,78.6
2023,1988,29.4,41.82,78.6
2023,1989,29.4,41.82,78.6
2023,1990,29.4,41.82,78.6
2023,1991,29.4,41.82,78.6
2023,1992,29.4,39.03,78.6
2023,1993,29.4,39.03,78.6
2023,1994,29.4,39.03,78.6
2023,1995,29.4,39.03,78.6
2023,1996,29.4,39.03,78.6
2023,1997,29.4,39.03,78.6
2023,1998,29.4,39.03,78.6
2023,1999,29.4,39.03,78.6
2023,2000,29.4,39.03,78.6
2023,2001,29.4,39.03,78.6
2023,2002,29.4,39.03,78.6
2023,2003,29.4,39.03,78.6
2023,2004,29.4,39.03,78.6
2023,2005,29.4,39.03,78.6
2023,2006,29.4,39.03,78.6
2023,2007,29.4,39.03,78.6
2023,2008,29.4,39.03,78.6
2023,2009,29.4,39.03,78.6
2023,2010,29.4,39.03,78.6
2023,2011,29.4,39.03,78.6
2023,2012,29.4,39.03,78.6
2023,2013,29.4,39.03,78.6
2023,2014,29.4,39.03,78.6
2023,2015,29.4,39.03,78.6
2023,2016,29.4,35.96,78.6
2023,2017,29.4,35.96,78.6
2023,2018,29.4,35.96,78.6
2023,2019,29.4,35.96,78.6
2023,2020,29.4,35.96,78.6
2023,2021,29.4,35.96,78.6
2023,2022,29.4,35.96,78.6
2023,2023,29.4,35.96,78.6
2023,2024,29.4,35.96,78.6
2023,2025,29.4,35.96,78.6
2023,2026,29.4,35.96,78.6
2023,2027,29.4,35.96,78.6
2023,2028,29.4,35.96,78.6
2023,2029,29.4,35.96,78.6
2023,2030,29.4,35.96,78.6
2023,2031,29.4,35.96,78.6
2023,2032,29.4,35.96,78.6
2023,2033,29.4,35.96,78.6
2023,2034,29.4,35.96,78.6
2023,2035,29.4,35.96,78.6
2023,2036,29.4,35.96,78.6
2023,2037,29.4,35.96,78.6
2023,2038,29.4,35.96,78.6
2023,2039,29.4,35.96,78.6
2023,2040,29.4,41.76,78.6
2023,2041,29.4,41.76,78.6
2023,2042,29.4,41.76,78.6
2023,2043,29.4,41.76,78.6
2023,2044,29.4,41.76,78.6
2023,2045,29.4,41.76,78.6
2023,2046,29.4,41.76,78.6
2023,2047,29.4,41.76,78.6
2023,2048,29.4,41.76,78.6
2023,2049,29.4,41.76,78.6
2023,2050,29.4,41.76,78.6
2023,2051,29.4,41.76,78.6
2023,2052,29.4,41.76,78.6
2023,2053,29.4,41.76,78.6
2023,2054,29.4,41.76,78.6
2023,2055,29.4,41.76,78.6
2023,2056,29.4,41.76,78.6
2023,2057,29.4,41.76,78.6
2023,2058,29.4,41.76,78.6
2023,2059,29.4,41.76,78.6
2023,2060,29.4,41.76,78.6
2023,2061,29.4,41.76,78.6
2023,2062,29.4,41.76,78.6
2023,2063,29.4,41.76,78.6
2023,2064,29.4,41.94,78.6
2023,2065,29.4,41.94,78.6
2023,2066,29.4,41.94,78.6
2023,2067,29.4,41.94,78.6
2023,2068,29.4,41.94,78.6
2023,2069,29.4,41.94,78.6
2023,2070,29.4,41.94,78.6
2023,2071,29.4,41.94,78.6
2023,2072,29.4,41.94,78.6
2023,2073,29.4,41.94,78.6
2023,2074,29.4,41.94,78.6
2023,2075,29.4,41.94,78.6
2023,2076,29.4,41.94,78.6
2023,2077,29.4,41.94,78.6
2023,2078,29.4,41.94,78.6
2023,2079,29.4,41.94,78.6
2023,2080,29.4,41.94,78.6
2023,2081,29.4,41.94,78.6
2023,2082,29.4,41.94,78.6
2023,2083,29.4,41.94,78.6
2023,2084,29.4,41.94,78.6
2023,2085,29.4,41.94,78.6
2023,2086,29.4,41.94,78.6
2023,2087,29.4,41.94,78.6
2023,2088,29.4,41.52,78.6
2023,2089,29.4,41.52,78.6
2023,2090,29.4,41.52,78.6
2023,2091,29.4,41.52,78.6
2023,2092,29.4,41.52,78.6
2023,2093,29.4,41.52,78.6
2023,2094,29.4,41.52,78.6
2023,2095,29.4,41.52,78.6
2023,2096,29.4,41.52,78.6
2023,2097,29.4,41.52,78.6
2023,2098,29.4,41.52,78.6
2023,2099,29.4,41.52,78.6
2023,2100,29.4,41.52,78.6
2023,2101,29.4,41.52,78.6
2023,2102,29.4,41.52,78.6
2023,2103,29.4,41.52,78.6
2023,2104,29.4,41.52,78.6
2023,2105,29.4,41.52,78.6
2023,2106,29.4,41.52,78.6
2023,2107,29.4,41.52,78.6
2023,2108,29.4,41.52,78.6
2023,2109,29.4,41.52,78.6
2023,2110,29.4,41.52,78.6
2023,2111,29.4,41.52,78.6
2023,2112,29.4,37.54,78.6
2023,2113,29.4,37.54,78.6
2023,2114,29.4,37.54,78.6
2023,2115,29.4,37.54,78.6
2023,2116,29.4,37.54,78.6
2023,2117,29.4,37.54,78.6
2023,2118,29.4,37.54,78.6
2023,2119,29.4,37.54,78.6
2023,2120,29.4,37.54,78.6
2023,2121,29.4,37.54,78.6
2023,2122,29.4,37.54,78.6
2023,2123,29.4,37.54,78.6
2023,2124,29.4,37.54,78.6
2023,2125,29.4,37.54,78.6
2023,2126,29.4,37.54,78.6
2023,2127,29.4,37.54,78.6
2023,2128,29.4,37.54,78.6
2023,2129,29.4,37.54,78.6
2023,2130,29.4,37.54,78.6
2023,2131,29.4,37.54,78.6
2023,2132,29.4,37.54,78.6
2023,2133,29.4,37.54,78.6
2023,2134,29.4,37.54,78.6
2023,2135,29.4,37.54,78.6
2023,2136,29.4,37.4,78.6
2023,2137,29.4,37.4,78.6
2023,2138,29.4,37.4,78.6
2023,2139,29.4,37.4,78.6
2023,2140,29.4,37.4,78.6
2023,2141,29.4,37.4,78.6
2023,2142,29.4,37.4,78.6
2023,2143,29.4,37.4,78.6
2023,2144,29.4,37.4,78.6
2023,2145,29.4,37.4,78.6
2023,2146,29.4,37.4,78.6
2023,2147,29.4,37.4,78.6
2023,2148,29.4,37.4,78.6
2023,2149,29.4,37.4,78.6
2023,2150,29.4,37.4,78.6
2023,2151,29.4,37.4,78.6
2023,2152,29.4,37.4,78.6
2023,2153,29.4,37.4,78.6
2023,2154,29.4,37.4,78.6
2023,2155,29.4,37.4,78.6
2023,2156,29.4,37.4,78.6
2023,2157,29.4,37.4,78.6
2023,2158,29.4,37.4,78.6
2023,2159,29.4,37.4,78.6
2023,2160,29.4,44.48,78.6
2023,2161,29.4,44.48,78.6
2023,2162,29.4,44.48,78.6
2023,2163,29.4,44.48,78.6
2023,2164,29.4,44.48,78.6
2023,2165,29.4,44.48,78.6
2023,2166,29.4,44.48,78.6
2023,2167,29.4,44.48,78.6
2023,2168,29.4,44.48,78.6
2023,2169,29.4,44.48,78.6
2023,2170,29.4,44.48,78.6
2023,2171,29.4,44.48,78.6
2023,2172,29.4,44.48,78.6
2023,2173,29.4,44.48,78.6
2023,2174,29.4,44.48,78.6
2023,2175,29.4,44.48,78.6
2023,2176,29.4,44.48,78.6
2023,2177,29.4,44.48,78.6
2023,2178,29.4,44.48,78.6
2023,2179,29.4,44.48,78.6
2023,2180,29.4,44.48,78.6
2023,2181,29.4,44.48,78.6
2023,2182,29.4,44.48,78.6
2023,2183,29.4,44.48,78.6
2023,2184,29.4,45,78.6
2023,2185,29.4,45,78.6
2023,2186,29.4,45,78.6
2023,2187,29.4,45,78.6
2023,2188,29.4,45,78.6
2023,2189,29.4,45,78.6
2023,2190,29.4,45,78.6
2023,2191,29.4,45,78.6
2023,2192,29.4,45,78.6
2023,2193,29.4,45,78.6
2023,2194,29.4,45,78.6
2023,2195,29.4,45,78.6
2023,2196,29.4,45,78.6
2023,2197,29.4,45,78.6
2023,2198,29.4,45,78.6
2023,2199,29.4,45,78.6
2023,2200,29.4,45,78.6
2023,2201,29.4,45,78.6
2023,2202,29.4,45,78.6
2023,2203,29.4,45,78.6
2023,2204,29.4,45,78.6
2023,2205,29.4,45,78.6
2023,2206,29.4,45,78.6
2023,2207,29.4,45,78.6
2023,2208,29.4,46.16,78.6
2023,2209,29.4,46.16,78.6
2023,2210,29.4,46.16,78.6
2023,2211,29.4,46.16,78.6
2023,2212,29.4,46.16,78.6
2023,2213,29.4,46.16,78.6
2023,2214,29.4,46.16,78.6
2023,2215,29.4,46.16,78.6
2023,2216,29.4,46.16,78.6
2023,2217,29.4,46.16,78.6
2023,2218,29.4,46.16,78.6
2023,2219,29.4,46.16,78.6
2023,2220,29.4,46.16,78.6
2023,2221,29.4,46.16,78.6
2023,2222,29.4,46.16,78.6
2023,2223,29.4,46.16,78.6
2023,2224,29.4,46.16,78.6
2023,2225,29.4,46.16,78.6
2023,2226,29.4,46.16,78.6
2023,2227,29.4,46.16,78.6
2023,2228,29.4,46.16,78.6
2023,2229,29.4,46.16,78.6
2023,2230,29.4,46.16,78.6
2023,2231,29.4,46.16,78.6
2023,2232,29.4,44.51,78.6
2023,2233,29.4,44.51,78.6
2023,2234,29.4,44.51,78.6
2023,2235,29.4,44.51,78.6
2023,2236,29.4,44.51,78.6
2023,2237,29.4,44.51,78.6
2023,2238,29.4,44.51,78.6
2023,2239,29.4,44.51,78.6
2023,2240,29.4,44.51,78.6
2023,2241,29.4,44.51,78.6
2023,2242,29.4,44.51,78.6
2023,2243,29.4,44.51,78.6
2023,2244,29.4,44.51,78.6
2023,2245,29.4,44.51,78.6
2023,2246,29.4,44.51,78.6
2023,2247,29.4,44.51,78.6
2023,2248,29.4,44.51,78.6
2023,2249,29.4,44.51,78.6
2023,2250,29.4,44.51,78.6
2023,2251,29.4,44.51,78.6
2023,2252,29.4,44.51,78.6
2023,2253,29.4,44.51,78.6
2023,2254,29.4,44.51,78.6
2023,2255,29.4,44.51,78.6
2023,2256,29.4,44.22,78.6
2023,2257,29.4,44.22,78.6
2023,2258,29.4,44.22,78.6
2023,2259,29.4,44.22,78.6
2023,2260,29.4,44.22,78.6
2023,2261,29.4,44.22,78.6
2023,2262,29.4,44.22,78.6
2023,2263,29.4,44.22,78.6
2023,2264,29.4,44.22,78.6
2023,2265,29.4,44.22,78.6
2023,2266,29.4,44.22,78.6
2023,2267,29.4,44.22,78.6
2023,2268,29.4,44.22,78.6
2023,2269,29.4,44.22,78.6
2023,2270,29.4,44.22,78.6
2023,2271,29.4,44.22,78.6
2023,2272,29.4,44.22,78.6
2023,2273,29.4,44.22,78.6
2023,2274,29.4,44.22,78.6
2023,2275,29.4,44.22,78.6
2023,2276,29.4,44.22,78.6
2023,2277,29.4,44.22,78.6
2023,2278,29.4,44.22,78.6
2023,2279,29.4,44.22,78.6
2023,2280,29.4,40.99,78.6
2023,2281,29.4,40.99,78.6
2023,2282,29.4,40.99,78.6
2023,2283,29.4,40.99,78.6
2023,2284,29.4,40.99,78.6
2023,2285,29.4,40.99,78.6
2023,2286,29.4,40.99,78.6
2023,2287,29.4,40.99,78.6
2023,2288,29.4,40.99,78.6
2023,2289,29.4,40.99,78.6
2023,2290,29.4,40.99,78.6
2023,2291,29.4,40.99,78.6
2023,2292,29.4,40.99,78.6
2023,2293,29.4,40.99,78.6
2023,2294,29.4,40.99,78.6
2023,2295,29.4,40.99,78.6
2023,2296,29.4,40.99,78.6
2023,2297,29.4,40.99,78.6
2023,2298,29.4,40.99,78.6
2023,2299,29.4,40.99,78.6
2023,2300,29.4,40.99,78.6
2023,2301,29.4,40.99,78.6
2023,2302,29.4,40.99,78.6
2023,2303,29.4,40.99,78.6
2023,2304,29.4,41.48,78.6
2023,2305,29.4,41.48,78.6
2023,2306,29.4,41.48,78.6
2023,2307,29.4,41.48,78.6
2023,2308,29.4,41.48,78.6
2023,2309,29.4,41.48,78.6
2023,2310,29.4,41.48,78.6
2023,2311,29.4,41.48,78.6
2023,2312,29.4,41.48,78.6
2023,2313,29.4,41.48,78.6
2023,2314,29.4,41.48,78.6
2023,2315,29.4,41.48,78.6
2023,2316,29.4,41.48,78.6
2023,2317,29.4,41.48,78.6
2023,2318,29.4,41.48,78.6
2023,2319,29.4,41.48,78.6
2023,2320,29.4,41.48,78.6
2023,2321,29.4,41.48,78.6
2023,2322,29.4,41.48,78.6
2023,2323,29.4,41.48,78.6
2023,2324,29.4,41.48,78.6
2023,2325,29.4,41.48,78.6
2023,2326,29.4,41.48,78.6
2023,2327,29.4,41.48,78.6
2023,2328,29.4,43.81,78.6
2023,2329,29.4,43.81,78.6
2023,2330,29.4,43.81,78.6
2023,2331,29.4,43.81,78.6
2023,2332,29.4,43.81,78.6
2023,2333,29.4,43.81,78.6
2023,2334,29.4,43.81,78.6
2023,2335,29.4,43.81,78.6
2023,2336,29.4,43.81,78.6
2023,2337,29.4,43.81,78.6
2023,2338,29.4,43.81,78.6
2023,2339,29.4,43.81,78.6
2023,2340,29.4,43.81,78.6
2023,2341,29.4,43.81,78.6
2023,2342,29.4,43.81,78.6
2023,2343,29.4,43.81,78.6
2023,2344,29.4,43.81,78.6
2023,2345,29.4,43.81,78.6
2023,2346,29.4,43.81,78.6
2023,2347,29.4,43.81,78.6
2023,2348,29.4,43.81,78.6
2023,2349,29.4,43.81,78.6
2023,2350,29.4,43.81,78.6
2023,2351,29.4,43.81,78.6
2023,2352,29.4,43.94,78.6
2023,2353,29.4,43.94,78.6
2023,2354,29.4,43.94,78.6
2023,2355,29.4,43.94,78.6
2023,2356,29.4,43.94,78.6
2023,2357,29.4,43.94,78.6
2023,2358,29.4,43.94,78.6
2023,2359,29.4,43.94,78.6
2023,2360,29.4,43.94,78.6
2023,2361,29.4,43.94,78.6
2023,2362,29.4,43.94,78.6
2023,2363,29.4,43.94,78.6
2023,2364,29.4,43.94,78.6
2023,2365,29.4,43.94,78.6
2023,2366,29.4,43.94,78.6
2023,2367,29.4,43.94,78.6
2023,2368,29.4,43.94,78.6
2023,2369,29.4,43.94,78.6
2023,2370,29.4,43.94,78.6
2023,2371,29.4,43.94,78.6
2023,2372,29.4,43.94,78.6
2023,2373,29.4,43.94,78.6
2023,2374,29.4,43.94,78.6
2023,2375,29.4,43.94,78.6
2023,2376,29.4,41.76,78.6
2023,2377,29.4,41.76,78.6
2023,2378,29.4,41.76,78.6
2023,2379,29.4,41.76,78.6
2023,2380,29.4,41.76,78.6
2023,2381,29.4,41.76,78.6
2023,2382,29.4,41.76,78.6
2023,2383,29.4,41.76,78.6
2023,2384,29.4,41.76,78.6
2023,2385,29.4,41.76,78.6
2023,2386,29.4,41.76,78.6
2023,2387,29.4,41.76,78.6
2023,2388,29.4,41.76,78.6
2023,2389,29.4,41.76,78.6
2023,2390,29.4,41.76,78.6
2023,2391,29.4,41.76,78.6
2023,2392,29.4,41.76,78.6
2023,2393,29.4,41.76,78.6
2023,2394,29.4,41.76,78.6
2023,2395,29.4,41.76,78.6
2023,2396,29.4,41.76,78.6
2023,2397,29.4,41.76,78.6
2023,2398,29.4,41.76,78.6
2023,2399,29.4,41.76,78.6
2023,2400,29.4,40.33,78.6
2023,2401,29.4,40.33,78.6
2023,2402,29.4,40.33,78.6
2023,2403,29.4,40.33,78.6
2023,2404,29.4,40.33,78.6
2023,2405,29.4,40.33,78.6
2023,2406,29.4,40.33,78.6
2023,2407,29.4,40.33,78.6
2023,2408,29.4,40.33,78.6
2023,2409,29.4,40.33,78.6
2023,2410,29.4,40.33,78.6
2023,2411,29.4,40.33,78.6
2023,2412,29.4,40.33,78.6
2023,2413,29.4,40.33,78.6
2023,2414,29.4,40.33,78.6
2023,2415,29.4,40.33,78.6
2023,2416,29.4,40.33,78.6
2023,2417,29.4,40.33,78.6
2023,2418,29.4,40.33,78.6
2023,2419,29.4,40.33,78.6
2023,2420,29.4,40.33,78.6
2023,2421,29.4,40.33,78.6
2023,2422,29.4,40.33,78.6
2023,2423,29.4,40.33,78.6
2023,2424,29.4,40.5,78.6
2023,2425,29.4,40.5,78.6
2023,2426,29.4,40.5,78.6
2023,2427,29.4,40.5,78.6
2023,2428,29.4,40.5,78.6
2023,2429,29.4,40.5,78.6
2023,2430,29.4,40.5,78.6
2023,2431,29.4,40.5,78.6
2023,2432,29.4,40.5,78.6
2023,2433,29.4,40.5,78.6
2023,2434,29.4,40.5,78.6
2023,2435,29.4,40.5,78.6
2023,2436,29.4,40.5,78.6
2023,2437,29.4,40.5,78.6
2023,2438,29.4,40.5,78.6
2023,2439,29.4,40.5,78.6
2023,2440,29.4,40.5,78.6
2023,2441,29.4,40.5,78.6
2023,2442,29.4,40.5,78.6
2023,2443,29.4,40.5,78.6
2023,2444,29.4,40.5,78.6
2023,2445,29.4,40.5,78.6
2023,2446,29.4,40.5,78.6
2023,2447,29.4,40.5,78.6
2023,2448,29.4,38.31,78.6
2023,2449,29.4,38.31,78.6
2023,2450,29.4,38.31,78.6
2023,2451,29.4,38.31,78.6
2023,2452,29.4,38.31,78.6
2023,2453,29.4,38.31,78.6
2023,2454,29.4,38.31,78.6
2023,2455,29.4,38.31,78.6
2023,2456,29.4,38.31,78.6
2023,2457,29.4,38.31,78.6
2023,2458,29.4,38.31,78.6
2023,2459,29.4,38.31,78.6
2023,2460,29.4,38.31,78.6
2023,2461,29.4,38.31,78.6
2023,2462,29.4,38.31,78.6
2023,2463,29.4,38.31,78.6
2023,2464,29.4,38.31,78.6
2023,2465,29.4,38.31,78.6
2023,2466,29.4,38.31,78.6
2023,2467,29.4,38.31,78.6
2023,2468,29.4,38.31,78.6
2023,2469,29.4,38.31,78.6
2023,2470,29.4,38.31,78.6
2023,2471,29.4,38.31,78.6
2023,2472,29.4,40,78.6
2023,2473,29.4,40,78.6
2023,2474,29.4,40,78.6
2023,2475,29.4,40,78.6
2023,2476,29.4,40,78.6
2023,2477,29.4,40,78.6
2023,2478,29.4,40,78.6
2023,2479,29.4,40,78.6
2023,2480,29.4,40,78.6
2023,2481,29.4,40,78.6
2023,2482,29.4,40,78.6
2023,2483,29.4,40,78.6
2023,2484,29.4,40,78.6
2023,2485,29.4,40,78.6
2023,2486,29.4,40,78.6
2023,2487,29.4,40,78.6
2023,2488,29.4,40,78.6
2023,2489,29.4,40,78.6
2023,2490,29.4,40,78.6
2023,2491,29.4,40,78.6
2023,2492,29.4,40,78.6
2023,2493,29.4,40,78.6
2023,2494,29.4,40,78.6
2023,2495,29.4,40,78.6
2023,2496,29.4,37.99,78.6
2023,2497,29.4,37.99,78.6
2023,2498,29.4,37.99,78.6
2023,2499,29.4,37.99,78.6
2023,2500,29.4,37.99,78.6
2023,2501,29.4,37.99,78.6
2023,2502,29.4,37.99,78.6
2023,2503,29.4,37.99,78.6
2023,2504,29.4,37.99,78.6
2023,2505,29.4,37.99,78.6
2023,2506,29.4,37.99,78.6
2023,2507,29.4,37.99,78.6
2023,2508,29.4,37.99,78.6
2023,2509,29.4,37.99,78.6
2023,2510,29.4,37.99,78.6
2023,2511,29.4,37.99,78.6
2023,2512,29.4,37.99,78.6
2023,2513,29.4,37.99,78.6
2023,2514,29.4,37.99,78.6
2023,2515,29.4,37.99,78.6
2023,2516,29.4,37.99,78.6
2023,2517,29.4,37.99,78.6
2023,2518,29.4,37.99,78.6
2023,2519,29.4,37.99,78.6
2023,2520,29.4,37.49,78.6
2023,2521,29.4,37.49,78.6
2023,2522,29.4,37.49,78.6
2023,2523,29.4,37.49,78.6
2023,2524,29.4,37.49,78.6
2023,2525,29.4,37.49,78.6
2023,2526,29.4,37.49,78.6
2023,2527,29.4,37.49,78.6
2023,2528,29.4,37.49,78.6
2023,2529,29.4,37.49,78.6
2023,2530,29.4,37.49,78.6
2023,2531,29.4,37.49,78.6
2023,2532,29.4,37.49,78.6
2023,2533,29.4,37.49,78.6
2023,2534,29.4,37.49,78.6
2023,2535,29.4,37.49,78.6
2023,2536,29.4,37.49,78.6
2023,2537,29.4,37.49,78.6
2023,2538,29.4,37.49,78.6
2023,2539,29.4,37.49,78.6
2023,2540,29.4,37.49,78.6
2023,2541,29.4,37.49,78.6
2023,2542,29.4,37.49,78.6
2023,2543,29.4,37.49,78.6
2023,2544,29.4,37.37,78.6
2023,2545,29.4,37.37,78.6
2023,2546,29.4,37.37,78.6
2023,2547,29.4,37.37,78.6
2023,2548,29.4,37.37,78.6
2023,2549,29.4,37.37,78.6
2023,2550,29.4,37.37,78.6
2023,2551,29.4,37.37,78.6
2023,2552,29.4,37.37,78.6
2023,2553,29.4,37.37,78.6
2023,2554,29.4,37.37,78.6
2023,2555,29.4,37.37,78.6
2023,2556,29.4,37.37,78.6
2023,2557,29.4,37.37,78.6
2023,2558,29.4,37.37,78.6
2023,2559,29.4,37.37,78.6
2023,2560,29.4,37.37,78.6
2023,2561,29.4,37.37,78.6
2023,2562,29.4,37.37,78.6
2023,2563,29.4,37.37,78.6
2023,2564,29.4,37.37,78.6
2023,2565,29.4,37.37,78.6
2023,2566,29.4,37.37,78.6
2023,2567,29.4,37.37,78.6
2023,2568,29.4,38.39,78.6
2023,2569,29.4,38.39,78.6
2023,2570,29.4,38.39,78.6
2023,2571,29.4,38.39,78.6
2023,2572,29.4,38.39,78.6
2023,2573,29.4,38.39,78.6
2023,2574,29.4,38.39,78.6
2023,2575,29.4,38.39,78.6
2023,2576,29.4,38.39,78.6
2023,2577,29.4,38.39,78.6
2023,2578,29.4,38.39,78.6
2023,2579,29.4,38.39,78.6
2023,2580,29.4,38.39,78.6
2023,2581,29.4,38.39,78.6
2023,2582,29.4,38.39,78.6
2023,2583,29.4,38.39,78.6
2023,2584,29.4,38.39,78.6
2023,2585,29.4,38.39,78.6
2023,2586,29.4,38.39,78.6
2023,2587,29.4,38.39,78.6
2023,2588,29.4,38.39,78.6
2023,2589,29.4,38.39,78.6
2023,2590,29.4,38.39,78.6
2023,2591,29.4,38.39,78.6
2023,2592,29.4,37.66,78.6
2023,2593,29.4,37.66,78.6
2023,2594,29.4,37.66,78.6
2023,2595,29.4,37.66,78.6
