,,Biomass,NaturalGas,SteamUtility
2023,142,29.4,64.05,78.6
2023,143,29.4,64.05,78.6
2023,144,29.4,63.79,78.6
2023,145,29.4,63.79,78.6
2023,146,29.4,63.79,78.6
2023,147,29.4,63.79,78.6
2023,148,29.4,63.79,78.6
2023,149,29.4,63.79,78.6
2023,150,29.4,63.79,78.6
2023,151,29.4,63.79,78.6
2023,152,29.4,63.79,78.6
2023,153,29.4,63.79,78.6
2023,154,29.4,63.79,78.6
2023,155,29.4,63.79,78.6
2023,156,29.4,63.79,78.6
2023,157,29.4,63.79,78.6
2023,158,29.4,63.79,78.6
2023,159,29.4,63.79,78.6
2023,160,29.4,63.79,78.6
2023,161,29.4,63.79,78.6
2023,162,29.4,63.79,78.6
2023,163,29.4,63.79,78.6
2023,164,29.4,63.79,78.6
2023,165,29.4,63.79,78.6
2023,166,29.4,63.79,78.6
2023,167,29.4,63.79,78.6
2023,168,29.4,66.88,78.6
2023,169,29.4,66.88,78.6
2023,170,29.4,66.88,78.6
2023,171,29.4,66.88,78.6
2023,172,29.4,66.88,78.6
2023,173,29.4,66.88,78.6
2023,174,29.4,66.88,78.6
2023,175,29.4,66.88,78.6
2023,176,29.4,66.88,78.6
2023,177,29.4,66.88,78.6
2023,178,29.4,66.88,78.6
2023,179,29.4,66.88,78.6
2023,180,29.4,66.88,78.6
2023,181,29.4,66.88,78.6
2023,182,29.4,66.88,78.6
2023,183,29.4,66.88,78.6
2023,184,29.4,66.88,78.6
2023,185,29.4,66.88,78.6
2023,186,29.4,66.88,78.6
2023,187,29.4,66.88,78.6
2023,188,29.4,66.88,78.6
2023,189,29.4,66.88,78.6
2023,190,29.4,66.88,78.6
2023,191,29.4,66.88,78.6
2023,192,29.4,66.01,78.6
2023,193,29.4,66.01,78.6
2023,194,29.4,66.01,78.6
2023,195,29.4,66.01,78.6
2023,196,29.4,66.01,78.6
2023,197,29.4,66.01,78.6
2023,198,29.4,66.01,78.6
2023,199,29.4,66.01,78.6
2023,200,29.4,66.01,78.6
2023,201,29.4,66.01,78.6
2023,202,29.4,66.01,78.6
2023,203,29.4,66.01,78.6
2023,204,29.4,66.01,78.6
2023,205,29.4,66.01,78.6
2023,206,29.4,66.01,78.6
2023,207,29.4,66.01,78.6
2023,208,29.4,66.01,78.6
2023,209,29.4,66.01,78.6
2023,210,29.4,66.01,78.6
2023,211,29.4,66.01,78.6
2023,212,29.4,66.01,78.6
2023,213,29.4,66.01,78.6
2023,214,29.4,66.01,78.6
2023,215,29.4,66.01,78.6
2023,216,29.4,69.24,78.6
2023,217,29.4,69.24,78.6
2023,218,29.4,69.24,78.6
2023,219,29.4,69.24,78.6
2023,220,29.4,69.24,78.6
2023,221,29.4,69.24,78.6
2023,222,29.4,69.24,78.6
2023,223,29.4,69.24,78.6
2023,224,29.4,69.24,78.6
2023,225,29.4,69.24,78.6
2023,226,29.4,69.24,78.6
2023,227,29.4,69.24,78.6
2023,228,29.4,69.24,78.6
2023,229,29.4,69.24,78.6
2023,230,29.4,69.24,78.6
2023,231,29.4,69.24,78.6
2023,232,29.4,69.24,78.6
2023,233,29.4,69.24,78.6
2023,234,29.4,69.24,78.6
2023,235,29.4,69.24,78.6
2023,236,29.4,69.24,78.6
2023,237,29.4,69.24,78.6
2023,238,29.4,69.24,78.6
2023,239,29.4,69.24,78.6
2023,240,29.4,64.23,78.6
2023,241,29.4,64.23,78.6
2023,242,29.4,64.23,78.6
2023,243,29.4,64.23,78.6
2023,244,29.4,64.23,78.6
2023,245,29.4,64.23,78.6
2023,246,29.4,64.23,78.6
2023,247,29.4,64.23,78.6
2023,248,29.4,64.23,78.6
2023,249,29.4,64.23,78.6
2023,250,29.4,64.23,78.6
2023,251,29.4,64.23,78.6
2023,252,29.4,64.23,78.6
2023,253,29.4,64.23,78.6
2023,254,29.4,64.23,78.6
2023,255,29.4,64.23,78.6
2023,256,29.4,64.23,78.6
2023,257,29.4,64.23,78.6
2023,258,29.4,64.23,78.6
2023,259,29.4,64.23,78.6
2023,260,29.4,64.23,78.6
2023,261,29.4,64.23,78.6
2023,262,29.4,64.23,78.6
2023,263,29.4,64.23,78.6
2023,264,29.4,65.25,78.6
2023,265,29.4,65.25,78.6
2023,266,29.4,65.25,78.6
2023,267,29.4,65.25,78.6
2023,268,29.4,65.25,78.6
2023,269,29.4,65.25,78.6
2023,270,29.4,65.25,78.6
2023,271,29.4,65.25,78.6
2023,272,29.4,65.25,78.6
2023,273,29.4,65.25,78.6
2023,274,29.4,65.25,78.6
2023,275,29.4,65.25,78.6
2023,276,29.4,65.25,78.6
2023,277,29.4,65.25,78.6
2023,278,29.4,65.25,78.6
2023,279,29.4,65.25,78.6
2023,280,29.4,65.25,78.6
2023,281,29.4,65.25,78.6
2023,282,29.4,65.25,78.6
2023,283,29.4,65.25,78.6
2023,284,29.4,65.25,78.6
2023,285,29.4,65.25,78.6
2023,286,29.4,65.25,78.6
2023,287,29.4,65.25,78.6
2023,288,29.4,64.19,78.6
2023,289,29.4,64.19,78.6
2023,290,29.4,64.19,78.6
2023,291,29.4,64.19,78.6
2023,292,29.4,64.19,78.6
2023,293,29.4,64.19,78.6
2023,294,29.4,64.19,78.6
2023,295,29.4,64.19,78.6
2023,296,29.4,64.19,78.6
2023,297,29.4,64.19,78.6
2023,298,29.4,64.19,78.6
2023,299,29.4,64.19,78.6
2023,300,29.4,64.19,78.6
2023,301,29.4,64.19,78.6
2023,302,29.4,64.19,78.6
2023,303,29.4,64.19,78.6
2023,304,29.4,64.19,78.6
2023,305,29.4,64.19,78.6
2023,306,29.4,64.19,78.6
2023,307,29.4,64.19,78.6
2023,308,29.4,64.19,78.6
2023,309,29.4,64.19,78.6
2023,310,29.4,64.19,78.6
2023,311,29.4,64.19,78.6
2023,312,29.4,64,78.6
2023,313,29.4,64,78.6
2023,314,29.4,64,78.6
2023,315,29.4,64,78.6
2023,316,29.4,64,78.6
2023,317,29.4,64,78.6
2023,318,29.4,64,78.6
2023,319,29.4,64,78.6
2023,320,29.4,64,78.6
2023,321,29.4,64,78.6
2023,322,29.4,64,78.6
2023,323,29.4,64,78.6
2023,324,29.4,64,78.6
2023,325,29.4,64,78.6
2023,326,29.4,64,78.6
2023,327,29.4,64,78.6
2023,328,29.4,64,78.6
2023,329,29.4,64,78.6
2023,330,29.4,64,78.6
2023,331,29.4,64,78.6
2023,332,29.4,64,78.6
2023,333,29.4,64,78.6
2023,334,29.4,64,78.6
2023,335,29.4,64,78.6
2023,336,29.4,59.26,78.6
2023,337,29.4,59.26,78.6
2023,338,29.4,59.26,78.6
2023,339,29.4,59.26,78.6
2023,340,29.4,59.26,78.6
2023,341,29.4,59.26,78.6
2023,342,29.4,59.26,78.6
2023,343,29.4,59.26,78.6
2023,344,29.4,59.26,78.6
2023,345,29.4,59.26,78.6
2023,346,29.4,59.26,78.6
2023,347,29.4,59.26,78.6
2023,348,29.4,59.26,78.6
2023,349,29.4,59.26,78.6
2023,350,29.4,59.26,78.6
2023,351,29.4,59.26,78.6
2023,352,29.4,59.26,78.6
2023,353,29.4,59.26,78.6
2023,354,29.4,59.26,78.6
2023,355,29.4,59.26,78.6
2023,356,29.4,59.26,78.6
2023,357,29.4,59.26,78.6
2023,358,29.4,59.26,78.6
2023,359,29.4,59.26,78.6
2023,360,29.4,55.93,78.6
2023,361,29.4,55.93,78.6
2023,362,29.4,55.93,78.6
2023,363,29.4,55.93,78.6
2023,364,29.4,55.93,78.6
2023,365,29.4,55.93,78.6
2023,366,29.4,55.93,78.6
2023,367,29.4,55.93,78.6
2023,368,29.4,55.93,78.6
2023,369,29.4,55.93,78.6
2023,370,29.4,55.93,78.6
2023,371,29.4,55.93,78.6
2023,372,29.4,55.93,78.6
2023,373,29.4,55.93,78.6
2023,374,29.4,55.93,78.6
2023,375,29.4,55.93,78.6
2023,376,29.4,55.93,78.6
2023,377,29.4,55.93,78.6
2023,378,29.4,55.93,78.6
2023,379,29.4,55.93,78.6
2023,380,29.4,55.93,78.6
2023,381,29.4,55.93,78.6
2023,382,29.4,55.93,78.6
2023,383,29.4,55.93,78.6
2023,384,29.4,61,78.6
2023,385,29.4,61,78.6
2023,386,29.4,61,78.6
2023,387,29.4,61,78.6
2023,388,29.4,61,78.6
2023,389,29.4,61,78.6
2023,390,29.4,61,78.6
2023,391,29.4,61,78.6
2023,392,29.4,61,78.6
2023,393,29.4,61,78.6
2023,394,29.4,61,78.6
2023,395,29.4,61,78.6
2023,396,29.4,61,78.6
2023,397,29.4,61,78.6
2023,398,29.4,61,78.6
2023,399,29.4,61,78.6
2023,400,29.4,61,78.6
2023,401,29.4,61,78.6
2023,402,29.4,61,78.6
2023,403,29.4,61,78.6
2023,404,29.4,61,78.6
2023,405,29.4,61,78.6
2023,406,29.4,61,78.6
2023,407,29.4,61,78.6
2023,408,29.4,61,78.6
2023,409,29.4,61,78.6
2023,410,29.4,61,78.6
2023,411,29.4,61,78.6
2023,412,29.4,61,78.6
2023,413,29.4,61,78.6
2023,414,29.4,61,78.6
2023,415,29.4,61,78.6
2023,416,29.4,61,78.6
2023,417,29.4,61,78.6
2023,418,29.4,61,78.6
2023,419,29.4,61,78.6
2023,420,29.4,61,78.6
2023,421,29.4,61,78.6
2023,422,29.4,61,78.6
2023,423,29.4,61,78.6
2023,424,29.4,61,78.6
2023,425,29.4,61,78.6
2023,426,29.4,61,78.6
2023,427,29.4,61,78.6
2023,428,29.4,61,78.6
2023,429,29.4,61,78.6
2023,430,29.4,61,78.6
2023,431,29.4,61,78.6
2023,432,29.4,60.82,78.6
2023,433,29.4,60.82,78.6
2023,434,29.4,60.82,78.6
2023,435,29.4,60.82,78.6
2023,436,29.4,60.82,78.6
2023,437,29.4,60.82,78.6
2023,438,29.4,60.82,78.6
2023,439,29.4,60.82,78.6
2023,440,29.4,60.82,78.6
2023,441,29.4,60.82,78.6
2023,442,29.4,60.82,78.6
2023,443,29.4,60.82,78.6
2023,444,29.4,60.82,78.6
2023,445,29.4,60.82,78.6
2023,446,29.4,60.82,78.6
2023,447,29.4,60.82,78.6
2023,448,29.4,60.82,78.6
2023,449,29.4,60.82,78.6
2023,450,29.4,60.82,78.6
2023,451,29.4,60.82,78.6
2023,452,29.4,60.82,78.6
2023,453,29.4,60.82,78.6
2023,454,29.4,60.82,78.6
2023,455,29.4,60.82,78.6
2023,456,29.4,61.7,78.6
2023,457,29.4,61.7,78.6
2023,458,29.4,61.7,78.6
2023,459,29.4,61.7,78.6
2023,460,29.4,61.7,78.6
2023,461,29.4,61.7,78.6
2023,462,29.4,61.7,78.6
2023,463,29.4,61.7,78.6
2023,464,29.4,61.7,78.6
2023,465,29.4,61.7,78.6
2023,466,29.4,61.7,78.6
2023,467,29.4,61.7,78.6
2023,468,29.4,61.7,78.6
2023,469,29.4,61.7,78.6
2023,470,29.4,61.7,78.6
2023,471,29.4,61.7,78.6
2023,472,29.4,61.7,78.6
2023,473,29.4,61.7,78.6
2023,474,29.4,61.7,78.6
2023,475,29.4,61.7,78.6
2023,476,29.4,61.7,78.6
2023,477,29.4,61.7,78.6
2023,478,29.4,61.7,78.6
2023,479,29.4,61.7,78.6
2023,480,29.4,68.17,78.6
2023,481,29.4,68.17,78.6
2023,482,29.4,68.17,78.6
2023,483,29.4,68.17,78.6
2023,484,29.4,68.17,78.6
2023,485,29.4,68.17,78.6
2023,486,29.4,68.17,78.6
2023,487,29.4,68.17,78.6
2023,488,29.4,68.17,78.6
2023,489,29.4,68.17,78.6
2023,490,29.4,68.17,78.6
2023,491,29.4,68.17,78.6
2023,492,29.4,68.17,78.6
2023,493,29.4,68.17,78.6
2023,494,29.4,68.17,78.6
2023,495,29.4,68.17,78.6
2023,496,29.4,68.17,78.6
2023,497,29.4,68.17,78.6
2023,498,29.4,68.17,78.6
2023,499,29.4,68.17,78.6
2023,500,29.4,68.17,78.6
2023,501,29.4,68.17,78.6
2023,502,29.4,68.17,78.6
2023,503,29.4,68.17,78.6
2023,504,29.4,69.4,78.6
2023,505,29.4,69.4,78.6
2023,506,29.4,69.4,78.6
2023,507,29.4,69.4,78.6
2023,508,29.4,69.4,78.6
2023,509,29.4,69.4,78.6
2023,510,29.4,69.4,78.6
2023,511,29.4,69.4,78.6
2023,512,29.4,69.4,78.6
2023,513,29.4,69.4,78.6
2023,514,29.4,69.4,78.6
2023,515,29.4,69.4,78.6
2023,516,29.4,69.4,78.6
2023,517,29.4,69.4,78.6
2023,518,29.4,69.4,78.6
2023,519,29.4,69.4,78.6
2023,520,29.4,69.4,78.6
2023,521,29.4,69.4,78.6
2023,522,29.4,69.4,78.6
2023,523,29.4,69.4,78.6
2023,524,29.4,69.4,78.6
2023,525,29.4,69.4,78.6
2023,526,29.4,69.4,78.6
2023,527,29.4,69.4,78.6
2023,528,29.4,65.61,78.6
2023,529,29.4,65.61,78.6
2023,530,29.4,65.61,78.6
2023,531,29.4,65.61,78.6
2023,532,29.4,65.61,78.6
2023,533,29.4,65.61,78.6
2023,534,29.4,65.61,78.6
2023,535,29.4,65.61,78.6
2023,536,29.4,65.61,78.6
2023,537,29.4,65.61,78.6
2023,538,29.4,65.61,78.6
2023,539,29.4,65.61,78.6
2023,540,29.4,65.61,78.6
2023,541,29.4,65.61,78.6
2023,542,29.4,65.61,78.6
2023,543,29.4,65.61,78.6
2023,544,29.4,65.61,78.6
2023,545,29.4,65.61,78.6
2023,546,29.4,65.61,78.6
2023,547,29.4,65.61,78.6
2023,548,29.4,65.61,78.6
2023,549,29.4,65.61,78.6
2023,550,29.4,65.61,78.6
2023,551,29.4,65.61,78.6
2023,552,29.4,59.05,78.6
2023,553,29.4,59.05,78.6
2023,554,29.4,59.05,78.6
2023,555,29.4,59.05,78.6
2023,556,29.4,59.05,78.6
2023,557,29.4,59.05,78.6
2023,558,29.4,59.05,78.6
2023,559,29.4,59.05,78.6
2023,560,29.4,59.05,78.6
2023,561,29.4,59.05,78.6
2023,562,29.4,59.05,78.6
2023,563,29.4,59.05,78.6
2023,564,29.4,59.05,78.6
2023,565,29.4,59.05,78.6
2023,566,29.4,59.05,78.6
2023,567,29.4,59.05,78.6
2023,568,29.4,59.05,78.6
2023,569,29.4,59.05,78.6
2023,570,29.4,59.05,78.6
2023,571,29.4,59.05,78.6
2023,572,29.4,59.05,78.6
2023,573,29.4,59.05,78.6
2023,574,29.4,59.05,78.6
2023,575,29.4,59.05,78.6
2023,576,29.4,54.55,78.6
2023,577,29.4,54.55,78.6
2023,578,29.4,54.55,78.6
2023,579,29.4,54.55,78.6
2023,580,29.4,54.55,78.6
2023,581,29.4,54.55,78.6
2023,582,29.4,54.55,78.6
2023,583,29.4,54.55,78.6
2023,584,29.4,54.55,78.6
2023,585,29.4,54.55,78.6
2023,586,29.4,54.55,78.6
2023,587,29.4,54.55,78.6
2023,588,29.4,54.55,78.6
2023,589,29.4,54.55,78.6
2023,590,29.4,54.55,78.6
2023,591,29.4,54.55,78.6
2023,592,29.4,54.55,78.6
2023,593,29.4,54.55,78.6
2023,594,29.4,54.55,78.6
2023,595,29.4,54.55,78.6
2023,596,29.4,54.55,78.6
2023,597,29.4,54.55,78.6
2023,598,29.4,54.55,78.6
2023,599,29.4,54.55,78.6
2023,600,29.4,54.26,78.6
2023,601,29.4,54.26,78.6
2023,602,29.4,54.26,78.6
2023,603,29.4,54.26,78.6
2023,604,29.4,54.26,78.6
2023,605,29.4,54.26,78.6
2023,606,29.4,54.26,78.6
2023,607,29.4,54.26,78.6
2023,608,29.4,54.26,78.6
2023,609,29.4,54.26,78.6
2023,610,29.4,54.26,78.6
2023,611,29.4,54.26,78.6
2023,612,29.4,54.26,78.6
2023,613,29.4,54.26,78.6
2023,614,29.4,54.26,78.6
2023,615,29.4,54.26,78.6
2023,616,29.4,54.26,78.6
2023,617,29.4,54.26,78.6
2023,618,29.4,54.26,78.6
2023,619,29.4,54.26,78.6
2023,620,29.4,54.26,78.6
2023,621,29.4,54.26,78.6
2023,622,29.4,54.26,78.6
2023,623,29.4,54.26,78.6
2023,624,29.4,52.4,78.6
2023,625,29.4,52.4,78.6
2023,626,29.4,52.4,78.6
2023,627,29.4,52.4,78.6
2023,628,29.4,52.4,78.6
2023,629,29.4,52.4,78.6
2023,630,29.4,52.4,78.6
2023,631,29.4,52.4,78.6
2023,632,29.4,52.4,78.6
2023,633,29.4,52.4,78.6
2023,634,29.4,52.4,78.6
2023,635,29.4,52.4,78.6
2023,636,29.4,52.4,78.6
2023,637,29.4,52.4,78.6
2023,638,29.4,52.4,78.6
2023,639,29.4,52.4,78.6
2023,640,29.4,52.4,78.6
2023,641,29.4,52.4,78.6
2023,642,29.4,52.4,78.6
2023,643,29.4,52.4,78.6
2023,644,29.4,52.4,78.6
2023,645,29.4,52.4,78.6
2023,646,29.4,52.4,78.6
2023,647,29.4,52.4,78.6
2023,648,29.4,57.3,78.6
2023,649,29.4,57.3,78.6
2023,650,29.4,57.3,78.6
2023,651,29.4,57.3,78.6
2023,652,29.4,57.3,78.6
2023,653,29.4,57.3,78.6
2023,654,29.4,57.3,78.6
2023,655,29.4,57.3,78.6
2023,656,29.4,57.3,78.6
2023,657,29.4,57.3,78.6
2023,658,29.4,57.3,78.6
2023,659,29.4,57.3,78.6
2023,660,29.4,57.3,78.6
2023,661,29.4,57.3,78.6
2023,662,29.4,57.3,78.6
2023,663,29.4,57.3,78.6
2023,664,29.4,57.3,78.6
2023,665,29.4,57.3,78.6
2023,666,29.4,57.3,78.6
2023,667,29.4,57.3,78.6
2023,668,29.4,57.3,78.6
2023,669,29.4,57.3,78.6
2023,670,29.4,57.3,78.6
2023,671,29.4,57.3,78.6
2023,672,29.4,59.69,78.6
2023,673,29.4,59.69,78.6
2023,674,29.4,59.69,78.6
2023,675,29.4,59.69,78.6
2023,676,29.4,59.69,78.6
2023,677,29.4,59.69,78.6
2023,678,29.4,59.69,78.6
2023,679,29.4,59.69,78.6
2023,680,29.4,59.69,78.6
2023,681,29.4,59.69,78.6
2023,682,29.4,59.69,78.6
2023,683,29.4,59.69,78.6
2023,684,29.4,59.69,78.6
2023,685,29.4,59.69,78.6
2023,686,29.4,59.69,78.6
2023,687,29.4,59.69,78.6
2023,688,29.4,59.69,78.6
2023,689,29.4,59.69,78.6
2023,690,29.4,59.69,78.6
2023,691,29.4,59.69,78.6
2023,692,29.4,59.69,78.6
2023,693,29.4,59.69,78.6
2023,694,29.4,59.69,78.6
2023,695,29.4,59.69,78.6
2023,696,29.4,59.85,78.6
2023,697,29.4,59.85,78.6
2023,698,29.4,59.85,78.6
2023,699,29.4,59.85,78.6
2023,700,29.4,59.85,78.6
2023,701,29.4,59.85,78.6
2023,702,29.4,59.85,78.6
2023,703,29.4,59.85,78.6
2023,704,29.4,59.85,78.6
2023,705,29.4,59.85,78.6
2023,706,29.4,59.85,78.6
2023,707,29.4,59.85,78.6
2023,708,29.4,59.85,78.6
2023,709,29.4,59.85,78.6
2023,710,29.4,59.85,78.6
2023,711,29.4,59.85,78.6
2023,712,29.4,59.85,78.6
2023,713,29.4,59.85,78.6
2023,714,29.4,59.85,78.6
2023,715,29.4,59.85,78.6
2023,716,29.4,59.85,78.6
2023,717,29.4,59.85,78.6
2023,718,29.4,59.85,78.6
2023,719,29.4,59.85,78.6
2023,720,29.4,59.54,78.6
2023,721,29.4,59.54,78.6
2023,722,29.4,59.54,78.6
2023,723,29.4,59.54,78.6
2023,724,29.4,59.54,78.6
2023,725,29.4,59.54,78.6
2023,726,29.4,59.54,78.6
2023,727,29.4,59.54,78.6
2023,728,29.4,59.54,78.6
2023,729,29.4,59.54,78.6
2023,730,29.4,59.54,78.6
2023,731,29.4,59.54,78.6
2023,732,29.4,59.54,78.6
2023,733,29.4,59.54,78.6
2023,734,29.4,59.54,78.6
2023,735,29.4,59.54,78.6
2023,736,29.4,59.54,78.6
2023,737,29.4,59.54,78.6
2023,738,29.4,59.54,78.6
2023,739,29.4,59.54,78.6
2023,740,29.4,59.54,78.6
2023,741,29.4,59.54,78.6
2023,742,29.4,59.54,78.6
2023,743,29.4,59.54,78.6
2023,744,29.4,57.61,78.6
2023,745,29.4,57.61,78.6
2023,746,29.4,57.61,78.6
2023,747,29.4,57.61,78.6
2023,748,29.4,57.61,78.6
2023,749,29.4,57.61,78.6
2023,750,29.4,57.61,78.6
2023,751,29.4,57.61,78.6
2023,752,29.4,57.61,78.6
2023,753,29.4,57.61,78.6
2023,754,29.4,57.61,78.6
2023,755,29.4,57.61,78.6
2023,756,29.4,57.61,78.6
2023,757,29.4,57.61,78.6
2023,758,29.4,57.61,78.6
2023,759,29.4,57.61,78.6
2023,760,29.4,57.61,78.6
2023,761,29.4,57.61,78.6
2023,762,29.4,57.61,78.6
2023,763,29.4,57.61,78.6
2023,764,29.4,57.61,78.6
2023,765,29.4,57.61,78.6
2023,766,29.4,57.61,78.6
2023,767,29.4,57.61,78.6
2023,768,29.4,59.85,78.6
2023,769,29.4,59.85,78.6
2023,770,29.4,59.85,78.6
2023,771,29.4,59.85,78.6
2023,772,29.4,59.85,78.6
2023,773,29.4,59.85,78.6
2023,774,29.4,59.85,78.6
2023,775,29.4,59.85,78.6
2023,776,29.4,59.85,78.6
2023,777,29.4,59.85,78.6
2023,778,29.4,59.85,78.6
2023,779,29.4,59.85,78.6
2023,780,29.4,59.85,78.6
2023,781,29.4,59.85,78.6
2023,782,29.4,59.85,78.6
2023,783,29.4,59.85,78.6
2023,784,29.4,59.85,78.6
2023,785,29.4,59.85,78.6
2023,786,29.4,59.85,78.6
2023,787,29.4,59.85,78.6
2023,788,29.4,59.85,78.6
2023,789,29.4,59.85,78.6
2023,790,29.4,59.85,78.6
2023,791,29.4,59.85,78.6
2023,792,29.4,59,78.6
2023,793,29.4,59,78.6
2023,794,29.4,59,78.6
2023,795,29.4,59,78.6
2023,796,29.4,59,78.6
2023,797,29.4,59,78.6
2023,798,29.4,59,78.6
2023,799,29.4,59,78.6
2023,800,29.4,59,78.6
2023,801,29.4,59,78.6
2023,802,29.4,59,78.6
2023,803,29.4,59,78.6
2023,804,29.4,59,78.6
2023,805,29.4,59,78.6
2023,806,29.4,59,78.6
2023,807,29.4,59,78.6
2023,808,29.4,59,78.6
2023,809,29.4,59,78.6
2023,810,29.4,59,78.6
2023,811,29.4,59,78.6
2023,812,29.4,59,78.6
2023,813,29.4,59,78.6
2023,814,29.4,59,78.6
2023,815,29.4,59,78.6
2023,816,29.4,60.41,78.6
2023,817,29.4,60.41,78.6
2023,818,29.4,60.41,78.6
2023,819,29.4,60.41,78.6
2023,820,29.4,60.41,78.6
2023,821,29.4,60.41,78.6
2023,822,29.4,60.41,78.6
2023,823,29.4,60.41,78.6
2023,824,29.4,60.41,78.6
2023,825,29.4,60.41,78.6
2023,826,29.4,60.41,78.6
2023,827,29.4,60.41,78.6
2023,828,29.4,60.41,78.6
2023,829,29.4,60.41,78.6
2023,830,29.4,60.41,78.6
2023,831,29.4,60.41,78.6
