,,Cost
2023,1498,125.372
2023,1499,124.972
2023,1500,124.592
2023,1501,115.172
2023,1502,112.072
2023,1503,117.472
2023,1504,123.182
2023,1505,133.412
2023,1506,148.582
2023,1507,165.182
2023,1508,173.372
2023,1509,160.782
2023,1510,149.872
2023,1511,147.172
2023,1512,144.262
2023,1513,142.172
2023,1514,147.902
2023,1515,142.642
2023,1516,142.662
2023,1517,143.202
2023,1518,143.172
2023,1519,141.312
2023,1520,135.712
2023,1521,137.432
2023,1522,133.602
2023,1523,133.062
2023,1524,130.172
2023,1525,126.322
2023,1526,123.432
2023,1527,132.102
2023,1528,137.922
2023,1529,145.312
2023,1530,148.302
2023,1531,165.182
2023,1532,184.192
2023,1533,167.812
2023,1534,155.592
2023,1535,154.832
2023,1536,149.172
2023,1537,149.932
2023,1538,144.932
2023,1539,136.142
2023,1540,134.172
2023,1541,138.872
2023,1542,135.172
2023,1543,142.182
2023,1544,156.237
2023,1545,159.377
2023,1546,159.577
2023,1547,161.097
2023,1548,158.377
2023,1549,153.467
2023,1550,146.197
2023,1551,147.807
2023,1552,150.417
2023,1553,153.187
2023,1554,159.197
2023,1555,173.707
2023,1556,181.307
2023,1557,165.207
2023,1558,150.927
2023,1559,143.567
2023,1560,138.272
2023,1561,133.172
2023,1562,128.522
2023,1563,117.722
2023,1564,107.972
2023,1565,107.972
2023,1566,115.172
2023,1567,140.442
2023,1568,143.727
2023,1569,146.587
2023,1570,127.287
2023,1571,116.607
2023,1572,115.707
2023,1573,108.807
2023,1574,98.327
2023,1575,97.027
2023,1576,98.527
2023,1577,110.227
2023,1578,126.357
2023,1579,150.007
2023,1580,160.807
2023,1581,154.487
2023,1582,143.247
2023,1583,120.427
2023,1584,92.272
2023,1585,90.162
2023,1586,84.312
2023,1587,84.312
2023,1588,83.852
2023,1589,85.172
2023,1590,92.972
2023,1591,120.172
2023,1592,126.427
2023,1593,128.507
2023,1594,107.987
2023,1595,100.647
2023,1596,93.707
2023,1597,88.807
2023,1598,73.427
2023,1599,63.627
2023,1600,81.577
2023,1601,93.077
2023,1602,105.707
2023,1603,133.917
2023,1604,148.707
2023,1605,143.727
2023,1606,132.537
2023,1607,122.427
2023,1608,90.462
2023,1609,67.862
2023,1610,65.472
2023,1611,65.472
2023,1612,65.372
2023,1613,66.072
2023,1614,95.172
2023,1615,120.172
2023,1616,124.787
2023,1617,121.317
2023,1618,105.717
2023,1619,74.087
2023,1620,68.847
2023,1621,64.707
2023,1622,33.017
2023,1623,23.427
2023,1624,17.427
2023,1625,33.017
2023,1626,68.847
2023,1627,110.397
2023,1628,128.707
2023,1629,118.707
2023,1630,77.327
2023,1631,63.567
2023,1632,30.172
2023,1633,14.172
2023,1634,5.172
2023,1635,4.332
2023,1636,5.172
2023,1637,15.172
2023,1638,54.322
2023,1639,70.172
2023,1640,84.587
2023,1641,69.807
2023,1642,49.707
2023,1643,40.967
2023,1644,38.297
2023,1645,28.707
2023,1646,10.057
2023,1647,7.587
2023,1648,7.587
2023,1649,18.427
2023,1650,68.847
2023,1651,109.627
2023,1652,132.927
2023,1653,125.207
2023,1654,73.427
2023,1655,64.327
2023,1656,39.312
2023,1657,33.322
2023,1658,29.322
2023,1659,25.172
2023,1660,4.332
2023,1661,4.332
2023,1662,5.172
2023,1663,32.432
2023,1664,30.072
2023,1665,20.172
2023,1666,10.172
2023,1667,4.332
2023,1668,4.332
2023,1669,4.332
2023,1670,1.772
2023,1671,1.662
2023,1672,1.772
2023,1673,4.332
2023,1674,40.072
2023,1675,68.392
2023,1676,99.472
2023,1677,100.172
2023,1678,85.172
2023,1679,75.272
2023,1680,90.172
2023,1681,89.882
2023,1682,84.592
2023,1683,89.882
2023,1684,75.172
2023,1685,80.182
2023,1686,91.582
2023,1687,89.812
2023,1688,80.912
2023,1689,60.372
2023,1690,50.172
2023,1691,49.282
2023,1692,50.162
2023,1693,50.172
2023,1694,50.162
2023,1695,48.842
2023,1696,50.162
2023,1697,70.852
2023,1698,120.482
2023,1699,141.212
2023,1700,130.142
2023,1701,117.242
2023,1702,95.152
2023,1703,82.372
2023,1704,48.772
2023,1705,38.272
2023,1706,33.772
2023,1707,29.762
2023,1708,25.162
2023,1709,32.432
2023,1710,53.532
2023,1711,91.892
2023,1712,98.537
2023,1713,67.797
2023,1714,51.357
2023,1715,38.297
2023,1716,18.337
2023,1717,17.057
2023,1718,7.587
2023,1719,7.587
2023,1720,7.587
2023,1721,7.587
2023,1722,36.717
2023,1723,61.617
2023,1724,82.007
2023,1725,66.627
2023,1726,38.877
2023,1727,26.747
2023,1728,9.742
2023,1729,4.722
2023,1730,4.332
2023,1731,2.532
2023,1732,4.332
2023,1733,13.022
2023,1734,50.342
2023,1735,94.532
2023,1736,103.537
2023,1737,66.677
2023,1738,43.577
2023,1739,43.657
2023,1740,40.967
2023,1741,38.707
2023,1742,33.017
2023,1743,23.437
2023,1744,33.017
2023,1745,41.627
2023,1746,91.247
2023,1747,178.747
2023,1748,188.547
2023,1749,166.477
2023,1750,155.767
2023,1751,147.387
2023,1752,134.032
2023,1753,124.862
2023,1754,122.822
2023,1755,120.682
2023,1756,120.842
2023,1757,131.982
2023,1758,144.692
2023,1759,165.722
2023,1760,148.737
2023,1761,142.717
2023,1762,128.707
2023,1763,121.707
2023,1764,118.197
2023,1765,116.707
2023,1766,110.427
2023,1767,117.427
2023,1768,119.407
2023,1769,136.137
2023,1770,149.557
2023,1771,198.707
2023,1772,183.957
2023,1773,156.067
2023,1774,142.777
2023,1775,131.057
2023,1776,117.562
2023,1777,107.762
2023,1778,103.972
2023,1779,100.172
2023,1780,98.242
2023,1781,103.992
2023,1782,119.162
2023,1783,132.592
2023,1784,114.287
2023,1785,107.587
2023,1786,73.707
2023,1787,66.877
2023,1788,58.577
2023,1789,48.697
2023,1790,33.017
2023,1791,33.017
2023,1792,50.397
2023,1793,70.577
2023,1794,108.777
2023,1795,127.317
2023,1796,125.847
2023,1797,111.197
2023,1798,105.897
2023,1799,92.437
2023,1800,79.832
2023,1801,74.742
2023,1802,71.862
2023,1803,65.172
2023,1804,66.952
2023,1805,76.572
2023,1806,85.182
2023,1807,100.172
2023,1808,103.067
2023,1809,84.787
2023,1810,58.707
2023,1811,57.907
2023,1812,40.967
2023,1813,38.297
2023,1814,31.257
2023,1815,31.257
2023,1816,33.017
2023,1817,52.527
2023,1818,65.857
2023,1819,99.707
2023,1820,136.397
2023,1821,123.707
2023,1822,113.777
2023,1823,98.427
2023,1824,111.572
2023,1825,106.042
2023,1826,98.132
2023,1827,95.172
2023,1828,96.352
2023,1829,99.972
2023,1830,103.672
2023,1831,105.602
2023,1832,100.812
2023,1833,98.132
2023,1834,85.172
2023,1835,84.172
2023,1836,84.232
2023,1837,80.592
2023,1838,85.172
2023,1839,70.172
2023,1840,74.492
2023,1841,95.172
2023,1842,113.622
2023,1843,128.432
2023,1844,144.322
2023,1845,133.092
2023,1846,130.122
2023,1847,118.632
2023,1848,110.202
2023,1849,106.172
2023,1850,99.772
2023,1851,99.352
2023,1852,98.912
2023,1853,103.532
2023,1854,100.172
2023,1855,102.622
2023,1856,99.512
2023,1857,70.162
2023,1858,65.172
2023,1859,65.172
2023,1860,66.422
2023,1861,69.722
2023,1862,69.722
2023,1863,50.172
2023,1864,58.172
2023,1865,69.322
2023,1866,104.172
2023,1867,153.082
2023,1868,144.882
2023,1869,135.442
2023,1870,133.072
2023,1871,130.172
2023,1872,124.172
2023,1873,115.112
2023,1874,113.232
2023,1875,110.352
2023,1876,110.422
2023,1877,116.572
2023,1878,135.942
2023,1879,148.602
2023,1880,143.427
2023,1881,131.717
2023,1882,123.707
2023,1883,113.717
2023,1884,108.907
2023,1885,108.707
2023,1886,100.677
2023,1887,102.157
2023,1888,113.427
2023,1889,128.427
2023,1890,141.157
2023,1891,174.177
2023,1892,161.067
2023,1893,144.197
2023,1894,130.927
2023,1895,120.467
2023,1896,120.962
2023,1897,112.452
2023,1898,111.732
2023,1899,108.822
2023,1900,110.172
2023,1901,118.382
2023,1902,130.262
2023,1903,145.832
2023,1904,141.437
2023,1905,135.887
2023,1906,123.817
2023,1907,115.747
2023,1908,111.157
2023,1909,108.797
2023,1910,102.527
2023,1911,102.427
2023,1912,105.887
2023,1913,117.497
2023,1914,141.637
2023,1915,152.607
2023,1916,146.037
2023,1917,143.707
2023,1918,133.147
2023,1919,126.927
2023,1920,109.172
2023,1921,100.172
2023,1922,105.172
2023,1923,112.552
2023,1924,113.232
2023,1925,116.872
2023,1926,118.952
2023,1927,124.972
2023,1928,124.427
2023,1929,108.707
2023,1930,80.987
2023,1931,77.717
2023,1932,69.397
2023,1933,67.807
2023,1934,70.227
2023,1935,71.927
2023,1936,72.437
2023,1937,103.307
2023,1938,129.487
2023,1939,148.707
2023,1940,134.687
2023,1941,133.507
2023,1942,123.677
2023,1943,114.847
2023,1944,100.172
2023,1945,87.942
2023,1946,79.782
2023,1947,79.782
2023,1948,80.172
2023,1949,92.102
2023,1950,103.082
2023,1951,112.622
2023,1952,112.627
2023,1953,96.647
2023,1954,67.807
2023,1955,55.777
2023,1956,50.867
2023,1957,50.767
2023,1958,58.037
2023,1959,61.027
2023,1960,62.327
2023,1961,69.277
2023,1962,111.617
2023,1963,124.697
2023,1964,131.317
2023,1965,121.757
2023,1966,106.987
2023,1967,98.657
2023,1968,56.912
2023,1969,46.322
2023,1970,43.602
2023,1971,42.842
2023,1972,39.042
2023,1973,44.582
2023,1974,66.452
2023,1975,84.462
2023,1976,86.327
2023,1977,72.277
2023,1978,53.507
2023,1979,40.967
2023,1980,37.987
2023,1981,29.247
2023,1982,15.687
2023,1983,14.647
2023,1984,33.017
2023,1985,47.927
2023,1986,88.097
2023,1987,124.937
2023,1988,120.787
2023,1989,121.997
2023,1990,108.427
2023,1991,103.387
2023,1992,49.882
2023,1993,49.092
2023,1994,49.272
2023,1995,57.672
2023,1996,55.062
2023,1997,57.782
2023,1998,55.182
2023,1999,68.942
2023,2000,49.172
2023,2001,32.432
2023,2002,20.172
2023,2003,24.172
2023,2004,2.172
2023,2005,1.902
2023,2006,0.272
2023,2007,0.172
2023,2008,1.962
2023,2009,10.172
2023,2010,45.072
2023,2011,55.962
2023,2012,77.172
2023,2013,69.182
2023,2014,59.082
2023,2015,49.092
2023,2016,45.272
2023,2017,35.172
2023,2018,29.762
2023,2019,32.432
2023,2020,30.172
2023,2021,32.432
2023,2022,28.002
2023,2023,28.272
2023,2024,18.272
2023,2025,4.332
2023,2026,0.272
2023,2027,0.172
2023,2028,0.172
2023,2029,0.172
2023,2030,0.172
2023,2031,0.172
2023,2032,0.172
2023,2033,0.172
2023,2034,11.522
2023,2035,75.002
2023,2036,104.802
2023,2037,99.592
2023,2038,82.422
2023,2039,96.172
2023,2040,94.322
2023,2041,87.652
2023,2042,84.162
2023,2043,85.072
2023,2044,97.352
2023,2045,113.072
2023,2046,140.172
2023,2047,153.942
2023,2048,126.757
2023,2049,102.857
2023,2050,78.807
2023,2051,78.627
2023,2052,77.577
2023,2053,76.857
2023,2054,52.677
2023,2055,52.677
2023,2056,69.857
2023,2057,103.427
2023,2058,136.187
2023,2059,196.307
2023,2060,172.387
2023,2061,151.167
2023,2062,135.477
2023,2063,135.197
2023,2064,120.172
2023,2065,114.972
2023,2066,111.102
2023,2067,105.332
2023,2068,114.652
2023,2069,130.172
2023,2070,147.662
2023,2071,155.282
2023,2072,128.427
2023,2073,125.407
2023,2074,108.707
2023,2075,97.707
2023,2076,88.707
2023,2077,81.577
2023,2078,73.857
2023,2079,73.857
2023,2080,77.347
2023,2081,91.427
2023,2082,137.627
2023,2083,168.707
2023,2084,148.717
2023,2085,136.007
2023,2086,116.967
2023,2087,101.957
2023,2088,92.162
2023,2089,92.172
2023,2090,99.612
2023,2091,98.512
2023,2092,99.372
2023,2093,100.662
2023,2094,109.772
2023,2095,122.042
2023,2096,101.957
2023,2097,58.857
2023,2098,54.207
2023,2099,38.297
2023,2100,38.297
2023,2101,20.057
2023,2102,7.587
2023,2103,7.587
2023,2104,7.587
2023,2105,17.427
2023,2106,57.207
2023,2107,110.987
2023,2108,114.507
2023,2109,110.207
2023,2110,96.427
2023,2111,38.427
2023,2112,33.182
2023,2113,33.172
2023,2114,34.072
2023,2115,34.072
2023,2116,34.672
2023,2117,45.172
2023,2118,75.172
2023,2119,91.172
2023,2120,58.427
2023,2121,41.717
2023,2122,38.297
2023,2123,21.637
2023,2124,12.867
2023,2125,12.707
2023,2126,3.527
2023,2127,3.527
2023,2128,3.527
2023,2129,7.587
2023,2130,40.707
2023,2131,54.707
2023,2132,54.707
2023,2133,42.607
2023,2134,34.697
2023,2135,31.257
2023,2136,20.072
2023,2137,16.442
2023,2138,14.172
2023,2139,12.172
2023,2140,15.172
2023,2141,17.852
2023,2142,28.002
2023,2143,32.172
2023,2144,27.327
2023,2145,24.977
2023,2146,14.177
2023,2147,12.867
2023,2148,12.867
2023,2149,10.307
2023,2150,3.627
2023,2151,3.617
2023,2152,5.157
2023,2153,7.587
2023,2154,28.207
2023,2155,41.457
2023,2156,44.317
2023,2157,41.207
2023,2158,35.347
2023,2159,85.617
2023,2160,64.072
2023,2161,50.172
2023,2162,42.672
2023,2163,39.622
2023,2164,38.492
2023,2165,42.672
2023,2166,54.842
2023,2167,63.952
2023,2168,55.172
2023,2169,33.502
2023,2170,18.332
2023,2171,15.662
2023,2172,15.172
2023,2173,10.522
2023,2174,4.332
2023,2175,4.332
2023,2176,4.332
2023,2177,4.332
2023,2178,18.162
2023,2179,36.722
2023,2180,49.182
2023,2181,37.552
2023,2182,33.822
2023,2183,19.172
2023,2184,18.772
2023,2185,18.512
2023,2186,18.332
2023,2187,18.332
2023,2188,18.332
2023,2189,18.632
2023,2190,18.772
2023,2191,18.632
2023,2192,14.172
2023,2193,4.332
2023,2194,0.272
2023,2195,0.272
2023,2196,0.272
2023,2197,0.172
2023,2198,0.172
2023,2199,0.172
2023,2200,0.172
2023,2201,0.362
2023,2202,18.332
2023,2203,40.172
2023,2204,50.172
2023,2205,45.272
2023,2206,40.172
2023,2207,52.792
2023,2208,48.602
2023,2209,46.382
2023,2210,46.702
2023,2211,46.382
2023,2212,47.612
2023,2213,54.562
2023,2214,99.882
2023,2215,119.172
2023,2216,60.172
2023,2217,48.559
2023,2218,22.349
2023,2219,21.849
2023,2220,22.349
2023,2221,21.849
2023,2222,19.372
2023,2223,19.472
2023,2224,30.172
2023,2225,48.282
2023,2226,97.329
2023,2227,167.679
2023,2228,163.069
2023,2229,112.359
2023,2230,89.772
2023,2231,92.352
2023,2232,68.422
2023,2233,85.172
2023,2234,79.382
2023,2235,65.442
2023,2236,65.672
2023,2237,76.412
2023,2238,89.822
2023,2239,91.162
2023,2240,59.172
2023,2241,34.059
2023,2242,29.339
2023,2243,17.839
2023,2244,17.839
2023,2245,17.839
2023,2246,10.172
2023,2247,8.172
2023,2248,10.172
2023,2249,15.662
2023,2250,40.549
2023,2251,108.489
2023,2252,106.349
2023,2253,93.339
2023,2254,89.822
2023,2255,70.422
2023,2256,108.932
2023,2257,114.822
2023,2258,115.502
2023,2259,116.702
2023,2260,120.862
2023,2261,122.892
2023,2262,137.402
2023,2263,139.002
2023,2264,123.792
2023,2265,106.579
2023,2266,87.239
2023,2267,72.349
2023,2268,63.469
2023,2269,57.349
2023,2270,42.192
2023,2271,42.202
2023,2272,55.172
2023,2273,75.172
2023,2274,129.629
2023,2275,168.409
2023,2276,167.329
2023,2277,153.739
2023,2278,130.602
2023,2279,135.712
2023,2280,124.292
2023,2281,120.172
2023,2282,115.502
2023,2283,115.022
2023,2284,125.082
2023,2285,113.182
2023,2286,99.292
2023,2287,94.972
2023,2288,115.502
2023,2289,60.172
2023,2290,50.952
2023,2291,42.192
2023,2292,41.802
2023,2293,41.502
2023,2294,27.952
2023,2295,25.172
2023,2296,25.172
2023,2297,42.402
2023,2298,127.622
2023,2299,127.622
2023,2300,133.842
2023,2301,127.622
2023,2302,123.052
2023,2303,116.782
2023,2304,110.602
2023,2305,113.962
2023,2306,115.502
2023,2307,112.192
2023,2308,111.402
2023,2309,133.042
2023,2310,141.622
2023,2311,139.402
2023,2312,83.172
2023,2313,54.852
2023,2314,25.172
2023,2315,20.172
2023,2316,15.172
2023,2317,4.332
2023,2318,1.672
2023,2319,1.672
2023,2320,4.172
2023,2321,25.172
2023,2322,108.172
2023,2323,143.522
2023,2324,143.522
2023,2325,139.672
2023,2326,136.132
2023,2327,126.412
2023,2328,115.242
2023,2329,115.502
2023,2330,110.922
2023,2331,110.952
2023,2332,112.332
2023,2333,116.312
2023,2334,129.522
2023,2335,135.182
2023,2336,112.502
2023,2337,40.402
2023,2338,33.472
2023,2339,32.752
2023,2340,32.652
2023,2341,25.172
2023,2342,20.172
2023,2343,10.172
2023,2344,20.172
2023,2345,35.312
2023,2346,107.702
2023,2347,140.382
2023,2348,137.482
2023,2349,135.072
2023,2350,127.152
2023,2351,128.162
2023,2352,118.032
2023,2353,120.002
2023,2354,118.162
2023,2355,118.412
2023,2356,118.032
2023,2357,120.172
2023,2358,119.072
2023,2359,123.152
2023,2360,90.172
2023,2361,40.192
2023,2362,32.752
2023,2363,25.172
2023,2364,5.672
2023,2365,1.672
2023,2366,1.672
2023,2367,0.272
2023,2368,1.672
2023,2369,4.342
2023,2370,64.132
2023,2371,118.032
2023,2372,126.562
2023,2373,115.172
2023,2374,107.112
2023,2375,98.382
2023,2376,82.022
2023,2377,78.312
2023,2378,72.072
2023,2379,70.172
2023,2380,73.132
2023,2381,80.172
2023,2382,78.312
2023,2383,70.172
2023,2384,55.302
2023,2385,30.099
2023,2386,22.879
2023,2387,17.869
2023,2388,3.849
2023,2389,3.849
2023,2390,0.272
2023,2391,0.982
2023,2392,20.192
2023,2393,30.112
2023,2394,62.909
2023,2395,87.349
2023,2396,86.749
2023,2397,92.049
2023,2398,67.382
2023,2399,68.672
2023,2400,68.312
2023,2401,60.172
2023,2402,67.862
2023,2403,73.062
2023,2404,92.472
2023,2405,101.172
2023,2406,131.142
2023,2407,142.302
2023,2408,123.522
2023,2409,120.969
2023,2410,105.649
2023,2411,112.999
2023,2412,107.879
2023,2413,65.399
2023,2414,40.192
2023,2415,35.442
2023,2416,35.172
2023,2417,40.102
2023,2418,103.039
2023,2419,136.599
2023,2420,143.739
2023,2421,131.819
2023,2422,109.722
2023,2423,93.822
2023,2424,65.912
2023,2425,41.812
2023,2426,41.632
2023,2427,42.172
2023,2428,50.172
2023,2429,68.672
2023,2430,96.892
2023,2431,98.792
2023,2432,42.172
2023,2433,27.349
2023,2434,6.519
2023,2435,6.509
2023,2436,6.509
2023,2437,3.949
2023,2438,1.772
2023,2439,1.772
2023,2440,4.332
2023,2441,4.332
2023,2442,22.629
2023,2443,43.629
2023,2444,72.349
2023,2445,68.089
2023,2446,45.462
2023,2447,79.582
2023,2448,74.272
2023,2449,73.062
2023,2450,73.032
2023,2451,73.062
2023,2452,83.372
2023,2453,90.932
2023,2454,123.712
2023,2455,106.382
2023,2456,90.822
2023,2457,37.989
2023,2458,6.509
2023,2459,3.949
2023,2460,3.849
2023,2461,2.919
2023,2462,0.272
2023,2463,0.272
2023,2464,1.672
2023,2465,1.772
2023,2466,27.349
2023,2467,102.349
2023,2468,124.349
2023,2469,106.349
2023,2470,103.782
2023,2471,90.932
2023,2472,87.892
2023,2473,87.582
2023,2474,83.662
2023,2475,78.272
2023,2476,72.412
2023,2477,73.032
2023,2478,78.212
2023,2479,78.212
2023,2480,41.812
2023,2481,27.349
2023,2482,6.509
2023,2483,6.509
2023,2484,6.349
2023,2485,3.949
2023,2486,1.672
2023,2487,1.672
2023,2488,2.172
2023,2489,4.332
2023,2490,27.549
2023,2491,75.599
2023,2492,85.239
2023,2493,77.689
2023,2494,46.512
2023,2495,36.552
2023,2496,35.072
2023,2497,32.672
2023,2498,32.672
2023,2499,32.312
2023,2500,33.272
2023,2501,35.422
2023,2502,37.172
2023,2503,36.572
2023,2504,25.172
2023,2505,4.342
2023,2506,1.772
2023,2507,1.672
2023,2508,1.672
2023,2509,1.672
2023,2510,0.272
2023,2511,0.172
2023,2512,0.272
2023,2513,1.672
2023,2514,13.472
2023,2515,38.932
2023,2516,44.452
2023,2517,40.782
2023,2518,38.532
2023,2519,28.452
2023,2520,26.272
2023,2521,24.672
2023,2522,23.892
2023,2523,16.172
2023,2524,20.552
2023,2525,23.172
2023,2526,24.672
2023,2527,22.322
2023,2528,5.162
2023,2529,1.672
2023,2530,0.172
2023,2531,0.172
2023,2532,0.172
2023,2533,0.172
2023,2534,0.172
2023,2535,0.172
2023,2536,0.172
2023,2537,1.672
2023,2538,25.172
2023,2539,75.172
2023,2540,128.022
2023,2541,110.342
2023,2542,55.392
2023,2543,86.202
2023,2544,82.042
2023,2545,55.172
2023,2546,45.172
2023,2547,45.172
2023,2548,55.172
2023,2549,84.132
2023,2550,110.172
2023,2551,104.392
2023,2552,82.922
2023,2553,44.079
2023,2554,43.369
2023,2555,42.979
2023,2556,42.369
2023,2557,37.349
2023,2558,25.172
2023,2559,25.172
2023,2560,25.172
2023,2561,39.902
2023,2562,88.439
2023,2563,127.469
2023,2564,136.599
2023,2565,106.569
2023,2566,88.472
2023,2567,105.482
2023,2568,82.162
2023,2569,75.792
2023,2570,75.792
2023,2571,75.792
2023,2572,101.442
2023,2573,100.522
2023,2574,122.432
2023,2575,123.172
2023,2576,106.332
2023,2577,77.549
2023,2578,78.329
2023,2579,80.449
2023,2580,82.349
2023,2581,80.349
2023,2582,74.912
2023,2583,74.912
2023,2584,85.172
2023,2585,81.672
2023,2586,122.229
2023,2587,139.449
2023,2588,143.749
2023,2589,130.669
2023,2590,111.582
2023,2591,127.712
2023,2592,116.972
2023,2593,105.882
2023,2594,105.882
2023,2595,105.032
2023,2596,106.042
2023,2597,130.172
2023,2598,139.272
2023,2599,141.572
2023,2600,133.432
2023,2601,110.609
2023,2602,99.509
2023,2603,96.249
2023,2604,91.989
2023,2605,91.829
2023,2606,88.852
2023,2607,88.752
2023,2608,89.812
2023,2609,105.482
2023,2610,124.599
2023,2611,138.209
2023,2612,147.349
2023,2613,136.459
2023,2614,125.502
2023,2615,126.172
2023,2616,122.202
2023,2617,123.782
2023,2618,124.062
2023,2619,125.502
2023,2620,127.392
2023,2621,128.142
2023,2622,144.652
2023,2623,144.872
2023,2624,130.262
2023,2625,103.249
2023,2626,90.079
2023,2627,82.349
2023,2628,77.219
2023,2629,55.949
2023,2630,50.532
2023,2631,50.042
2023,2632,51.242
2023,2633,75.442
2023,2634,125.609
2023,2635,149.769
2023,2636,147.679
2023,2637,136.719
2023,2638,129.612
2023,2639,122.672
2023,2640,112.562
2023,2641,117.772
2023,2642,120.012
2023,2643,115.182
2023,2644,115.172
2023,2645,127.672
2023,2646,141.712
2023,2647,146.162
2023,2648,120.352
2023,2649,130.479
2023,2650,111.639
2023,2651,97.839
2023,2652,57.789
2023,2653,42.449
2023,2654,29.282
2023,2655,25.172
2023,2656,29.782
2023,2657,49.482
2023,2658,97.839
2023,2659,137.059
2023,2660,137.859
2023,2661,136.059
2023,2662,123.272
2023,2663,122.182
2023,2664,102.122
2023,2665,103.742
2023,2666,93.342
2023,2667,91.502
2023,2668,96.202
2023,2669,100.172
2023,2670,107.122
2023,2671,109.352
2023,2672,107.452
2023,2673,77.782
2023,2674,69.782
2023,2675,51.172
2023,2676,35.012
2023,2677,22.732
2023,2678,10.172
2023,2679,4.332
2023,2680,4.342
2023,2681,31.172
2023,2682,73.772
2023,2683,129.442
2023,2684,128.622
2023,2685,121.442
2023,2686,101.812
2023,2687,108.172
2023,2688,97.692
2023,2689,95.192
2023,2690,89.612
2023,2691,86.842
2023,2692,76.782
2023,2693,75.272
2023,2694,65.172
2023,2695,50.172
2023,2696,6.272
2023,2697,0.172
2023,2698,0.172
2023,2699,1.672
2023,2700,1.672
2023,2701,0.172
2023,2702,0.172
2023,2703,0.172
2023,2704,0.172
2023,2705,0.172
2023,2706,3.402
2023,2707,88.172
2023,2708,125.192
2023,2709,120.172
2023,2710,110.012
2023,2711,90.172
2023,2712,91.972
2023,2713,91.992
2023,2714,93.572
2023,2715,101.052
2023,2716,105.172
2023,2717,115.632
2023,2718,133.972
2023,2719,135.172
2023,2720,127.092
2023,2721,94.109
2023,2722,78.319
2023,2723,68.239
2023,2724,62.459
2023,2725,60.559
2023,2726,25.172
2023,2727,25.172
2023,2728,49.982
2023,2729,64.782
2023,2730,90.059
2023,2731,138.319
2023,2732,138.899
2023,2733,132.349
2023,2734,119.322
2023,2735,127.562
2023,2736,123.732
2023,2737,110.172
2023,2738,96.202
2023,2739,91.922
2023,2740,97.522
2023,2741,121.772
2023,2742,134.272
2023,2743,130.352
2023,2744,95.172
2023,2745,82.159
2023,2746,69.859
2023,2747,62.559
2023,2748,62.359
2023,2749,52.299
2023,2750,20.272
2023,2751,20.172
2023,2752,25.172
2023,2753,59.282
2023,2754,83.449
2023,2755,136.299
2023,2756,143.889
2023,2757,139.879
2023,2758,120.172
2023,2759,106.962
2023,2760,100.082
2023,2761,94.752
2023,2762,94.152
2023,2763,93.502
2023,2764,102.072
2023,2765,125.332
2023,2766,140.082
2023,2767,141.702
2023,2768,126.172
2023,2769,120.159
2023,2770,109.349
2023,2771,97.339
2023,2772,94.139
2023,2773,89.389
2023,2774,81.122
2023,2775,79.642
2023,2776,83.172
2023,2777,87.212
2023,2778,124.359
2023,2779,137.639
2023,2780,148.469
2023,2781,135.889
2023,2782,120.652
2023,2783,113.862
2023,2784,113.862
2023,2785,105.172
2023,2786,100.172
2023,2787,105.172
2023,2788,106.972
2023,2789,123.562
2023,2790,142.752
2023,2791,135.582
2023,2792,113.352
2023,2793,99.339
2023,2794,94.849
2023,2795,96.349
2023,2796,93.349
2023,2797,91.089
2023,2798,86.652
2023,2799,86.652
2023,2800,91.292
2023,2801,100.162
2023,2802,119.699
2023,2803,132.149
2023,2804,140.359
2023,2805,128.349
2023,2806,120.172
2023,2807,120.172
2023,2808,115.442
2023,2809,98.872
2023,2810,113.862
2023,2811,92.172
2023,2812,98.362
2023,2813,110.172
2023,2814,123.912
2023,2815,126.552
2023,2816,120.172
2023,2817,115.159
2023,2818,108.179
2023,2819,104.069
2023,2820,95.129
2023,2821,88.999
2023,2822,80.172
2023,2823,81.272
2023,2824,91.802
2023,2825,112.172
2023,2826,120.349
2023,2827,128.349
2023,2828,129.279
2023,2829,122.349
2023,2830,116.192
2023,2831,115.762
2023,2832,110.422
2023,2833,106.272
2023,2834,105.172
2023,2835,101.412
2023,2836,102.922
2023,2837,103.412
2023,2838,109.572
2023,2839,115.812
2023,2840,106.782
2023,2841,103.752
2023,2842,93.042
2023,2843,75.582
2023,2844,69.182
2023,2845,43.382
2023,2846,6.172
2023,2847,4.332
2023,2848,4.332
2023,2849,10.172
2023,2850,58.262
2023,2851,114.512
2023,2852,120.172
2023,2853,115.742
2023,2854,110.172
2023,2855,99.452
2023,2856,91.262
2023,2857,88.552
2023,2858,85.662
2023,2859,75.102
2023,2860,75.242
2023,2861,84.792
2023,2862,82.172
2023,2863,75.172
2023,2864,50.172
2023,2865,27.872
2023,2866,31.132
2023,2867,45.242
2023,2868,23.842
2023,2869,14.832
2023,2870,1.672
2023,2871,14.172
2023,2872,20.172
2023,2873,43.542
2023,2874,74.842
2023,2875,111.612
2023,2876,122.372
2023,2877,117.292
2023,2878,108.882
2023,2879,110.072
2023,2880,100.072
2023,2881,95.662
2023,2882,90.762
2023,2883,87.572
2023,2884,88.172
2023,2885,87.552
2023,2886,89.732
2023,2887,84.432
2023,2888,49.982
2023,2889,31.172
2023,2890,1.772
2023,2891,1.672
2023,2892,1.672
2023,2893,1.672
2023,2894,0.172
2023,2895,0.172
2023,2896,0.742
