,,Cost
2023,125,81.172
2023,126,97.622
2023,127,107.992
2023,128,122.972
2023,129,125.172
2023,130,120.872
2023,131,110.222
2023,132,103.532
2023,133,90.402
2023,134,80.402
2023,135,70.172
2023,136,80.602
2023,137,121.372
2023,138,128.642
2023,139,137.902
2023,140,137.902
2023,141,132.172
2023,142,100.072
2023,143,91.272
2023,144,53.592
2023,145,40.472
2023,146,25.672
2023,147,24.972
2023,148,20.172
2023,149,15.022
2023,150,15.022
2023,151,14.172
2023,152,18.452
2023,153,20.372
2023,154,18.452
2023,155,14.172
2023,156,10.522
2023,157,8.172
2023,158,5.632
2023,159,4.332
2023,160,8.172
2023,161,24.782
2023,162,40.172
2023,163,43.622
2023,164,50.172
2023,165,43.622
2023,166,30.172
2023,167,24.782
2023,168,7.172
2023,169,5.172
2023,170,4.372
2023,171,4.332
2023,172,4.332
2023,173,4.332
2023,174,4.332
2023,175,4.332
2023,176,4.332
2023,177,5.172
2023,178,5.272
2023,179,5.222
2023,180,5.072
2023,181,5.172
2023,182,4.772
2023,183,4.372
2023,184,4.772
2023,185,7.272
2023,186,17.972
2023,187,24.782
2023,188,40.172
2023,189,40.172
2023,190,22.112
2023,191,15.872
2023,192,5.272
2023,193,4.372
2023,194,4.372
2023,195,4.372
2023,196,4.772
2023,197,5.672
2023,198,24.782
2023,199,80.172
2023,200,126.707
2023,201,131.879
2023,202,130.299
2023,203,125.719
2023,204,116.719
2023,205,102.559
2023,206,89.987
2023,207,81.027
2023,208,107.807
2023,209,138.967
2023,210,172.219
2023,211,182.339
2023,212,171.929
2023,213,149.879
2023,214,140.707
2023,215,115.047
2023,216,106.152
2023,217,96.962
2023,218,95.482
2023,219,90.362
2023,220,93.172
2023,221,98.172
2023,222,117.842
2023,223,132.842
2023,224,150.547
2023,225,152.159
2023,226,136.019
2023,227,111.719
2023,228,108.319
2023,229,106.219
2023,230,101.307
2023,231,100.707
2023,232,106.707
2023,233,141.987
2023,234,155.459
2023,235,151.789
2023,236,135.559
2023,237,120.369
2023,238,101.507
2023,239,73.007
2023,240,35.172
2023,241,8.172
2023,242,4.332
2023,243,4.332
2023,244,4.332
2023,245,5.702
2023,246,64.542
2023,247,100.162
2023,248,147.727
2023,249,149.389
2023,250,140.719
2023,251,118.069
2023,252,106.679
2023,253,95.489
2023,254,74.727
2023,255,71.577
2023,256,93.857
2023,257,138.707
2023,258,145.669
2023,259,142.679
2023,260,147.369
2023,261,145.789
2023,262,123.867
2023,263,101.787
2023,264,69.672
2023,265,56.772
2023,266,56.172
2023,267,56.172
2023,268,55.872
2023,269,56.772
2023,270,91.292
2023,271,119.082
2023,272,130.807
2023,273,130.719
2023,274,113.559
2023,275,109.319
2023,276,96.389
2023,277,92.309
2023,278,79.047
2023,279,79.467
2023,280,102.887
2023,281,129.337
2023,282,143.609
2023,283,152.149
2023,284,152.939
2023,285,125.459
2023,286,113.497
2023,287,70.027
2023,288,60.002
2023,289,44.372
2023,290,39.222
2023,291,39.172
2023,292,38.872
2023,293,39.172
2023,294,59.092
2023,295,92.752
2023,296,120.037
2023,297,116.749
2023,298,109.459
2023,299,101.889
2023,300,93.609
2023,301,86.859
2023,302,86.667
2023,303,88.707
2023,304,98.847
2023,305,121.837
2023,306,138.799
2023,307,159.719
2023,308,165.419
2023,309,149.409
2023,310,119.077
2023,311,112.647
2023,312,80.172
2023,313,73.672
2023,314,66.082
2023,315,50.122
2023,316,45.542
2023,317,45.172
2023,318,48.402
2023,319,59.562
2023,320,60.822
2023,321,68.882
2023,322,54.402
2023,323,45.572
2023,324,45.572
2023,325,45.172
2023,326,40.172
2023,327,35.172
2023,328,43.142
2023,329,54.402
2023,330,64.672
2023,331,69.952
2023,332,54.692
2023,333,45.172
2023,334,44.372
2023,335,35.172
2023,336,25.172
2023,337,17.252
2023,338,14.112
2023,339,4.332
2023,340,3.272
2023,341,4.332
2023,342,4.332
2023,343,5.172
2023,344,16.352
2023,345,26.902
2023,346,31.272
2023,347,24.782
2023,348,23.172
2023,349,22.112
2023,350,19.402
2023,351,15.172
2023,352,20.102
2023,353,30.172
2023,354,35.772
2023,355,40.172
2023,356,50.732
2023,357,41.452
2023,358,34.672
2023,359,23.172
2023,360,4.332
2023,361,3.172
2023,362,4.332
2023,363,3.172
2023,364,3.172
2023,365,4.332
2023,366,4.332
2023,367,12.172
2023,368,31.507
2023,369,33.519
2023,370,31.619
2023,371,24.719
2023,372,24.719
2023,373,25.719
2023,374,18.397
2023,375,18.397
2023,376,18.397
2023,377,22.707
2023,378,33.119
2023,379,42.469
2023,380,44.919
2023,381,35.329
2023,382,18.697
2023,383,12.867
2023,384,4.332
2023,385,4.332
2023,386,3.162
2023,387,1.662
2023,388,0.822
2023,389,1.662
2023,390,4.332
2023,391,4.332
2023,392,13.407
2023,393,15.569
2023,394,14.879
2023,395,14.879
2023,396,14.879
2023,397,14.879
2023,398,12.867
2023,399,12.867
2023,400,12.867
2023,401,12.867
2023,402,15.669
2023,403,23.179
2023,404,28.219
2023,405,22.919
2023,406,13.657
2023,407,12.867
2023,408,3.972
2023,409,0.742
2023,410,0.272
2023,411,0.272
2023,412,0.292
2023,413,0.822
2023,414,1.972
2023,415,10.172
2023,416,33.317
2023,417,32.059
2023,418,23.319
2023,419,14.879
2023,420,14.879
2023,421,14.879
2023,422,12.867
2023,423,12.867
2023,424,12.867
2023,425,22.707
2023,426,46.459
2023,427,116.669
2023,428,133.419
2023,429,110.719
2023,430,34.297
2023,431,22.707
2023,432,41.032
2023,433,30.162
2023,434,25.152
2023,435,24.782
2023,436,24.172
2023,437,24.782
2023,438,26.572
2023,439,62.172
2023,440,103.507
2023,441,77.439
2023,442,37.519
2023,443,33.319
2023,444,32.659
2023,445,31.719
2023,446,27.277
2023,447,27.057
2023,448,28.707
2023,449,33.317
2023,450,49.309
2023,451,59.569
2023,452,65.519
2023,453,52.019
2023,454,38.707
2023,455,30.647
2023,456,49.072
2023,457,44.672
2023,458,30.162
2023,459,30.172
2023,460,37.182
2023,461,48.172
2023,462,53.872
2023,463,71.892
2023,464,99.287
2023,465,104.099
2023,466,94.539
2023,467,87.719
2023,468,93.569
2023,469,87.489
2023,470,83.707
2023,471,83.707
2023,472,97.007
2023,473,124.677
2023,474,175.019
2023,475,218.519
2023,476,208.669
2023,477,186.609
2023,478,135.607
2023,479,102.237
2023,480,75.932
2023,481,60.672
2023,482,56.172
2023,483,52.172
2023,484,50.172
2023,485,45.362
2023,486,45.362
2023,487,52.662
2023,488,55.332
2023,489,55.332
2023,490,52.662
2023,491,50.172
2023,492,45.172
2023,493,44.972
2023,494,43.942
2023,495,37.932
2023,496,44.972
2023,497,54.772
2023,498,75.932
2023,499,93.182
2023,500,111.732
2023,501,91.332
2023,502,67.372
2023,503,54.192
2023,504,32.542
2023,505,18.172
2023,506,20.172
2023,507,14.172
2023,508,14.012
2023,509,13.462
2023,510,11.172
2023,511,16.172
2023,512,30.272
2023,513,28.262
2023,514,18.172
2023,515,15.172
2023,516,18.172
2023,517,20.172
2023,518,20.322
2023,519,18.172
2023,520,22.112
2023,521,33.162
2023,522,71.892
2023,523,88.822
2023,524,129.142
2023,525,124.682
2023,526,75.172
2023,527,55.332
2023,528,50.172
2023,529,39.752
2023,530,34.612
2023,531,37.952
2023,532,37.952
2023,533,40.182
2023,534,50.172
2023,535,63.172
2023,536,97.357
2023,537,105.729
2023,538,73.719
2023,539,70.319
2023,540,69.879
2023,541,69.879
2023,542,62.707
2023,543,62.507
2023,544,68.307
2023,545,73.707
2023,546,119.719
2023,547,167.119
2023,548,167.939
2023,549,161.219
2023,550,87.297
2023,551,73.507
2023,552,63.172
2023,553,52.072
2023,554,48.792
2023,555,48.022
2023,556,49.842
2023,557,52.072
2023,558,60.472
2023,559,80.202
2023,560,103.707
2023,561,98.739
2023,562,75.719
2023,563,73.879
2023,564,74.719
2023,565,74.739
2023,566,72.707
2023,567,72.707
2023,568,72.727
2023,569,102.707
2023,570,148.889
2023,571,230.719
2023,572,228.799
2023,573,166.719
2023,574,111.717
2023,575,93.707
2023,576,100.172
2023,577,85.042
2023,578,70.172
2023,579,66.982
2023,580,66.982
2023,581,70.182
2023,582,79.182
2023,583,99.932
2023,584,141.667
2023,585,116.729
2023,586,98.099
2023,587,77.529
2023,588,76.049
2023,589,75.719
2023,590,73.697
2023,591,73.507
2023,592,73.507
2023,593,99.867
2023,594,129.189
2023,595,221.059
2023,596,202.999
2023,597,127.729
2023,598,97.357
2023,599,73.507
2023,600,70.952
2023,601,60.772
2023,602,59.332
2023,603,59.172
2023,604,55.172
2023,605,59.332
2023,606,59.332
2023,607,70.162
2023,608,103.577
2023,609,93.719
2023,610,77.529
2023,611,70.319
2023,612,69.719
2023,613,66.819
2023,614,62.107
2023,615,61.807
2023,616,67.867
2023,617,81.717
2023,618,88.639
2023,619,110.259
2023,620,110.479
2023,621,90.719
2023,622,67.867
2023,623,58.977
2023,624,48.972
2023,625,48.172
2023,626,35.862
2023,627,33.442
2023,628,30.172
2023,629,35.862
2023,630,45.452
2023,631,49.862
2023,632,77.077
2023,633,68.339
2023,634,57.719
2023,635,40.719
2023,636,31.919
2023,637,30.719
2023,638,23.707
2023,639,26.707
2023,640,35.447
2023,641,56.727
2023,642,63.149
2023,643,88.719
2023,644,92.729
2023,645,88.719
2023,646,83.597
2023,647,61.137
2023,648,40.172
2023,649,36.862
2023,650,36.862
2023,651,36.442
2023,652,36.112
2023,653,35.372
2023,654,36.442
2023,655,37.772
2023,656,42.912
2023,657,39.672
2023,658,34.972
2023,659,29.732
2023,660,24.642
2023,661,20.902
2023,662,18.172
2023,663,15.172
2023,664,22.572
2023,665,35.172
2023,666,63.262
2023,667,70.402
2023,668,75.062
2023,669,75.062
2023,670,71.162
2023,671,63.262
2023,672,52.512
2023,673,40.172
2023,674,39.072
2023,675,38.622
2023,676,38.222
2023,677,38.222
2023,678,38.872
2023,679,39.272
2023,680,39.672
2023,681,39.672
2023,682,38.222
2023,683,36.622
2023,684,38.162
2023,685,39.672
2023,686,40.492
2023,687,39.672
2023,688,44.112
2023,689,90.172
2023,690,122.762
2023,691,178.752
2023,692,172.682
2023,693,162.492
2023,694,130.792
2023,695,107.002
2023,696,117.222
2023,697,119.772
2023,698,118.902
2023,699,110.502
2023,700,90.172
2023,701,118.592
2023,702,119.772
2023,703,145.772
2023,704,185.187
2023,705,165.349
2023,706,138.369
2023,707,136.079
2023,708,133.919
2023,709,132.039
2023,710,128.307
2023,711,127.187
2023,712,130.027
2023,713,138.107
2023,714,178.169
2023,715,230.719
2023,716,198.559
2023,717,183.569
2023,718,139.697
2023,719,121.707
2023,720,125.452
2023,721,108.622
2023,722,99.172
2023,723,108.622
2023,724,110.172
2023,725,110.172
2023,726,110.172
2023,727,139.832
2023,728,176.157
2023,729,151.599
2023,730,125.719
2023,731,115.909
2023,732,120.719
2023,733,120.709
2023,734,117.677
2023,735,117.687
2023,736,117.687
2023,737,134.457
2023,738,157.729
2023,739,198.079
2023,740,187.199
2023,741,175.139
2023,742,146.367
2023,743,133.507
2023,744,133.822
2023,745,121.682
2023,746,99.562
2023,747,103.962
2023,748,110.172
2023,749,100.162
2023,750,115.172
2023,751,138.412
2023,752,189.337
2023,753,157.259
2023,754,140.319
2023,755,110.719
2023,756,118.699
2023,757,115.139
2023,758,108.257
2023,759,106.857
2023,760,109.647
2023,761,145.737
2023,762,169.769
2023,763,200.459
2023,764,185.739
2023,765,170.719
2023,766,152.097
2023,767,140.357
2023,768,120.062
2023,769,123.302
2023,770,119.172
2023,771,118.792
2023,772,113.912
2023,773,127.462
2023,774,134.172
2023,775,152.102
2023,776,190.637
2023,777,162.979
2023,778,148.219
2023,779,137.749
2023,780,137.049
2023,781,137.049
2023,782,135.037
2023,783,135.037
2023,784,138.567
2023,785,152.597
2023,786,178.279
2023,787,186.049
2023,788,174.219
2023,789,163.689
2023,790,152.367
2023,791,143.357
2023,792,126.032
2023,793,124.652
2023,794,120.182
2023,795,108.032
2023,796,106.802
2023,797,110.032
2023,798,129.762
2023,799,149.872
2023,800,173.847
2023,801,166.829
2023,802,153.879
2023,803,146.719
2023,804,143.519
2023,805,140.669
2023,806,135.107
2023,807,131.907
2023,808,139.397
2023,809,150.697
2023,810,169.419
2023,811,195.849
2023,812,183.779
2023,813,162.869
2023,814,159.687
2023,815,155.287
2023,816,158.262
2023,817,151.772
2023,818,138.592
2023,819,129.292
2023,820,129.722
2023,821,131.492
2023,822,130.172
2023,823,132.662
2023,824,135.862
2023,825,129.722
2023,826,121.312
2023,827,116.852
2023,828,100.172
2023,829,95.172
2023,830,89.752
2023,831,87.772
2023,832,88.172
2023,833,119.752
2023,834,131.682
2023,835,148.272
2023,836,148.662
2023,837,145.462
2023,838,131.682
2023,839,126.242
2023,840,104.012
2023,841,94.192
2023,842,88.472
2023,843,88.072
2023,844,86.282
2023,845,85.752
2023,846,85.862
2023,847,85.862
2023,848,85.862
2023,849,72.172
2023,850,31.452
2023,851,17.862
2023,852,17.862
2023,853,17.862
2023,854,17.862
2023,855,17.862
2023,856,20.532
2023,857,85.752
2023,858,117.032
2023,859,141.182
2023,860,144.472
2023,861,144.762
2023,862,138.592
2023,863,119.652
2023,864,105.172
2023,865,90.072
2023,866,88.472
2023,867,88.072
2023,868,88.172
2023,869,90.172
2023,870,104.822
2023,871,145.302
2023,872,169.817
2023,873,161.429
2023,874,152.629
2023,875,150.079
2023,876,152.629
2023,877,152.719
2023,878,149.317
2023,879,148.707
2023,880,150.067
2023,881,155.427
2023,882,171.639
2023,883,188.829
2023,884,196.929
2023,885,177.179
2023,886,166.897
2023,887,153.837
2023,888,137.002
2023,889,131.932
2023,890,123.362
2023,891,120.172
2023,892,120.952
2023,893,130.852
2023,894,112.142
2023,895,147.662
2023,896,167.297
2023,897,160.929
2023,898,140.719
2023,899,140.379
2023,900,136.499
2023,901,138.999
2023,902,136.307
2023,903,136.987
2023,904,142.407
2023,905,156.107
2023,906,164.719
2023,907,176.459
2023,908,176.459
2023,909,169.309
2023,910,154.777
2023,911,133.007
2023,912,137.722
2023,913,115.222
2023,914,109.972
2023,915,108.172
2023,916,109.192
2023,917,110.172
2023,918,122.152
2023,919,134.172
2023,920,159.607
2023,921,159.779
2023,922,148.269
2023,923,149.269
2023,924,150.949
2023,925,145.859
2023,926,145.167
2023,927,153.447
2023,928,157.767
2023,929,150.257
2023,930,160.719
2023,931,174.729
2023,932,177.169
2023,933,173.309
2023,934,160.017
2023,935,157.767
2023,936,145.682
2023,937,142.642
2023,938,139.172
2023,939,137.022
2023,940,137.052
2023,941,140.172
2023,942,142.422
2023,943,146.032
2023,944,160.047
2023,945,157.739
2023,946,148.519
2023,947,151.189
2023,948,152.649
2023,949,150.719
2023,950,146.517
2023,951,146.507
2023,952,148.707
2023,953,154.217
2023,954,161.749
2023,955,173.349
2023,956,175.719
2023,957,169.389
2023,958,159.317
2023,959,152.177
2023,960,141.922
2023,961,141.052
2023,962,138.102
2023,963,137.992
2023,964,138.102
2023,965,140.862
2023,966,141.192
2023,967,148.712
2023,968,172.147
2023,969,157.999
2023,970,151.739
2023,971,149.719
2023,972,146.419
2023,973,136.219
2023,974,133.287
2023,975,132.337
2023,976,138.707
2023,977,149.727
2023,978,159.159
2023,979,165.839
2023,980,170.649
2023,981,163.309
2023,982,159.807
2023,983,153.037
2023,984,139.612
2023,985,136.032
2023,986,131.352
2023,987,133.652
2023,988,132.332
2023,989,130.172
2023,990,134.052
2023,991,132.332
2023,992,136.172
2023,993,135.272
2023,994,126.892
2023,995,115.172
2023,996,110.172
2023,997,110.172
2023,998,105.172
2023,999,103.532
2023,1000,106.862
2023,1001,136.032
2023,1002,143.732
2023,1003,160.182
2023,1004,161.182
2023,1005,155.752
2023,1006,150.172
2023,1007,140.362
2023,1008,140.652
2023,1009,134.642
2023,1010,132.642
2023,1011,128.272
2023,1012,129.172
2023,1013,130.312
2023,1014,134.052
2023,1015,134.052
2023,1016,134.642
2023,1017,130.932
2023,1018,129.172
2023,1019,126.672
2023,1020,126.172
2023,1021,120.172
2023,1022,120.172
2023,1023,124.172
2023,1024,134.052
2023,1025,144.072
2023,1026,157.632
2023,1027,173.632
2023,1028,170.172
2023,1029,157.232
2023,1030,153.052
2023,1031,144.832
2023,1032,140.262
2023,1033,138.932
2023,1034,135.972
2023,1035,129.212
2023,1036,131.172
2023,1037,137.602
2023,1038,137.172
2023,1039,154.752
2023,1040,170.707
2023,1041,164.689
2023,1042,156.559
2023,1043,147.719
2023,1044,146.659
2023,1045,143.629
2023,1046,138.707
2023,1047,139.707
2023,1048,144.507
2023,1049,153.707
2023,1050,171.569
2023,1051,193.969
2023,1052,197.309
2023,1053,179.909
2023,1054,168.707
2023,1055,158.077
2023,1056,135.792
2023,1057,132.492
2023,1058,130.112
2023,1059,129.172
2023,1060,129.172
2023,1061,130.112
2023,1062,137.922
2023,1063,149.332
2023,1064,168.707
2023,1065,163.919
2023,1066,156.269
2023,1067,154.139
2023,1068,141.829
2023,1069,139.319
2023,1070,136.607
2023,1071,139.397
2023,1072,148.707
2023,1073,155.437
2023,1074,166.239
2023,1075,180.719
2023,1076,182.089
2023,1077,170.809
2023,1078,159.737
2023,1079,150.437
2023,1080,130.172
2023,1081,126.282
2023,1082,126.152
2023,1083,126.282
2023,1084,127.172
2023,1085,136.602
2023,1086,148.542
2023,1087,157.472
2023,1088,174.177
2023,1089,173.249
2023,1090,163.559
2023,1091,151.679
2023,1092,136.409
2023,1093,132.469
2023,1094,133.007
2023,1095,138.057
2023,1096,154.967
2023,1097,168.767
2023,1098,181.729
2023,1099,185.719
2023,1100,179.789
2023,1101,174.369
2023,1102,161.117
2023,1103,152.757
2023,1104,151.042
2023,1105,146.122
2023,1106,145.082
2023,1107,130.172
2023,1108,126.662
2023,1109,132.842
2023,1110,152.652
2023,1111,165.172
2023,1112,183.707
2023,1113,171.729
2023,1114,165.719
2023,1115,160.749
2023,1116,154.859
2023,1117,136.289
2023,1118,135.707
2023,1119,132.607
2023,1120,141.797
2023,1121,158.707
2023,1122,168.719
2023,1123,178.429
2023,1124,170.309
2023,1125,163.199
2023,1126,153.237
2023,1127,132.607
2023,1128,120.172
2023,1129,114.332
2023,1130,112.732
2023,1131,111.652
2023,1132,110.172
2023,1133,111.762
2023,1134,117.392
2023,1135,152.172
2023,1136,167.297
2023,1137,162.159
2023,1138,160.059
2023,1139,145.799
2023,1140,134.499
2023,1141,126.179
2023,1142,123.707
2023,1143,124.337
2023,1144,127.057
2023,1145,153.367
2023,1146,163.439
2023,1147,172.809
2023,1148,170.259
2023,1149,163.439
2023,1150,159.007
2023,1151,160.417
2023,1152,146.692
2023,1153,134.232
2023,1154,129.662
2023,1155,112.072
2023,1156,111.872
2023,1157,111.872
2023,1158,114.332
2023,1159,118.232
2023,1160,129.992
2023,1161,130.172
2023,1162,129.992
2023,1163,115.172
2023,1164,114.332
2023,1165,114.332
2023,1166,112.072
2023,1167,111.092
2023,1168,111.872
2023,1169,130.932
2023,1170,148.802
2023,1171,154.152
2023,1172,156.192
2023,1173,154.392
2023,1174,150.182
2023,1175,146.982
2023,1176,140.182
2023,1177,117.712
2023,1178,111.072
2023,1179,110.572
2023,1180,110.172
2023,1181,110.092
2023,1182,110.252
2023,1183,117.042
2023,1184,120.172
2023,1185,119.212
2023,1186,116.552
2023,1187,114.332
2023,1188,111.072
2023,1189,107.172
2023,1190,104.582
2023,1191,108.002
2023,1192,112.272
2023,1193,141.812
2023,1194,156.722
2023,1195,159.372
2023,1196,153.992
2023,1197,150.212
2023,1198,145.092
2023,1199,134.542
2023,1200,111.672
2023,1201,113.472
2023,1202,110.692
2023,1203,109.172
2023,1204,108.752
2023,1205,113.472
2023,1206,128.602
2023,1207,156.482
2023,1208,171.267
2023,1209,167.609
2023,1210,160.199
2023,1211,151.799
2023,1212,129.219
2023,1213,128.259
2023,1214,122.207
2023,1215,122.707
2023,1216,127.207
2023,1217,149.447
2023,1218,164.269
2023,1219,179.439
2023,1220,173.279
2023,1221,164.719
2023,1222,157.117
2023,1223,156.927
2023,1224,149.522
2023,1225,145.682
2023,1226,142.062
2023,1227,135.202
2023,1228,133.762
2023,1229,147.122
2023,1230,157.712
2023,1231,162.382
2023,1232,175.767
2023,1233,172.879
2023,1234,169.719
2023,1235,166.899
2023,1236,158.309
2023,1237,145.719
2023,1238,147.227
2023,1239,139.267
2023,1240,157.967
2023,1241,165.357
2023,1242,170.729
2023,1243,186.329
2023,1244,180.719
2023,1245,169.519
2023,1246,161.907
2023,1247,151.287
2023,1248,140.072
2023,1249,128.172
2023,1250,125.472
2023,1251,126.662
2023,1252,127.162
2023,1253,133.222
2023,1254,155.182
2023,1255,161.742
2023,1256,173.207
2023,1257,172.779
2023,1258,165.619
2023,1259,160.729
2023,1260,158.719
2023,1261,143.359
2023,1262,143.747
2023,1263,131.707
2023,1264,138.707
2023,1265,156.767
2023,1266,164.249
2023,1267,175.219
2023,1268,172.779
2023,1269,164.739
2023,1270,161.867
2023,1271,143.707
2023,1272,135.182
2023,1273,131.942
2023,1274,129.412
2023,1275,124.982
2023,1276,125.372
2023,1277,130.172
2023,1278,153.992
2023,1279,163.242
2023,1280,171.277
2023,1281,170.049
2023,1282,164.049
2023,1283,155.219
2023,1284,140.259
2023,1285,130.119
2023,1286,124.777
2023,1287,123.977
2023,1288,124.377
2023,1289,131.707
2023,1290,167.969
2023,1291,175.179
2023,1292,171.969
2023,1293,169.039
2023,1294,160.687
2023,1295,157.487
2023,1296,134.012
2023,1297,128.992
2023,1298,140.872
2023,1299,124.192
2023,1300,120.382
2023,1301,138.852
2023,1302,153.592
2023,1303,160.852
2023,1304,174.157
2023,1305,172.439
2023,1306,170.819
2023,1307,165.939
2023,1308,157.529
2023,1309,153.569
2023,1310,148.247
2023,1311,136.707
2023,1312,134.447
2023,1313,159.367
2023,1314,171.019
2023,1315,184.899
2023,1316,182.519
2023,1317,171.469
2023,1318,166.007
2023,1319,161.807
2023,1320,158.612
2023,1321,145.472
2023,1322,142.072
2023,1323,133.172
2023,1324,135.172
2023,1325,131.032
2023,1326,135.212
2023,1327,150.602
2023,1328,154.152
2023,1329,157.672
2023,1330,152.492
2023,1331,147.132
2023,1332,144.682
2023,1333,130.162
2023,1334,121.352
2023,1335,118.102
2023,1336,119.732
2023,1337,133.172
2023,1338,154.092
2023,1339,163.512
2023,1340,160.392
2023,1341,155.392
2023,1342,149.472
2023,1343,145.612
2023,1344,136.172
2023,1345,130.172
2023,1346,120.972
2023,1347,110.822
2023,1348,107.172
2023,1349,106.972
2023,1350,107.212
2023,1351,107.872
2023,1352,105.972
2023,1353,93.772
2023,1354,27.652
2023,1355,17.862
2023,1356,17.862
2023,1357,17.862
2023,1358,14.172
2023,1359,4.332
2023,1360,4.332
2023,1361,17.862
2023,1362,92.872
2023,1363,110.162
2023,1364,136.672
2023,1365,137.172
2023,1366,116.642
2023,1367,106.672
2023,1368,99.892
2023,1369,97.772
2023,1370,90.152
2023,1371,90.162
2023,1372,90.172
2023,1373,98.172
2023,1374,106.572
2023,1375,145.032
2023,1376,157.707
2023,1377,137.079
2023,1378,110.719
2023,1379,108.209
2023,1380,108.209
2023,1381,108.209
2023,1382,98.707
2023,1383,106.307
2023,1384,108.427
2023,1385,116.007
2023,1386,155.719
2023,1387,174.659
2023,1388,185.209
2023,1389,171.019
2023,1390,162.167
2023,1391,152.707
2023,1392,134.172
2023,1393,133.172
2023,1394,109.172
2023,1395,108.072
2023,1396,107.872
2023,1397,110.162
2023,1398,143.892
2023,1399,153.592
2023,1400,164.787
2023,1401,160.619
2023,1402,145.119
2023,1403,118.219
2023,1404,117.089
2023,1405,117.089
2023,1406,113.507
2023,1407,113.707
2023,1408,115.807
2023,1409,141.707
2023,1410,164.139
2023,1411,180.719
2023,1412,186.889
2023,1413,175.729
2023,1414,167.117
2023,1415,160.797
2023,1416,145.172
2023,1417,140.172
2023,1418,139.812
2023,1419,135.972
2023,1420,131.172
2023,1421,140.232
2023,1422,155.172
2023,1423,160.672
2023,1424,167.857
2023,1425,168.707
2023,1426,155.717
2023,1427,144.907
2023,1428,140.707
2023,1429,139.177
2023,1430,128.867
2023,1431,124.557
2023,1432,129.577
2023,1433,150.947
2023,1434,159.967
2023,1435,175.797
2023,1436,179.117
2023,1437,172.487
2023,1438,163.397
2023,1439,155.437
2023,1440,145.862
2023,1441,142.662
2023,1442,141.972
2023,1443,140.172
2023,1444,140.172
2023,1445,144.692
2023,1446,146.072
2023,1447,155.172
2023,1448,162.797
2023,1449,154.097
2023,1450,127.707
2023,1451,127.707
2023,1452,127.307
2023,1453,127.707
2023,1454,120.427
2023,1455,120.427
2023,1456,121.427
2023,1457,142.427
2023,1458,159.227
2023,1459,177.107
2023,1460,192.707
2023,1461,175.527
2023,1462,163.427
2023,1463,157.117
2023,1464,147.732
2023,1465,145.962
2023,1466,143.712
2023,1467,143.282
2023,1468,143.792
2023,1469,146.542
2023,1470,153.032
2023,1471,157.162
2023,1472,160.427
2023,1473,157.837
2023,1474,128.077
2023,1475,128.147
2023,1476,126.707
2023,1477,126.207
2023,1478,118.927
2023,1479,118.927
2023,1480,123.617
2023,1481,147.267
2023,1482,165.707
2023,1483,171.947
2023,1484,177.707
2023,1485,171.707
2023,1486,161.447
2023,1487,159.187
2023,1488,142.412
2023,1489,137.502
2023,1490,142.272
2023,1491,137.692
2023,1492,136.572
2023,1493,136.172
2023,1494,135.162
2023,1495,145.562
2023,1496,150.172
2023,1497,145.062
