,,Availability,ActivationDw,ActivationUp
2023,2164,12.19,21.69,67.63
2023,2165,1.12,29.2,62.63
2023,2166,9.97,51.63,68.79
2023,2167,8.83,39.97,68.92
2023,2168,14.89,35.45,69.52
2023,2169,2.46,27.69,63
2023,2170,17.43,2.51,64.68
2023,2171,11.13,0,15.54
2023,2172,10.91,0,34.99
2023,2173,9.77,-1.25,12.92
2023,2174,9.28,-20.75,4.16
2023,2175,9.43,-5,0
2023,2176,14.48,-11.01,4.16
2023,2177,25.75,1.4,4.16
2023,2178,25.04,4.89,19.45
2023,2179,7.81,18.34,38.29
2023,2180,9.83,32.95,75.23
2023,2181,7.81,21.63,69.56
2023,2182,11.66,9.21,36.74
2023,2183,8.75,16.7,48.51
2023,2184,7.72,0.01,38.79
2023,2185,8.51,0.01,24.89
2023,2186,8.75,0.01,20.77
2023,2187,13.04,0.01,18.16
2023,2188,1.55,0.01,24.69
2023,2189,16.24,14.43,18.38
2023,2190,16.48,19.49,48.48
2023,2191,16.17,12.87,49.08
2023,2192,29.81,-0.47,15.25
2023,2193,19.44,-5,10.49
2023,2194,2.86,-10.63,6.99
2023,2195,1.95,-16.25,4.16
2023,2196,0.15,-25,4.15
2023,2197,0.15,-43,-6.38
2023,2198,0.15,-192.5,-24
2023,2199,20.54,-311.25,1.09
2023,2200,2.86,-130,9.83
2023,2201,0.35,-25,11.16
2023,2202,2.52,-5.67,16.29
2023,2203,0.05,23.33,85.1
2023,2204,3.75,56.88,122.31
2023,2205,4.96,52.28,126.53
2023,2206,6.16,44,115.18
2023,2207,14.33,60,111.87
2023,2208,13.47,60,111.61
2023,2209,1.37,60,85.08
2023,2210,14.67,60,84.24
2023,2211,1.47,60,84.18
2023,2212,15.14,60,93.86
2023,2213,10.63,51.26,96.23
2023,2214,4.61,53.63,94.12
2023,2215,0.48,67.29,110.76
2023,2216,14.78,35.63,78.98
2023,2217,11.73,18.87,85.48
2023,2218,23.88,15,74.48
2023,2219,21.87,4.88,72.68
2023,2220,21.78,0.01,76
2023,2221,21.87,0.2,68.27
2023,2222,21.92,0.01,62.55
2023,2223,2.19,13.94,67.89
2023,2224,20.03,37.16,58.98
2023,2225,15.94,47.69,107.83
2023,2226,8.22,78.62,116.01
2023,2227,0.37,109.76,142.62
2023,2228,4.33,80.5,80.36
2023,2229,5.77,100.09,119.87
2023,2230,9.51,61.23,117.84
2023,2231,6.44,86.19,122.93
2023,2232,9.39,80,129.19
2023,2233,9.46,89.25,124.28
2023,2234,11.07,41.25,81.86
2023,2235,10.78,27.53,42.17
2023,2236,1.07,30.81,75.24
2023,2237,8.12,29.01,53.5
2023,2238,7.05,41.16,112.94
2023,2239,6.75,44.24,125.24
2023,2240,14.06,53.1,108.01
2023,2241,17.91,7.76,49.15
2023,2242,15.35,0.01,72.27
2023,2243,15.61,3.18,72.68
2023,2244,15.61,0.01,71.65
2023,2245,15.61,0.01,57.95
2023,2246,16.58,28,18.16
2023,2247,16.92,3.86,77.49
2023,2248,22.88,0.01,77.49
2023,2249,26.24,4.56,84.86
2023,2250,22.26,24.28,129.73
2023,2251,7.27,70.29,110.42
2023,2252,0.05,103.06,115.11
2023,2253,0.05,71.96,123.58
2023,2254,1.21,78.81,125.9
2023,2255,7.22,65.94,111.91
2023,2256,0.55,71.9,110.45
2023,2257,0.55,83.66,114.65
2023,2258,4.25,64.57,113.33
2023,2259,4.25,46.93,108.27
2023,2260,4.25,75.72,120.85
2023,2261,3.84,47.09,122.72
2023,2262,0.35,89.12,133.24
2023,2263,3.75,79.34,133.94
2023,2264,4.25,14.73,104.91
2023,2265,17.86,37.74,109.89
2023,2266,14.61,62.23,105.39
2023,2267,1.23,21.17,105.64
2023,2268,11.05,8.01,102.32
2023,2269,0.11,0,97
2023,2270,10.48,0.01,98.42
2023,2271,1.03,-10.75,73.35
2023,2272,1.18,-0.62,103.65
2023,2273,13.43,61.31,71.3
2023,2274,0.06,57.58,106.23
2023,2275,0.55,68.5,164.44
2023,2276,0.06,80.65,164.21
2023,2277,0.58,71.65,129.35
2023,2278,5.38,43.49,90.23
2023,2279,0.05,42.18,135.55
2023,2280,5.15,43.5,124.14
2023,2281,8.19,62.54,120.02
2023,2282,8.19,54.91,116.51
2023,2283,8.84,63.17,114.9
2023,2284,6.97,116.55,125
2023,2285,5.76,115.49,122.9
2023,2286,0.05,99.12,126.65
2023,2287,3.39,52.06,124.72
2023,2288,1.16,64.53,115.62
2023,2289,1.27,2.9,105.05
2023,2290,1.11,3.32,91.3
2023,2291,9.96,0,90.64
2023,2292,10.01,0,90.3
2023,2293,10.04,0,90.31
2023,2294,13.32,-24,44.71
2023,2295,15.35,-24.56,25
2023,2296,23.66,-14.13,41.31
2023,2297,39.66,6.67,66.45
2023,2298,23.42,19.69,88.06
2023,2299,0.45,82.59,140.21
2023,2300,4.72,132.28,140.87
2023,2301,5.12,115.25,129.35
2023,2302,0.55,80.1,124.32
2023,2303,6.47,100.52,119.69
2023,2304,7.72,109.36,120.01
2023,2305,6.47,106.05,119.76
2023,2306,5.89,119.85,118.9
2023,2307,8.19,107.67,114.29
2023,2308,7.42,116.08,120.67
2023,2309,5.23,141.66,116.84
2023,2310,5.58,137.17,142.43
2023,2311,5.96,71.02,140.48
2023,2312,19.07,26.5,105.64
2023,2313,12.15,14.22,93.43
2023,2314,12.45,-76,86.31
2023,2315,10.37,-50,73.75
2023,2316,1.02,-63.56,28.75
2023,2317,10.35,-228.45,4.16
2023,2318,13.68,-460,1.13
2023,2319,15.12,-460,2.17
2023,2320,0.2,-160.95,2.04
2023,2321,16.72,25.36,58.52
2023,2322,15.69,57.09,85.91
2023,2323,4.77,73.84,143.36
2023,2324,0.45,71.73,143.05
2023,2325,0.45,80.14,139.86
2023,2326,0.48,122.63,137.76
2023,2327,4.12,139.17,125.53
2023,2328,3.75,113.92,119.7
2023,2329,0.35,88.46,114
2023,2330,4.47,144.5,119.1
2023,2331,4.98,92.84,117.12
2023,2332,3.75,99.95,115.18
2023,2333,0.55,96.94,131.37
2023,2334,3.75,100.88,136.62
2023,2335,0.35,110.14,136.23
2023,2336,6.34,41.81,103.88
2023,2337,10.76,6,91.99
2023,2338,10.51,40.57,90.95
2023,2339,9.26,12.56,89.64
2023,2340,9.28,24.94,68.46
2023,2341,10.66,9.66,69.25
2023,2342,9.52,0,13.63
2023,2343,9.67,-7.34,1.5
2023,2344,12.62,0,62.48
2023,2345,12.76,38.75,89.98
2023,2346,10.64,50.22,139.75
2023,2347,2.54,80.65,138.83
2023,2348,3.62,130.61,140.71
2023,2349,3.75,125.91,129.8
2023,2350,3.67,128.25,135.94
2023,2351,4.57,74.71,128
2023,2352,0.35,98.01,117.88
2023,2353,3.75,112.7,117.99
2023,2354,3.75,104.13,116.96
2023,2355,3.75,123.47,116.37
2023,2356,0.35,114.64,117.7
2023,2357,3.28,100.32,118
2023,2358,0.03,83.11,118.92
2023,2359,3.68,117.77,122.99
2023,2360,15.37,56.41,102.14
2023,2361,12.79,40.03,101.21
2023,2362,11.25,37.58,89.63
2023,2363,11.06,12.5,80.65
2023,2364,9.88,59.88,82.66
2023,2365,10.94,2.36,76.27
2023,2366,10.94,-22.5,42.68
2023,2367,12.88,-7.5,2.17
2023,2368,21.56,12,2.46
2023,2369,2.16,3.13,86.71
2023,2370,1.75,40.66,100.83
2023,2371,3.33,40.8,128.97
2023,2372,0.25,96.89,131.82
2023,2373,0.25,72.45,109.42
2023,2374,0.25,41.24,108.29
2023,2375,3.75,59.83,103.91
2023,2376,5.33,30.41,103.85
2023,2377,6.42,89.86,106
2023,2378,7.52,80.29,104.95
2023,2379,8.78,47.45,104.31
2023,2380,0.67,70.5,103.43
2023,2381,0.63,70.98,105.76
2023,2382,0.45,55.58,113.28
2023,2383,4.36,55.7,109.21
2023,2384,14.48,39.38,105.52
2023,2385,19.27,7.98,77.77
2023,2386,16.56,1.69,55.13
2023,2387,16.13,-2.75,70
2023,2388,16.28,0.54,4.16
2023,2389,16.28,-1,4.16
2023,2390,18.28,-128.73,2.08
2023,2391,19.33,-17,1.49
2023,2392,0.2,0,28.76
2023,2393,23.95,16.09,84.77
2023,2394,1.29,32.69,108.17
2023,2395,2.22,41.49,110.24
2023,2396,2.15,88.86,113.39
2023,2397,3.75,98.65,110.24
2023,2398,0.1,33.61,94.8
2023,2399,13.73,54.9,110.97
2023,2400,16.25,54.9,113.15
2023,2401,1.75,54.7,105.53
2023,2402,19.71,74.46,103.66
2023,2403,17.76,81.56,110.09
2023,2404,11.53,88.67,117.24
2023,2405,0.55,91.55,118.56
2023,2406,4.75,71.63,136.67
2023,2407,4.56,74,187.2
2023,2408,0.55,45.51,126.25
2023,2409,1.45,47.43,118.97
2023,2410,16.93,50.38,111.14
2023,2411,17.71,50.02,76.38
2023,2412,0.2,43.35,109.13
2023,2413,16.03,51.11,101.23
2023,2414,20.62,27.42,101
2023,2415,2.18,-2,92.74
2023,2416,33.91,17.51,102.18
2023,2417,0.29,29.83,104.07
2023,2418,13.22,53.29,108.77
2023,2419,3.99,126.87,420.66
2023,2420,4.06,127.8,321.38
2023,2421,0.45,103.43,318.75
2023,2422,4.46,74.12,115.24
2023,2423,12.34,42.01,93.68
2023,2424,14.47,45.15,83.69
2023,2425,0.24,41.28,69.43
2023,2426,0.24,41.44,68.11
2023,2427,2.39,41.99,60.84
2023,2428,20.35,46.63,71.12
2023,2429,11.77,45.32,83.06
2023,2430,0.1,58.28,99.35
2023,2431,0.25,46.24,98.63
2023,2432,22.35,24.08,56.56
2023,2433,1.01,25,55.71
2023,2434,9.39,3.34,68.75
2023,2435,8.51,50,4.18
2023,2436,8.32,3.82,4.17
2023,2437,8.65,2.6,4.18
2023,2438,9.06,1.3,4.19
2023,2439,8.88,0,4.2
2023,2440,17.52,16.3,37.29
2023,2441,20.11,54.29,79.67
2023,2442,22.41,55.82,93.02
2023,2443,8.48,67.75,117.65
2023,2444,4.16,111.51,114.89
2023,2445,0.55,67.75,105.02
2023,2446,4.48,46.4,91.09
2023,2447,6.39,89.82,97.51
2023,2448,12.76,51.16,89.26
2023,2449,13.22,64.21,98.58
2023,2450,14.09,74.04,86.59
2023,2451,13.95,65.33,86.43
2023,2452,14.74,58.94,93.11
2023,2453,4.19,59.8,108.69
2023,2454,7.64,62.98,108.06
2023,2455,3.24,57.05,37.52
2023,2456,14.75,55.7,39.85
2023,2457,2.85,7.42,43.45
2023,2458,2.75,12.53,18.7
2023,2459,18.92,-3.83,4.16
2023,2460,9.88,-9.42,3.5
2023,2461,9.23,-16.07,4.16
2023,2462,9.38,-10.04,4.16
2023,2463,9.84,-5.1,4.16
2023,2464,18.94,-10.67,4.16
2023,2465,1.98,-3.33,4.17
2023,2466,18.67,15.81,67.84
2023,2467,4.82,76.26,127
2023,2468,4.05,122,118.71
2023,2469,2.79,75.77,109.75
2023,2470,3.75,79.81,113.37
2023,2471,12.84,82.91,109.4
2023,2472,13.98,61.3,96.21
2023,2473,1.41,35.11,87.43
2023,2474,13.08,5,81.61
2023,2475,14.78,19.49,78.21
2023,2476,15.13,10,74.73
2023,2477,1.23,49.7,77.23
2023,2478,13.56,38.37,76.05
2023,2479,14.38,35.49,85.23
2023,2480,3.78,55.82,87.8
2023,2481,1.97,22.98,55.2
2023,2482,18.32,0.03,39.58
2023,2483,23.26,0.01,4.16
2023,2484,10.37,15,4.04
2023,2485,10.37,-20.73,1.84
2023,2486,10.37,-12.46,3.7
2023,2487,12.16,-13.17,4.17
2023,2488,18.32,5.42,4.17
2023,2489,30.32,0.06,2.21
2023,2490,35.48,26.12,30.91
2023,2491,13.55,40.57,77.68
2023,2492,6.04,43.05,107.33
2023,2493,0.54,32.24,110.17
2023,2494,11.54,28.26,60.03
2023,2495,11.77,11.82,37.23
2023,2496,15.17,17.09,34.94
2023,2497,16.44,34.37,34.45
2023,2498,17.28,32.51,33.21
2023,2499,17.41,25.93,33.16
2023,2500,17.05,7.64,31.88
2023,2501,0.15,5.23,27.51
2023,2502,13.36,4.94,20.6
2023,2503,1.48,0.03,27.31
2023,2504,80.05,9.89,20.75
2023,2505,28.78,0.8,6.49
2023,2506,2.25,2.75,4.18
2023,2507,18.67,3.5,4.16
2023,2508,19.39,1.37,1.51
2023,2509,19.39,-3.72,1.5
2023,2510,18.89,-15.73,2.83
2023,2511,19.45,-21.67,2.17
2023,2512,21.94,-12.42,-1.83
2023,2513,3.49,-12.11,1.37
2023,2514,38.07,4.72,31.27
2023,2515,7.91,8.19,60.5
2023,2516,0.75,25.27,44.46
2023,2517,10.41,0.05,72.57
2023,2518,8.01,0.05,54.3
2023,2519,6.95,7.8,20.64
2023,2520,7.33,21.54,86.04
2023,2521,7.61,8.19,40.31
2023,2522,10.54,0.03,13.77
2023,2523,14.67,11,16.8
2023,2524,14.28,11,42.94
2023,2525,10.85,8.26,92.06
2023,2526,1.34,61,88.24
2023,2527,16.25,11.73,33.17
2023,2528,25.52,-106.25,3.54
2023,2529,0.25,-72.63,4.16
2023,2530,19.61,-37.5,3.5
2023,2531,19.69,-29.85,1.5
2023,2532,19.49,-26.18,1.49
2023,2533,19.81,-45,1.49
2023,2534,19.87,-303.33,1.49
2023,2535,20.41,-445,1.49
2023,2536,20.41,-26.25,2.83
2023,2537,19.75,-5.33,2.83
2023,2538,1.91,4.34,40.54
2023,2539,18.76,39.38,105.23
2023,2540,7.08,147.02,129.88
2023,2541,1.28,121.19,111.22
2023,2542,11.12,22.87,97.33
2023,2543,3.75,50.6,99.63
2023,2544,4.72,58.05,86.78
2023,2545,10.56,53.4,85.02
2023,2546,10.52,48.75,89.91
2023,2547,10.42,46.5,87.75
2023,2548,9.12,53.18,98.2
2023,2549,2.61,43.26,78.17
2023,2550,2.24,33.91,109.2
2023,2551,2.81,54.68,105.12
2023,2552,11.25,19.61,46.21
2023,2553,15.24,0,74.55
2023,2554,12.13,0.02,79.3
2023,2555,1.21,5.94,79.55
2023,2556,12.15,118,78.27
2023,2557,11.78,37.88,56.62
2023,2558,12.02,0.01,63.82
2023,2559,12.02,0.01,25
2023,2560,18.88,0.01,78.73
2023,2561,1.97,2.51,52.57
2023,2562,13.36,52.9,88.3
2023,2563,0.41,92.24,128.67
2023,2564,4.46,126.08,135.87
2023,2565,3.44,114.64,112.06
2023,2566,4.47,66.34,97.01
2023,2567,14.34,98.29,115.91
2023,2568,14.39,81.1,128.82
2023,2569,14.94,86.3,128.17
2023,2570,15.27,100.11,128.57
2023,2571,15.27,74.13,128.37
2023,2572,15.82,98.78,122.91
2023,2573,8.33,90.25,118.21
2023,2574,4.76,73.62,64.29
2023,2575,8.65,64.93,123.47
2023,2576,20.11,50.69,120.38
2023,2577,15.96,57.4,107.23
2023,2578,14.82,43.64,92.79
2023,2579,14.99,0.03,104.59
2023,2580,15.34,88,87.75
2023,2581,14.94,0.03,87.18
2023,2582,14.58,0.03,82.65
2023,2583,14.56,0.02,93.03
2023,2584,16.45,0.02,68.7
2023,2585,15.42,-4.02,83.39
2023,2586,16.66,35.06,122.63
2023,2587,6.22,83.67,91.4
2023,2588,6.19,106.82,92.1
2023,2589,0.55,133.06,124.16
2023,2590,4.15,111.15,126.64
2023,2591,6.46,93.44,127.77
2023,2592,5.13,72.52,123.29
2023,2593,0.52,52,118.69
2023,2594,0.52,84.14,120.19
2023,2595,8.42,86.38,125.61
2023,2596,0.67,82.97,125.87
2023,2597,4.72,87.61,135.36
2023,2598,5.68,94.89,151.89
2023,2599,7.22,62.85,170.17
2023,2600,5.38,82.65,102.6
2023,2601,18.06,40.4,99.9
2023,2602,0.16,55.4,73.68
2023,2603,15.94,49.72,102.15
2023,2604,1.51,0.01,91.65
2023,2605,1.51,13.33,91.32
2023,2606,1.53,0.01,100.71
2023,2607,1.54,28.51,97.82
2023,2608,1.77,49.85,86.2
2023,2609,9.52,35.06,102.78
2023,2610,4.79,52.06,97.89
2023,2611,4.85,70.8,137.14
2023,2612,6.46,120.01,144.54
2023,2613,5.13,102.34,141.01
2023,2614,4.47,94.06,130.08
2023,2615,4.52,103.86,125.65
2023,2616,3.56,116.08,124.27
2023,2617,4.16,118.86,127.12
2023,2618,5.69,120.64,128.03
2023,2619,5.72,130.86,127.87
2023,2620,5.82,124.33,136.03
2023,2621,4.22,79.15,150.53
2023,2622,6.49,90.48,138.74
2023,2623,6.91,82.18,140.56
2023,2624,8.82,65.46,134.69
2023,2625,18.52,67.05,110.7
2023,2626,16.89,84.02,101.09
2023,2627,15.65,62.83,109.03
2023,2628,14.71,69.75,113.66
2023,2629,1.19,54.37,97.56
2023,2630,11.88,66.48,98.95
2023,2631,11.71,94.64,102.76
2023,2632,14.35,95.11,102.8
2023,2633,15.69,55.96,103.41
2023,2634,0.75,81.72,127.32
2023,2635,6.87,89.71,228.62
2023,2636,0.62,137.74,148
2023,2637,5.63,124.21,150.33
2023,2638,5.19,109.16,136.97
2023,2639,3.65,110.01,110.54
2023,2640,3.48,116.82,120.37
2023,2641,3.58,142.61,120.2
2023,2642,4.14,119.09,119.85
2023,2643,3.77,115.01,120.69
2023,2644,0.39,73.57,121.48
2023,2645,4.84,87.86,133.01
2023,2646,0.61,83.54,141.54
2023,2647,7.18,75.87,120.68
2023,2648,0.38,84.64,119.85
2023,2649,6.39,100.94,128.34
2023,2650,1.02,33.14,109.51
2023,2651,16.97,56.31,95.95
2023,2652,11.19,22.99,74.99
2023,2653,8.62,15.37,64.81
2023,2654,0.74,20.92,28.11
2023,2655,0.73,-5,24.26
2023,2656,7.79,16.29,63.18
2023,2657,10.16,47,113.94
2023,2658,1.84,75.25,120.99
2023,2659,6.36,119.26,134.64
2023,2660,6.47,145.67,150.9
2023,2661,6.45,95.89,144.71
2023,2662,5.36,105.58,133.41
2023,2663,0.74,51.29,125.84
2023,2664,0.85,103.7,127.4
2023,2665,8.44,82.89,122.93
2023,2666,10.88,72.84,121.28
2023,2667,11.76,62.66,88.27
2023,2668,10.21,79.65,112.49
2023,2669,8.13,78.09,99.22
2023,2670,6.08,88.13,108.07
2023,2671,7.87,96.87,134.61
2023,2672,0.15,95.72,140.01
2023,2673,1.77,85.97,140.87
2023,2674,13.72,86.25,136.21
2023,2675,12.94,76.25,122.53
2023,2676,1.13,10.9,74.81
2023,2677,12.57,0.01,24.61
2023,2678,17.48,0.01,73.87
2023,2679,17.98,-4.06,3.13
2023,2680,0.25,1.06,100.48
2023,2681,0.25,36.93,102.88
2023,2682,60.83,57.79,64.08
2023,2683,5.68,57.5,132.93
2023,2684,5.48,141.44,122.06
2023,2685,5.45,91.26,147.1
2023,2686,1.03,78.03,147.83
2023,2687,8.32,70.62,112.57
2023,2688,10.95,63.21,74.18
2023,2689,12.05,73.76,96.11
2023,2690,13.02,41.24,104.11
2023,2691,13.47,57.66,97.31
2023,2692,15.27,68.31,107.98
2023,2693,15.53,70.07,90.06
2023,2694,16.98,72.56,85.87
2023,2695,22.68,7.39,47.61
2023,2696,36.29,-18.99,14.97
2023,2697,28.68,-9,10.68
2023,2698,17.32,-10.73,4.42
2023,2699,17.26,-11.5,1.14
2023,2700,17.26,-30,4.16
2023,2701,17.26,-3.48,3.46
2023,2702,17.26,-25,3.46
2023,2703,17.26,-21.31,0.47
2023,2704,17.26,-10.25,4.16
2023,2705,3.44,-3.28,4.17
2023,2706,5.18,1.71,71.03
2023,2707,17.39,52.23,86.6
2023,2708,6.55,127.52,128.84
2023,2709,7.34,109,126.09
2023,2710,8.95,62.25,56.1
2023,2711,3.52,67.1,88.52
2023,2712,3.75,62.62,91.16
2023,2713,4.29,38.77,67.4
2023,2714,4.29,37.72,90.39
2023,2715,7.87,54.76,0
2023,2716,7.25,57.18,92.69
2023,2717,4.54,67.89,94.7
2023,2718,5.64,86.08,133.88
2023,2719,6.71,98.81,140.67
2023,2720,5.93,41.95,123.55
2023,2721,11.18,85.18,100.8
2023,2722,13.95,45.46,95.91
2023,2723,12.64,73.62,88.08
2023,2724,12.04,45.31,92.31
2023,2725,11.49,37.08,90.33
2023,2726,10.29,20.53,90.8
2023,2727,10.31,19.7,86.91
2023,2728,1.09,39.87,68.77
2023,2729,1.35,42.56,72.18
2023,2730,12.58,43.45,112.79
2023,2731,6.76,81.69,104.91
2023,2732,7.03,124.5,134.26
2023,2733,5.98,83.19,126.67
2023,2734,5.14,96.63,117.45
2023,2735,4.67,54.76,127.41
2023,2736,4.34,106.53,129
2023,2737,4.23,67.78,108.82
2023,2738,3.25,88.69,108.3
2023,2739,0.03,81.48,94.25
2023,2740,3.35,78.45,89.87
2023,2741,4.13,94.65,131.87
2023,2742,5.01,75.2,82.36
2023,2743,5.39,53.74,124.12
2023,2744,0.35,34.55,115.21
2023,2745,15.75,25.56,96.17
2023,2746,13.25,0.01,96.14
2023,2747,11.91,23.86,95.84
2023,2748,1.22,25.07,95.41
2023,2749,10.56,9.55,99.95
2023,2750,0.75,21.04,94.09
2023,2751,8.07,32.53,92.23
2023,2752,0.75,42.99,91.97
2023,2753,1.26,42.51,82
2023,2754,1.63,41.02,51.16
2023,2755,5.96,69.81,121.5
2023,2756,0.53,113.48,108.15
2023,2757,5.76,95.72,146.81
2023,2758,3.89,98.98,106.25
2023,2759,0.25,97.63,124.54
2023,2760,2.38,109.9,117.02
2023,2761,2.38,93.59,100.18
2023,2762,0.22,85.46,70.71
2023,2763,2.12,79.6,74.16
2023,2764,0.25,79.78,114.42
2023,2765,2.74,66.22,117.12
2023,2766,3.75,72.67,127.47
2023,2767,4.66,69.13,90.96
2023,2768,0.54,35.74,30.21
2023,2769,4.39,41.74,109.52
2023,2770,5.71,61.17,109.12
2023,2771,6.08,66.31,88.46
2023,2772,6.08,70.84,84.86
2023,2773,5.42,59.23,86.65
2023,2774,6.03,43.16,91.73
2023,2775,6.07,55.81,44.45
2023,2776,5.64,41.92,68.42
2023,2777,14.37,55.37,106.06
2023,2778,4.71,69.51,125.54
2023,2779,2.99,74.8,123.1
2023,2780,3.75,85.86,142.05
2023,2781,2.98,97.4,134.2
2023,2782,2.97,111.56,127.69
2023,2783,2.33,87.65,117.14
2023,2784,2.33,117.88,115.03
2023,2785,1.86,88.39,114.02
2023,2786,1.85,86.29,94.8
2023,2787,1.85,84.86,88.92
2023,2788,1.88,83.87,97.97
2023,2789,1.85,83.57,113.19
2023,2790,0.21,88.26,66.57
2023,2791,0.25,70.94,135.62
2023,2792,3.28,113.94,135.15
2023,2793,2.61,94.09,120.85
2023,2794,3.48,95.63,106.8
2023,2795,3.27,78.33,98.55
2023,2796,2.72,69.66,87.92
2023,2797,2.72,60.01,65.19
2023,2798,3.34,74.66,88.28
2023,2799,3.49,60.63,68.58
2023,2800,2.89,85.52,98.88
2023,2801,8.38,85.77,119
2023,2802,3.75,85.39,119.26
2023,2803,2.62,96.87,133.88
2023,2804,2.62,106.56,138.56
2023,2805,2.25,86.7,131.59
2023,2806,2.88,113.5,134.3
2023,2807,2.25,100.17,129.66
2023,2808,0.25,89.55,122
2023,2809,2.91,86.85,95.47
2023,2810,3.03,71.25,105.25
2023,2811,2.78,85.51,96.2
2023,2812,0.03,64,93.53
2023,2813,0.03,59,101.1
2023,2814,2.02,74.69,116.31
2023,2815,0.03,109.69,127.61
2023,2816,0.03,76.05,134.33
2023,2817,6.25,81.94,114.55
2023,2818,5.07,51.59,115.97
2023,2819,8.75,52.73,97.37
2023,2820,6.25,73.58,100.07
2023,2821,6.25,15.12,105.64
2023,2822,7.13,86.5,100.4
2023,2823,7.58,70.67,98.53
2023,2824,8.75,75.47,111.47
2023,2825,6.99,72.94,137.13
2023,2826,5.47,89.01,146.75
2023,2827,0.25,93.56,133.34
2023,2828,2.25,85.58,121.25
2023,2829,0.02,73.21,119.75
2023,2830,3.75,114.63,115.22
2023,2831,2.98,113.69,118.1
2023,2832,2.71,103.07,115.75
2023,2833,2.71,88.4,114.88
2023,2834,2.98,120.75,112.05
2023,2835,0.25,88.87,101.29
2023,2836,0.25,102.75,77.82
2023,2837,0.25,114.85,106.83
2023,2838,0.25,79.81,84.16
2023,2839,2.75,75.38,118.31
2023,2840,6.67,70.32,95.08
2023,2841,1.46,59.81,115.94
2023,2842,1.66,86.93,141.47
2023,2843,15.48,62.61,129.34
2023,2844,1.42,78.39,106.72
2023,2845,13.28,61.02,94.74
2023,2846,16.61,23.4,94.19
2023,2847,16.15,2.71,92.43
2023,2848,16.07,2.23,88.26
2023,2849,23.58,6.78,95.01
2023,2850,28.32,42.12,42.29
2023,2851,5.26,36.52,56.35
2023,2852,5.57,86.76,87
2023,2853,0.51,118.71,122.06
2023,2854,5.99,67.03,112.68
2023,2855,3.23,78.47,98.03
2023,2856,3.75,92.09,117.63
2023,2857,8.27,84.31,116.5
2023,2858,8.73,85.5,119.25
2023,2859,9.15,110.11,111.62
2023,2860,9.56,75.07,111.77
2023,2861,8.25,83.6,96.74
2023,2862,0.84,80.6,92.63
2023,2863,1.56,37.7,87.3
2023,2864,13.89,34.89,93.91
2023,2865,10.74,27.7,44.47
2023,2866,9.24,2.61,69.54
2023,2867,0.94,55.16,96.88
2023,2868,0.99,2.32,91.87
2023,2869,9.16,4.22,86.52
2023,2870,12.44,-15.43,4.16
2023,2871,12.25,5.14,86.34
2023,2872,12.16,5.26,31
2023,2873,1.84,0.01,74.66
2023,2874,15.37,36.18,77.52
2023,2875,8.04,91.42,111.63
2023,2876,7.96,114.01,128.57
2023,2877,6.77,116.2,138.85
2023,2878,5.53,82.43,114.23
2023,2879,4.18,25.31,118.33
2023,2880,3.75,27.16,113.82
2023,2881,3.75,18.55,113.94
2023,2882,8.03,14.96,101.9
2023,2883,9.66,20.23,97.28
2023,2884,0.96,21.36,97.04
2023,2885,9.54,9.53,93.61
2023,2886,8.63,63.3,89.44
2023,2887,13.23,26.89,99.41
2023,2888,1.09,9,69.81
2023,2889,0.78,-15.31,31.1
2023,2890,0.28,-12.57,3.12
2023,2891,0.28,-21.3,4.16
2023,2892,0.28,-13.3,5.49
2023,2893,0.28,-17.43,3.35
2023,2894,0.25,-38.75,3.12
2023,2895,3.25,-46.58,1.04
2023,2896,3.75,-45,4.16
2023,2897,8.66,-26.7,19.87
2023,2898,13.81,38.73,90
2023,2899,3.75,61.68,170.33
2023,2900,2.72,106.36,148.67
2023,2901,2.53,114.58,134.99
2023,2902,3.46,54.05,114.72
2023,2903,6.01,67.01,112.77
2023,2904,3.75,62.9,88.98
2023,2905,0.04,82.81,90.31
2023,2906,0.04,68.74,89.3
2023,2907,0.04,64.71,91.24
2023,2908,4.32,6.52,97.48
2023,2909,3.12,71.73,111.67
2023,2910,2.12,87.43,122.29
2023,2911,2.98,95.82,135.28
2023,2912,4.85,91.86,119.07
2023,2913,5.45,67.91,115.88
2023,2914,9.15,58.79,110.04
2023,2915,11.05,57.4,99.56
2023,2916,12.44,87.78,94.71
2023,2917,1.22,93.26,97.51
2023,2918,11.64,73.49,93.62
2023,2919,12.27,87.2,97.49
2023,2920,8.22,87.75,107.56
2023,2921,5.17,64.74,128.47
2023,2922,5.54,78.98,110.42
2023,2923,5.09,89.24,179.29
2023,2924,3.26,104.42,175.14
2023,2925,0.03,116.83,143.43
2023,2926,3.71,110.83,133.84
2023,2927,2.98,101.29,118.16
2023,2928,5.17,106.33,113.21
2023,2929,4.46,101.76,109.66
2023,2930,4.95,61.2,108.73
2023,2931,5.53,84.89,95.4
2023,2932,4.76,80.43,111.23
2023,2933,4.24,82.33,115.39
2023,2934,2.98,86.87,120.42
2023,2935,3.82,72.9,96.24
2023,2936,11.25,68.05,115.62
2023,2937,0.15,80.44,108.28
2023,2938,12.81,88.25,106.06
2023,2939,1.29,60.76,105.94
2023,2940,0.11,48.71,95.91
2023,2941,0.09,40.39,95.08
2023,2942,0.81,29.25,94.06
2023,2943,0.75,73.88,96.86
2023,2944,0.93,42.38,94.22
