,,Availability,ActivationDw,ActivationUp
2023,7021,16.59,0.04,2.51
2023,7022,1.66,0.03,4.32
2023,7023,1.75,0.02,4.31
2023,7024,0.2,0.07,56.01
2023,7025,0.25,24.5,71.45
2023,7026,16.35,45.18,69.67
2023,7027,0.16,76.87,82.55
2023,7028,15.55,22.95,77.73
2023,7029,1.48,0.28,70.29
2023,7030,1.25,0.04,73.22
2023,7031,16.79,31.95,75.89
2023,7032,13.91,38.19,56.05
2023,7033,13.49,69.94,56
2023,7034,15.51,27.18,55.9
2023,7035,16.74,18.19,56.05
2023,7036,16.67,18.19,55.25
2023,7037,14.85,27.19,55.68
2023,7038,10.21,6.01,57.5
2023,7039,16.37,5.05,82.69
2023,7040,1.64,7.25,73.9
2023,7041,17.65,0.13,43.29
2023,7042,0.2,0.03,34.81
2023,7043,16.98,0.02,34.03
2023,7044,20.92,0.02,61.6
2023,7045,23.36,0.06,51.27
2023,7046,23.28,0.04,73.11
2023,7047,0.25,16.76,86.93
2023,7048,33.97,0,57.08
2023,7049,23.54,57.62,96.95
2023,7050,9.74,90.56,125.44
2023,7051,12.54,67.88,128.75
2023,7052,8.13,69,135.75
2023,7053,8.83,70.67,121.33
2023,7054,0.11,66.71,72.35
2023,7055,6.25,78.13,119.33
2023,7056,3.22,44.79,106.41
2023,7057,0.37,85.5,80.49
2023,7058,4.21,81.97,106.75
2023,7059,5.32,41.55,105.21
2023,7060,6.24,38.31,106.56
2023,7061,6.83,59.63,101.23
2023,7062,8.52,53.63,102.95
2023,7063,16.03,71.44,106.84
2023,7064,15.44,79.25,110.08
2023,7065,17.45,69.83,114.65
2023,7066,20.52,75,115.95
2023,7067,20.24,67.76,105.67
2023,7068,19.94,56.76,118.31
2023,7069,1.89,86.33,146.29
2023,7070,20.54,63.65,143.37
2023,7071,18.42,93.98,167.63
2023,7072,2.15,93.75,161.83
2023,7073,17.97,84.44,147.77
2023,7074,17.25,96.64,122.21
2023,7075,0.05,98.7,112.4
2023,7076,12.74,103.31,85.94
2023,7077,16.83,94.51,111.43
2023,7078,16.18,76.69,134.44
2023,7079,9.82,91.07,135.34
2023,7080,8.99,81.04,127.89
2023,7081,9.34,79.11,121.94
2023,7082,9.69,75.29,123.23
2023,7083,10.12,65.2,98.81
2023,7084,8.97,78.92,136.84
2023,7085,6.48,75.41,141.82
2023,7086,4.84,96.79,70.48
2023,7087,7.51,121.06,157.19
2023,7088,6.47,116.15,151.84
2023,7089,7.67,135.39,142.58
2023,7090,9.44,114.05,158.5
2023,7091,10.27,116.06,169.25
2023,7092,10.27,118.7,191.15
2023,7093,9.59,115.23,151.12
2023,7094,9.44,116.46,149.91
2023,7095,14.44,109.27,138.63
2023,7096,18.55,96.21,133.73
2023,7097,6.12,98,133.24
2023,7098,6.44,96.02,152.97
2023,7099,9.75,122.97,1.64
2023,7100,5.44,137.52,162.79
2023,7101,4.24,105.02,124.93
2023,7102,4.68,96.16,124.81
2023,7103,7.55,78.13,113.35
2023,7104,8.07,75.22,113.67
2023,7105,11.24,62.02,107.77
2023,7106,14.25,87.55,105.1
2023,7107,15.99,74.74,104.49
2023,7108,16.22,49.75,102.67
2023,7109,13.75,90.72,118.69
2023,7110,6.88,115.03,126.36
2023,7111,0.11,76.91,133.82
2023,7112,0.11,92.04,92.11
2023,7113,18.11,18.02,105.53
2023,7114,1.63,0.06,58.83
2023,7115,15.72,0.02,71.09
2023,7116,13.65,0.02,65.11
2023,7117,0.14,0.01,76.23
2023,7118,14.16,60.82,74.5
2023,7119,18.71,41.19,87.18
2023,7120,18.95,62.42,105.75
2023,7121,19.58,79.82,94.01
2023,7122,6.95,101.49,120
2023,7123,5.38,101.82,120.3
2023,7124,0.73,78.29,116.16
2023,7125,0.99,89.86,122.95
2023,7126,18.08,39.54,113.64
2023,7127,10.58,35.41,88.95
2023,7128,13.26,16.44,70.96
2023,7129,12.85,18.06,64.25
2023,7130,12.67,0.06,85.12
2023,7131,12.71,0.06,43.56
2023,7132,12.46,0.06,102.21
2023,7133,13.38,28.33,86.29
2023,7134,10.08,44.62,96.08
2023,7135,16.82,69.25,100.43
2023,7136,18.49,38.85,95.03
2023,7137,18.39,12.16,71.79
2023,7138,1.62,47.01,76.2
2023,7139,14.81,18.34,78.61
2023,7140,10.12,38.94,93.18
2023,7141,0.98,20.75,95
2023,7142,0.1,17.45,87.32
2023,7143,1.39,45.66,75.95
2023,7144,17.98,20.04,77.4
2023,7145,16.12,27.6,43.35
2023,7146,1.08,53.74,96.85
2023,7147,0.63,71.49,95.93
2023,7148,6.95,43.66,95.19
2023,7149,15.31,66.59,92.72
2023,7150,16.22,44.52,90.5
2023,7151,16.89,23.68,62.37
2023,7152,17.54,45.68,55.91
2023,7153,1.75,35.45,61.9
2023,7154,1.75,28.34,62.41
2023,7155,17.83,49.94,62.47
2023,7156,17.62,42.8,62.52
2023,7157,1.61,49.24,73.82
2023,7158,14.05,45.29,90.84
2023,7159,16.02,46.26,104.99
2023,7160,14.57,40.57,76.7
2023,7161,14.78,50.25,68.33
2023,7162,14.26,39.56,71.35
2023,7163,13.62,18.6,62.41
2023,7164,13.18,10.04,69.66
2023,7165,10.69,8.79,51.63
2023,7166,1.17,16.44,55.52
2023,7167,1.32,7.89,40.1
2023,7168,20.54,2.62,42.3
2023,7169,17.61,0.99,51.39
2023,7170,12.22,2.16,25.03
2023,7171,8.55,4.7,66.81
2023,7172,11.02,10.31,68.71
2023,7173,1.51,79.2,73.53
2023,7174,14.33,44.47,55.96
2023,7175,12.87,24.72,34.95
2023,7176,13.48,11.4,31.84
2023,7177,14.48,7.07,34.51
2023,7178,14.49,4.78,34.58
2023,7179,14.48,1.12,23.82
2023,7180,14.48,4.3,34.7
2023,7181,1.25,23.63,36.72
2023,7182,8.92,9.49,75.24
2023,7183,10.27,20.34,77.58
2023,7184,9.58,25.96,65.73
2023,7185,11.05,0.07,32.88
2023,7186,9.63,3.31,23.28
2023,7187,8.21,7.32,2.31
2023,7188,8.92,0.01,3.21
2023,7189,0.75,-10,4.31
2023,7190,0.75,-3.45,4.31
2023,7191,8.21,1.25,4.29
2023,7192,13.07,3.89,14.73
2023,7193,9.57,4.41,61.51
2023,7194,11.92,33.94,93.87
2023,7195,9.49,96.57,110.02
2023,7196,0.86,73.05,104.17
2023,7197,9.96,29.32,72.5
2023,7198,9.12,5.65,65.75
2023,7199,10.34,10.25,22.08
2023,7200,10.34,9.5,16.45
2023,7201,13.55,0.05,9.91
2023,7202,13.62,0.46,4.31
2023,7203,13.76,0.04,4.31
2023,7204,13.65,1.89,4.31
2023,7205,13.94,1.91,4.32
2023,7206,13.44,1.93,16.38
2023,7207,0.13,6.64,18.19
2023,7208,13.55,1.59,18.19
2023,7209,9.53,-3.74,6.08
2023,7210,11.05,-10.71,2.86
2023,7211,8.84,-6,3.64
2023,7212,8.48,-3.5,4.31
2023,7213,11.05,-3,4.31
2023,7214,1.25,-7.92,4.31
2023,7215,11.69,-10,4.31
2023,7216,16.33,-12.71,2.5
2023,7217,14.65,0.04,35.81
2023,7218,10.34,2.89,58.47
2023,7219,5.73,9.54,96.52
2023,7220,4.97,4.56,59.54
2023,7221,0.05,7.45,22.8
2023,7222,8.92,0.04,16.52
2023,7223,12.84,0.03,4.31
2023,7224,1.25,1.11,4.34
2023,7225,14.68,-9.96,3.23
2023,7226,15.74,2.04,4.31
2023,7227,1.62,-5,4.31
2023,7228,1.64,-6.66,4.41
2023,7229,1.64,-5,4.39
2023,7230,15.91,25.19,4.45
2023,7231,14.23,25,4.46
2023,7232,16.46,-3.49,4.46
2023,7233,16.47,-0.76,4.26
2023,7234,13.79,-3.59,4.31
2023,7235,9.63,-5,4.36
2023,7236,10.34,0.08,4.36
2023,7237,11.76,1.63,4.37
2023,7238,11.18,11.13,65.4
2023,7239,14.49,3.85,24.91
2023,7240,13.89,4.52,141.47
2023,7241,13.98,52.43,196.61
2023,7242,5.24,38.9,81.65
2023,7243,5.38,66.62,103.61
2023,7244,5.46,20.11,69.31
2023,7245,6.78,13.59,74.22
2023,7246,5.75,12.06,42.65
2023,7247,8.92,28.08,86.43
2023,7248,13.29,36,87.34
2023,7249,12.75,26.8,50.87
2023,7250,11.76,2.37,30.87
2023,7251,12.06,0.05,11.14
2023,7252,10.34,3.35,19.82
2023,7253,10.34,5.63,68.46
2023,7254,8.21,15.48,61
2023,7255,4.42,30.47,82.87
2023,7256,0.45,33.39,67.49
2023,7257,0.09,10.63,40.93
2023,7258,11.76,2.59,16.11
2023,7259,11.05,0.04,11.37
2023,7260,9.63,0.03,7.24
2023,7261,9.63,0.45,5
2023,7262,9.63,0.06,2.87
2023,7263,11.32,0.05,4.31
2023,7264,13.11,0.04,1.72
2023,7265,11.05,15.07,22.65
2023,7266,8.04,15.89,63.15
2023,7267,0.45,31.42,58.33
2023,7268,4.52,34.9,89.98
2023,7269,4.62,35.83,94.75
2023,7270,7.13,28.72,83.39
2023,7271,7.67,28.83,81.15
2023,7272,9.19,65.71,116.11
2023,7273,10.19,69.65,120.45
2023,7274,10.76,73.6,120.8
2023,7275,10.72,76.14,118.83
2023,7276,10.71,75.13,117.16
2023,7277,10.18,71.1,116.81
2023,7278,7.96,69.93,104.8
2023,7279,4.63,71.37,104.29
2023,7280,5.97,43,120.97
2023,7281,6.68,15.76,104.7
2023,7282,6.28,15.95,106.29
2023,7283,0.45,33.33,110.88
2023,7284,0.75,17.26,102.97
2023,7285,7.89,14.89,105.51
2023,7286,0.75,60.58,106.52
2023,7287,1.35,17.5,120.07
2023,7288,1.82,66.67,135.11
2023,7289,25.46,62.26,160.81
2023,7290,10.91,65.27,122.68
2023,7291,6.98,19.12,120.21
2023,7292,4.63,13.45,65.72
2023,7293,4.63,6.45,52
2023,7294,0.45,5.71,33.75
2023,7295,9.46,4.01,71.09
2023,7296,8.22,9.5,66.48
2023,7297,0.75,10.73,34.61
2023,7298,0.07,2.3,47.7
2023,7299,5.57,1,38.37
2023,7300,0.05,2.09,23.71
2023,7301,0.05,1.2,24.21
2023,7302,0.05,0.83,16.83
2023,7303,0.61,1.87,23.46
2023,7304,0.91,12.84,41.45
2023,7305,7.86,9.8,24.46
2023,7306,8.94,8.03,37.46
2023,7307,8.58,6.26,23.48
2023,7308,8.58,0.01,23.47
2023,7309,8.58,0.31,23.47
2023,7310,8.94,2.6,23.48
2023,7311,9.93,1.28,23.48
2023,7312,15.55,7.77,18.1
2023,7313,0.72,8.28,52.57
2023,7314,0.45,9.23,68.58
2023,7315,2.48,2.97,62.28
2023,7316,0.27,43.33,50.2
2023,7317,0.36,37.85,63.39
2023,7318,0.33,2.85,38.2
2023,7319,0.45,0.55,44.39
2023,7320,8.92,0.54,27.08
2023,7321,9.63,0.04,14.24
2023,7322,10.34,-6.67,15.68
2023,7323,9.63,-5,14.82
2023,7324,8.56,0.98,20.32
2023,7325,8.92,0.69,20.27
2023,7326,8.21,4.87,16.38
2023,7327,2.35,3.09,28.31
2023,7328,0.49,3.16,43.75
2023,7329,4.84,3.4,49.33
2023,7330,0.75,3.55,34.76
2023,7331,2.88,2.1,19.05
2023,7332,0.03,2.18,22.05
2023,7333,2.95,1.73,23.46
2023,7334,2.67,1.08,23.47
2023,7335,0.32,0.91,30.11
2023,7336,0.42,1.21,42.47
2023,7337,3.93,2.9,38.96
2023,7338,2.35,12.69,44.07
2023,7339,2.69,15.23,75.37
2023,7340,2.33,2,45.05
2023,7341,2.25,3.46,34.88
2023,7342,2.35,0.76,36.07
2023,7343,0.45,0.32,19.05
2023,7344,15.58,-2.64,11.4
2023,7345,15.86,39.3,11.2
2023,7346,16.08,27.97,10.77
2023,7347,16.11,37.3,14.5
2023,7348,16.11,13.77,10.06
2023,7349,16.03,29.48,10.71
2023,7350,0.15,1.76,13.37
2023,7351,3.11,1.96,15.15
2023,7352,2.72,0.94,23.4
2023,7353,2.72,0.72,17.65
2023,7354,2.72,1.43,11.9
2023,7355,0.03,-0.19,7.73
2023,7356,0.29,1.63,10.28
2023,7357,0.32,-0.44,5.4
2023,7358,0.31,0,10.54
2023,7359,3.56,4.23,22.27
2023,7360,3.49,2.39,17.7
2023,7361,3.07,6.63,41.52
2023,7362,1.78,8.21,86.33
2023,7363,1.78,10.52,68.52
2023,7364,3.51,16.66,92.41
2023,7365,1.78,13.56,86.2
2023,7366,1.78,8.22,57.46
2023,7367,2.69,5.5,27
2023,7368,11.78,10.05,17.95
2023,7369,7.35,19.19,21.72
2023,7370,0.75,10.05,20.86
2023,7371,0.75,5.71,20.86
2023,7372,0.75,1.36,19.95
2023,7373,0.27,1.12,22.58
2023,7374,0.28,0.87,16.7
2023,7375,2.91,0.57,23.45
2023,7376,5.57,3.88,19.76
2023,7377,0.87,4.3,20.59
2023,7378,0.75,3.11,17.5
2023,7379,0.25,2.2,20.75
2023,7380,0.25,2.11,20.53
2023,7381,2.25,2.11,20.71
2023,7382,2.25,-1.77,22.17
2023,7383,8.57,3.48,14.45
2023,7384,10.71,2.02,22.08
2023,7385,9.64,1.11,23.45
2023,7386,0.22,4.25,23.45
2023,7387,2.25,6.28,23.44
2023,7388,2.25,5.32,22.92
2023,7389,2.25,3.48,23.13
2023,7390,0.02,6.78,17.22
2023,7391,2.25,10,14.06
2023,7392,11.42,10.11,23.46
2023,7393,8.57,0.01,22.41
2023,7394,0.75,0.01,12.14
2023,7395,8.57,-0.25,9.64
2023,7396,9.81,0,19.45
2023,7397,8.57,0,21.72
2023,7398,9.12,-2.5,23.45
2023,7399,0.75,0.01,23.45
2023,7400,10.71,-2.5,21.37
2023,7401,0.75,-21.47,1.93
2023,7402,8.76,-35.71,13.97
2023,7403,2.75,-15.52,1.25
2023,7404,2.75,-16.67,0
2023,7405,0.25,-12,16.17
2023,7406,2.76,-15.41,-0.75
2023,7407,0.75,-32.43,9.84
2023,7408,9.64,-10,21.34
2023,7409,7.68,4.58,57.19
2023,7410,0.34,7.8,95.1
2023,7411,4.49,8.37,97.54
2023,7412,4.91,35.58,91.15
2023,7413,0.52,28.77,91.23
2023,7414,4.62,30.28,90.53
2023,7415,0.05,20.46,79
2023,7416,11.97,44.74,102.46
2023,7417,10.34,46.62,93.11
2023,7418,11.53,10,96.41
2023,7419,11.05,10,27.6
2023,7420,10.61,8.24,95.57
2023,7421,6.43,28.18,108.32
2023,7422,7.54,48.51,113.98
2023,7423,2.83,69.85,103.76
2023,7424,10.34,40.07,138.57
2023,7425,0.1,8.37,106.14
2023,7426,10.48,6.52,66.74
2023,7427,10.39,6.96,72.18
2023,7428,1.01,2.57,43.75
2023,7429,10.64,0.09,40.67
2023,7430,10.71,0.07,38.5
2023,7431,10.99,0.03,29.6
2023,7432,12.75,1.64,53.18
2023,7433,16.19,22.6,99.83
2023,7434,6.03,60.07,111.46
2023,7435,5.54,54.02,111.62
2023,7436,0.05,65.53,103.23
2023,7437,8.16,44.94,102.83
2023,7438,0.09,50.77,99.24
2023,7439,12.06,98.04,113.62
2023,7440,6.23,85.29,117.93
2023,7441,6.13,89.98,113.94
2023,7442,9.67,83.91,106.33
2023,7443,8.92,78.83,97.96
2023,7444,9.71,84.78,101.05
2023,7445,6.59,28.33,119.3
2023,7446,2.98,73.42,113.68
2023,7447,3.52,69.23,70.09
2023,7448,4.16,88.39,119.88
2023,7449,7.16,19.03,93.51
2023,7450,12.59,0,105.78
2023,7451,1.54,27.11,63.88
2023,7452,0.16,28.03,99.72
2023,7453,1.65,27.84,99.69
2023,7454,17.25,40.4,105.06
2023,7455,17.53,24.32,81.5
2023,7456,17.66,21.39,95.42
2023,7457,5.69,68.33,127.62
2023,7458,6.02,93.36,103.34
2023,7459,0.45,64.77,111.61
2023,7460,4.51,66.85,102.34
2023,7461,3.49,70.45,119.01
2023,7462,8.98,69.81,97.55
2023,7463,1.25,67.21,93.23
2023,7464,5.77,90.6,104.4
2023,7465,8.12,52.38,70.61
2023,7466,8.25,60.74,97.54
2023,7467,8.25,77.5,89.16
2023,7468,0.86,75.77,100.59
2023,7469,7.92,95,101.48
2023,7470,5.19,79.89,102.66
2023,7471,2.65,77.1,106.55
2023,7472,0.15,81.8,109.3
2023,7473,17.36,35.9,105
2023,7474,21.42,15.5,84.85
2023,7475,19.61,10.97,89.53
2023,7476,0.2,18.66,83.6
2023,7477,0.16,24.5,98.34
2023,7478,16.97,40.17,59
2023,7479,0.2,0.02,97.92
2023,7480,1.85,-1.98,103.49
2023,7481,12.68,57.45,120.27
2023,7482,4.39,84.64,126.56
2023,7483,3.98,73.27,60.47
2023,7484,7.07,74.77,1.23
2023,7485,9.89,50.88,99.98
2023,7486,0.1,55.84,99.75
2023,7487,15.62,35.9,85.78
2023,7488,0.88,31.94,79.89
2023,7489,10.09,33.32,68.23
2023,7490,9.99,12.54,44.41
2023,7491,1.12,0.03,44.28
2023,7492,11.08,27,74.58
2023,7493,11.31,55.25,70.41
2023,7494,8.63,3.52,72.91
2023,7495,0.02,24.98,85.11
2023,7496,2.05,27.88,95.66
2023,7497,3.97,25.4,80.85
2023,7498,9.38,3.8,75.67
2023,7499,11.16,35.97,79.83
2023,7500,10.99,44.33,67.4
2023,7501,10.82,15.9,61.74
2023,7502,0.1,0.09,63.65
2023,7503,9.82,0.08,52.63
2023,7504,11.29,0.04,73.07
2023,7505,14.09,51,93.94
2023,7506,0.13,50.97,102.98
2023,7507,0.02,83.75,102.58
2023,7508,0.13,67.52,69.58
2023,7509,2.12,62.86,92.39
2023,7510,4.25,50.56,84.29
2023,7511,0.62,17.61,79.32
2023,7512,9.75,20.92,96.39
2023,7513,9.75,27.14,57.59
2023,7514,10.38,14.68,52.02
2023,7515,10.86,32.07,50.79
2023,7516,0.11,24.77,50.74
2023,7517,10.67,39.4,25.43
2023,7518,9.58,25.47,51
2023,7519,8.67,18.02,69.17
2023,7520,10.69,16,87.84
2023,7521,9.75,-2.47,26.84
2023,7522,8.86,3.27,33.42
2023,7523,0.93,0.08,45.26
2023,7524,8.57,0.08,45.31
2023,7525,6.96,0.07,18.01
2023,7526,0.07,0.05,27.38
2023,7527,0.98,0.07,45.96
2023,7528,9.42,0.52,51.56
2023,7529,0.75,8.01,68.5
2023,7530,0.25,14.03,81.03
2023,7531,0.02,5.03,54.33
2023,7532,1.98,0.37,65.85
2023,7533,2.78,5.29,74.87
2023,7534,5.59,0.27,62.73
2023,7535,10.14,0.04,52.03
2023,7536,6.32,12.71,22.95
2023,7537,5.46,6.74,21.67
2023,7538,6.36,3.48,18.99
2023,7539,10.73,0.05,17.66
2023,7540,1.17,2.18,16
2023,7541,14.64,0.05,14.55
2023,7542,14.09,4.92,20.82
2023,7543,13.79,16.69,21.12
2023,7544,23.75,16.61,27.97
2023,7545,16.08,19.61,27.42
2023,7546,14.65,7.47,25.74
2023,7547,8.87,6.04,17.35
2023,7548,0.93,0.06,18.88
2023,7549,8.98,5.85,23.46
2023,7550,9.36,11.65,23.74
2023,7551,13.99,22.83,23.58
2023,7552,1.75,1.23,25.74
2023,7553,14.65,7.42,52.21
2023,7554,4.97,11.65,99.76
2023,7555,5.03,0.21,50.69
2023,7556,5.24,0.15,53.94
2023,7557,5.03,0.1,50.48
2023,7558,4.98,0.04,27.42
2023,7559,11.67,0.04,23.67
2023,7560,12.87,0.03,11.15
2023,7561,13.22,-1.43,22.63
2023,7562,13.33,-2.89,21.14
2023,7563,13.33,-5,21.19
2023,7564,13.89,0.01,21.19
2023,7565,0.15,1.49,21.61
2023,7566,0.15,0.66,17.32
2023,7567,1.49,2.64,16.97
2023,7568,1.72,4.2,28.18
2023,7569,0.15,0.03,18.51
2023,7570,13.49,1.24,2.67
2023,7571,11.74,0.02,2.48
2023,7572,11.34,-5.25,1.1
2023,7573,11.27,-2.75,9.03
2023,7574,11.28,0.02,1.31
2023,7575,13.76,-8.35,9.15
2023,7576,14.72,5.1,33.53
2023,7577,12.11,15.17,87.19
2023,7578,9.98,48.23,90.08
2023,7579,7.25,35.72,83.11
2023,7580,6.99,53,83.72
2023,7581,0.06,38.94,84.08
2023,7582,9.73,11.69,73.46
2023,7583,9.93,0.04,68.16
2023,7584,0.96,0.04,70.92
2023,7585,1.08,52.63,47.81
2023,7586,11.94,25,80.74
2023,7587,11.87,11.03,48.8
2023,7588,11.94,20.11,36.44
2023,7589,10.48,22.41,65.44
2023,7590,8.97,14.7,75.82
2023,7591,1.28,68.6,61.47
2023,7592,10.89,20.09,42.27
2023,7593,10.01,0.03,73.94
2023,7594,9.53,31.61,33.86
2023,7595,9.43,20.14,40.22
2023,7596,10.06,22.4,57.69
2023,7597,10.08,53.88,56.58
2023,7598,9.82,35.39,49.27
2023,7599,12.05,0.07,38.6
2023,7600,0.1,15.36,62.36
2023,7601,8.71,33.31,89.42
2023,7602,1.98,66.29,91.56
2023,7603,3.14,74.95,62.24
2023,7604,1.98,30.12,83.3
2023,7605,0.41,37.28,81.9
2023,7606,5.21,35.28,76.37
2023,7607,9.18,34.94,75.87
2023,7608,11.52,4.02,57.78
2023,7609,11.55,4.73,62.18
2023,7610,11.88,0.04,79.11
2023,7611,11.75,0.03,40.62
2023,7612,11.67,0.02,79.11
2023,7613,10.17,0.03,50.28
2023,7614,8.75,31.86,80.74
2023,7615,3.19,32.19,81.62
2023,7616,6.11,25.17,56.7
2023,7617,1.25,1.68,80.99
2023,7618,13.47,50.08,80.6
2023,7619,1.25,55.25,85.94
2023,7620,11.93,40.5,85.27
2023,7621,11.64,44.72,80.13
2023,7622,11.59,34.66,70.6
2023,7623,16.57,5.68,79.59
2023,7624,11.79,-2.46,15.03
2023,7625,6.46,29.11,90.02
2023,7626,2.77,33.97,90.03
2023,7627,2.63,71.84,65.22
2023,7628,2.79,86.2,44.61
2023,7629,1.76,49.85,66.1
2023,7630,2.75,38.75,88.3
2023,7631,0.57,36.75,67.36
2023,7632,4.38,0.02,86.71
2023,7633,4.91,66.28,87.46
2023,7634,0.52,20.8,62.88
2023,7635,0.51,0.01,76.29
2023,7636,0.51,2.01,72.78
2023,7637,4.11,15.51,73.29
2023,7638,1.32,17.83,51.2
2023,7639,0.28,47.42,93.05
2023,7640,0.04,44.56,114.32
2023,7641,6.26,46.23,101.83
2023,7642,1.43,97.88,116
2023,7643,10.97,87.02,115.72
2023,7644,13.85,92.01,132.49
2023,7645,13.79,48.44,143.21
2023,7646,1.62,95.97,113.86
2023,7647,15.45,54.58,90.45
2023,7648,7.92,27.5,94.06
2023,7649,0.49,81.19,105.84
2023,7650,4.63,81.62,117.4
2023,7651,2.98,77.59,75.14
2023,7652,3.16,79.06,38.43
2023,7653,0.24,67.37,101.12
2023,7654,0.22,70.09,92.44
2023,7655,13.14,92.11,104.25
2023,7656,12.62,85.25,118.11
2023,7657,9.93,87.55,113.41
2023,7658,10.37,74.91,111.93
2023,7659,1.14,90.01,99.14
2023,7660,9.15,84.21,98.83
2023,7661,7.78,56.76,99.29
2023,7662,0.95,32.63,91.38
2023,7663,0.64,48.78,95.14
2023,7664,2.85,68.32,118.31
2023,7665,0.2,46.47,113.22
2023,7666,2.54,47.94,75.36
2023,7667,25.01,23.49,111.32
2023,7668,24.72,24.14,109.28
2023,7669,22.85,93.99,99.82
2023,7670,20.08,93.03,99.54
2023,7671,28.05,41.28,47.69
2023,7672,26.69,17.37,87.57
2023,7673,0.07,86.72,108.09
2023,7674,4.19,82.9,111.73
2023,7675,4.01,78.17,99.58
2023,7676,4.28,74.05,109.56
2023,7677,1.36,74.54,109.84
2023,7678,2.88,81.71,107.69
2023,7679,0.76,63.98,102.02
2023,7680,0.05,41.54,111.88
2023,7681,6.07,71.96,77.09
2023,7682,6.65,31.37,99.04
2023,7683,7.42,71.86,83.06
2023,7684,0.07,41.09,95.01
2023,7685,5.68,55.94,104.97
2023,7686,0.05,52.41,109.92
2023,7687,4.71,72.27,105.85
2023,7688,4.75,83.94,129.97
2023,7689,4.34,38.7,54.7
2023,7690,5.39,38.59,65.19
2023,7691,0.05,47.3,69.21
2023,7692,8.23,76.05,79.98
2023,7693,9.08,33.57,1.63
2023,7694,7.92,27.5,68.66
2023,7695,9.53,12.67,103.67
2023,7696,0.62,26.03,125.37
2023,7697,4.26,65.4,121.6
2023,7698,0.05,65.86,128.97
2023,7699,4.72,73.42,104.71
2023,7700,2.88,67.3,106.28
2023,7701,4.47,72.07,114.7
2023,7702,5.82,50,112.6
2023,7703,8.25,57.7,110.29
2023,7704,0.75,51.53,108.92
2023,7705,12.82,49,102.07
2023,7706,13.83,49.67,104.73
2023,7707,15.41,50.33,100.53
2023,7708,15.44,53,103.08
2023,7709,1.46,45,105.47
2023,7710,13.37,71.54,101.49
2023,7711,0.15,42.5,100.34
2023,7712,31.64,47.49,91.97
2023,7713,25.38,13.63,68.5
2023,7714,17.26,38.6,87.05
2023,7715,1.99,40.03,75.26
2023,7716,17.98,39.94,92.67
2023,7717,17.57,37.74,80.28
2023,7718,21.55,20.33,93.54
2023,7719,3.75,48.5,104.71
2023,7720,2.25,22.21,74.48
2023,7721,1.63,42,104.47
2023,7722,5.37,31.67,104.43
2023,7723,0.05,44.5,80.56
2023,7724,0.58,45.5,54.82
2023,7725,0.64,44.93,78.56
2023,7726,1.02,43.38,92.69
2023,7727,1.34,43.56,92.71
2023,7728,8.62,56.37,92.58
2023,7729,12.06,52.95,93.42
2023,7730,11.11,49.52,90.52
2023,7731,10.81,78.57,91.26
2023,7732,12.06,54.54,90.15
2023,7733,11.23,66.6,91.08
2023,7734,10.42,78.67,92.73
2023,7735,9.58,73.96,95.61
2023,7736,10.58,58.45,95.29
2023,7737,14.51,-153.9,91.63
2023,7738,1.43,30,90.11
2023,7739,11.24,6.28,41.76
2023,7740,10.72,19.12,91.26
2023,7741,10.84,41.26,94.09
2023,7742,11.94,27.48,91.65
2023,7743,1.65,11.7,72.07
2023,7744,17.09,34.04,87.53
2023,7745,1.17,70.26,97.47
2023,7746,5.53,66.62,102.97
2023,7747,3.82,66.87,71.33
2023,7748,1.32,81.53,111.79
2023,7749,0.75,86.39,102.29
2023,7750,3.99,66.23,94.19
2023,7751,0.79,65.24,95.38
2023,7752,2.31,65.29,118.67
2023,7753,3.78,77.74,108.54
2023,7754,6.75,78.16,110.19
2023,7755,6.68,87.38,103.42
2023,7756,6.88,65,110.78
2023,7757,8.25,66.31,112.75
2023,7758,0.02,66.64,102.8
2023,7759,3.67,63.37,121.1
2023,7760,4.16,59.68,116.96
2023,7761,4.76,34.31,69.46
2023,7762,0.14,20.8,69.93
2023,7763,0.82,66.06,84.59
2023,7764,1.44,37.67,62.5
2023,7765,1.58,21.25,83.91
2023,7766,14.33,22.72,70.59
2023,7767,16.51,0,76.63
2023,7768,18.44,4.63,90.26
2023,7769,10.45,33.51,92.18
2023,7770,4.35,47.64,105.27
2023,7771,2.53,49.12,99.53
2023,7772,0.23,43.07,111.62
2023,7773,4.05,32.93,98.74
2023,7774,3.55,12.53,87.24
2023,7775,12.07,3.67,69.51
2023,7776,13.36,11.58,58.39
2023,7777,11.38,36.13,56.56
2023,7778,11.51,31.45,56.66
2023,7779,11.51,3.41,60.13
2023,7780,11.51,5,58.15
2023,7781,1.14,3.41,35.71
2023,7782,8.52,10.53,97.47
2023,7783,5.32,18.5,75.44
2023,7784,4.67,38,93.61
2023,7785,0.88,25.05,53.05
2023,7786,12.46,35.44,67.29
2023,7787,8.71,57.56,63.37
2023,7788,0.83,47.7,43.43
2023,7789,0.69,12.49,60.01
2023,7790,6.84,10,52.22
2023,7791,9.91,13.5,61.34
2023,7792,10.36,6.11,71.14
2023,7793,9.13,19.66,74.17
2023,7794,5.18,40.74,96.27
2023,7795,1.96,60.53,83.69
2023,7796,1.28,41,89.92
2023,7797,0.13,40.81,85.3
2023,7798,0.98,11.06,77.9
2023,7799,0.94,7.23,79.5
2023,7800,14.65,0,48.16
