,PNSCost,CoolingCost,CO2Cost,GCPCapacity,VAT,SET,TimeStep,MinRatioDwUp,MaxRatioDwUp,AnnualDiscountRate,EconomicBaseYear
Parameters,1000,1,83.66,17,0.21,0.005,1,0,1,0.05,2023
