,,Price
2021,760,48.85
2021,761,54.68
2021,762,60.79
2021,763,59.38
2021,764,54.34
2021,765,50.03
2021,766,45.9
2021,767,35
2021,768,12.97
2021,769,5.1
2021,770,2.4
2021,771,1.95
2021,772,1.95
2021,773,1.95
2021,774,1.95
2021,775,1.95
2021,776,1.95
2021,777,4
2021,778,5.1
2021,779,1.95
2021,780,1.95
2021,781,1.95
2021,782,1.95
2021,783,1.95
2021,784,1.95
2021,785,1.95
2021,786,5.1
2021,787,8.4
2021,788,14
2021,789,10.99
2021,790,5.1
2021,791,1.95
2021,792,1.95
2021,793,1.9
2021,794,1
2021,795,0.16
2021,796,0.16
2021,797,0.16
2021,798,0.16
2021,799,0.16
2021,800,0.16
2021,801,1
2021,802,1.95
2021,803,1.95
2021,804,1.95
2021,805,1.95
2021,806,1.95
2021,807,1.94
2021,808,1.9
2021,809,1.95
2021,810,1.95
2021,811,1.95
2021,812,1.96
2021,813,1.96
2021,814,1.95
2021,815,1.95
2021,816,1.94
2021,817,0.56
2021,818,0.16
2021,819,0.16
2021,820,0.16
2021,821,1.59
2021,822,1.95
2021,823,5.98
2021,824,17.56
2021,825,23.05
2021,826,18.15
2021,827,10.33
2021,828,5.02
2021,829,3.5
2021,830,1.95
2021,831,3.5
2021,832,6.5
2021,833,10.67
2021,834,25
2021,835,36.6
2021,836,39.3
2021,837,36.21
2021,838,23.15
2021,839,12.55
2021,840,10.25
2021,841,8.5
2021,842,6.1
2021,843,3.19
2021,844,3.19
2021,845,5.7
2021,846,8.98
2021,847,28.79
2021,848,36.84
2021,849,39.01
2021,850,37.8
2021,851,36.53
2021,852,35.4
2021,853,35.1
2021,854,31.05
2021,855,29.39
2021,856,31.05
2021,857,34
2021,858,37.62
2021,859,47
2021,860,47
2021,861,37.62
2021,862,27.99
2021,863,14
2021,864,20.6
2021,865,18.3
2021,866,8.67
2021,867,7.96
2021,868,6.4
2021,869,12.14
2021,870,20.94
2021,871,37.5
2021,872,43.09
2021,873,46.5
2021,874,47.51
2021,875,45.51
2021,876,44.15
2021,877,46.05
2021,878,43.09
2021,879,41.15
2021,880,42.01
2021,881,48.01
2021,882,53.25
2021,883,53.2
2021,884,53.23
2021,885,49.2
2021,886,43.52
2021,887,38.32
2021,888,37.35
2021,889,35.49
2021,890,34.58
2021,891,33.5
2021,892,35.2
2021,893,39.37
2021,894,48.32
2021,895,57.15
2021,896,59.19
2021,897,60
2021,898,59.18
2021,899,56.54
2021,900,56.09
2021,901,55.69
2021,902,56.56
2021,903,58.15
2021,904,59.42
2021,905,61.16
2021,906,66.05
2021,907,67.51
2021,908,59.39
2021,909,56.09
2021,910,52.7
2021,911,48.05
2021,912,45.57
2021,913,44.01
2021,914,42.24
2021,915,41.2
2021,916,40.52
2021,917,43.36
2021,918,50.43
2021,919,58.65
2021,920,61.61
2021,921,61.03
2021,922,59.54
2021,923,58.54
2021,924,57.15
2021,925,54.51
2021,926,50
2021,927,48
2021,928,48.05
2021,929,49
2021,930,56.61
2021,931,57.46
2021,932,51.94
2021,933,49.89
2021,934,48.49
2021,935,45.99
2021,936,44.05
2021,937,38.5
2021,938,37.5
2021,939,35.08
2021,940,33.46
2021,941,32.11
2021,942,34.5
2021,943,34.74
2021,944,35.7
2021,945,37.5
2021,946,38.05
2021,947,37.5
2021,948,37.5
2021,949,39.77
2021,950,37.5
2021,951,33.95
2021,952,33.6
2021,953,35.09
2021,954,41.54
2021,955,42.98
2021,956,37.65
2021,957,31.05
2021,958,28.66
2021,959,26.4
2021,960,18.05
2021,961,14
2021,962,1.95
2021,963,0.2
2021,964,0.16
2021,965,0.16
2021,966,0.2
2021,967,1.95
2021,968,9
2021,969,16.68
2021,970,20
2021,971,16.68
2021,972,14.05
2021,973,15.09
2021,974,15
2021,975,5.54
2021,976,5.54
2021,977,14.05
2021,978,21.79
2021,979,25.4
2021,980,27
2021,981,25.4
2021,982,20
2021,983,14.05
2021,984,1.95
2021,985,1.95
2021,986,1.95
2021,987,1.34
2021,988,1.29
2021,989,1.95
2021,990,1.95
2021,991,8.04
2021,992,20.59
2021,993,21.43
2021,994,11.51
2021,995,7
2021,996,5.83
2021,997,3.5
2021,998,1.95
2021,999,1.95
2021,1000,1.95
2021,1001,5.02
2021,1002,8.08
2021,1003,22.48
2021,1004,25.26
2021,1005,22.48
2021,1006,12.49
2021,1007,7.18
2021,1008,1.95
2021,1009,1.95
2021,1010,1.5
2021,1011,1.1
2021,1012,1.56
2021,1013,1.95
2021,1014,1.95
2021,1015,7.6
2021,1016,12.34
2021,1017,12.67
2021,1018,10.44
2021,1019,9.48
2021,1020,7.98
2021,1021,8.34
2021,1022,6.23
2021,1023,6.95
2021,1024,7
2021,1025,8
2021,1026,10.5
2021,1027,14
2021,1028,15.11
2021,1029,12.66
2021,1030,7.28
2021,1031,1.96
2021,1032,8
2021,1033,1.95
2021,1034,1.95
2021,1035,1.95
2021,1036,1.95
2021,1037,1.95
2021,1038,1.95
2021,1039,14
2021,1040,27.04
2021,1041,25.39
2021,1042,26
2021,1043,22.19
2021,1044,17.39
2021,1045,20
2021,1046,14.4
2021,1047,14.4
2021,1048,24
2021,1049,30.88
2021,1050,58.6
2021,1051,80
2021,1052,73.26
2021,1053,64.19
2021,1054,60.29
2021,1055,38.5
2021,1056,49
2021,1057,24.3
2021,1058,14
2021,1059,9.43
2021,1060,3.84
2021,1061,12.24
2021,1062,35.23
2021,1063,57.3
2021,1064,60.21
2021,1065,60.94
2021,1066,60.13
2021,1067,57.3
2021,1068,55
2021,1069,55
2021,1070,51
2021,1071,53.73
2021,1072,55.27
2021,1073,59.94
2021,1074,61.48
2021,1075,72.4
2021,1076,71.8
2021,1077,62.27
2021,1078,58.78
2021,1079,51.52
2021,1080,32.12
2021,1081,24
2021,1082,15.99
2021,1083,10.25
2021,1084,10.25
2021,1085,15.99
2021,1086,26.58
2021,1087,51.52
2021,1088,55
2021,1089,55.75
2021,1090,53
2021,1091,47.73
2021,1092,38.69
2021,1093,32.12
2021,1094,26.3
2021,1095,14
2021,1096,16.2
2021,1097,31.62
2021,1098,51.69
2021,1099,57.69
2021,1100,61.01
2021,1101,59.31
2021,1102,54.56
2021,1103,45.09
2021,1104,27.99
2021,1105,21.56
2021,1106,13.95
2021,1107,11.35
2021,1108,10
2021,1109,13.3
2021,1110,15.99
2021,1111,23
2021,1112,33.5
2021,1113,40.69
2021,1114,45
2021,1115,42.51
2021,1116,39.44
2021,1117,40.69
2021,1118,39.69
2021,1119,34.5
2021,1120,35.5
2021,1121,46.02
2021,1122,56.87
2021,1123,69
2021,1124,63.26
2021,1125,57.67
2021,1126,53.58
2021,1127,50.55
2021,1128,32
2021,1129,25.29
2021,1130,18.69
2021,1131,14
2021,1132,12.99
2021,1133,12.59
2021,1134,12.59
2021,1135,12.7
2021,1136,11.35
2021,1137,12.59
2021,1138,12.7
2021,1139,10.84
2021,1140,5.25
2021,1141,8
2021,1142,5.25
2021,1143,1.95
2021,1144,1.95
2021,1145,1.95
2021,1146,10
2021,1147,22.51
2021,1148,29.25
2021,1149,26.4
2021,1150,15.25
2021,1151,5
2021,1152,1.95
2021,1153,1
2021,1154,0.16
2021,1155,0.16
2021,1156,0.9
2021,1157,1.5
2021,1158,1.95
2021,1159,15.51
2021,1160,41.4
2021,1161,38.98
2021,1162,23.75
2021,1163,13.95
2021,1164,12.03
2021,1165,10.01
2021,1166,3.84
2021,1167,1.96
2021,1168,1.95
2021,1169,5
2021,1170,25
2021,1171,43.7
2021,1172,45.59
2021,1173,42.1
2021,1174,21.69
2021,1175,2.35
2021,1176,1.95
2021,1177,1.95
2021,1178,1.94
2021,1179,1
2021,1180,1.01
2021,1181,1.95
2021,1182,2
2021,1183,15.12
2021,1184,35.15
2021,1185,33.51
2021,1186,27.2
2021,1187,15
2021,1188,12.44
2021,1189,12.44
2021,1190,12
2021,1191,12.19
2021,1192,25
2021,1193,39.7
2021,1194,53.2
2021,1195,68.25
2021,1196,61.24
2021,1197,50.03
2021,1198,48.25
2021,1199,43.05
2021,1200,42.01
2021,1201,41.36
2021,1202,40
2021,1203,37.4
2021,1204,38.04
2021,1205,38.83
2021,1206,41.83
2021,1207,53.36
2021,1208,60.25
2021,1209,61.27
2021,1210,56.1
2021,1211,48.14
2021,1212,39.95
2021,1213,35.69
2021,1214,29
2021,1215,26.7
2021,1216,26.62
2021,1217,30.19
2021,1218,40.7
2021,1219,52.47
2021,1220,57.6
2021,1221,48.37
2021,1222,35.69
2021,1223,24.76
2021,1224,21.75
2021,1225,8.95
2021,1226,5.02
2021,1227,3.74
2021,1228,5.21
2021,1229,10.2
2021,1230,24.2
2021,1231,35.5
2021,1232,46.19
2021,1233,48.33
2021,1234,46.47
2021,1235,44.05
2021,1236,40.01
2021,1237,43.52
2021,1238,38
2021,1239,38
2021,1240,38
2021,1241,46.98
2021,1242,55.72
2021,1243,61.16
2021,1244,60
2021,1245,52.75
2021,1246,50.47
2021,1247,44.05
2021,1248,25.67
2021,1249,22.5
2021,1250,17.75
2021,1251,17.5
2021,1252,17
2021,1253,17.75
2021,1254,20
2021,1255,30
2021,1256,38.01
2021,1257,36.47
2021,1258,25.18
2021,1259,20
2021,1260,17
2021,1261,14
2021,1262,8.19
2021,1263,5.02
2021,1264,5.02
2021,1265,15
2021,1266,23.13
2021,1267,38.33
2021,1268,41.2
2021,1269,38.01
2021,1270,24.69
2021,1271,17.04
2021,1272,1.95
2021,1273,1.9
2021,1274,0.55
2021,1275,0.44
2021,1276,0.44
2021,1277,0.16
2021,1278,0.16
2021,1279,0.32
2021,1280,1.7
2021,1281,1.95
2021,1282,1.49
2021,1283,0.44
2021,1284,0.16
2021,1285,0.16
2021,1286,0.16
2021,1287,0.16
2021,1288,0.16
2021,1289,1
2021,1290,1.95
2021,1291,5.6
2021,1292,9.32
2021,1293,10
2021,1294,7.28
2021,1295,5
2021,1296,3.5
2021,1297,1.95
2021,1298,1.95
2021,1299,1.95
2021,1300,1.95
2021,1301,1.95
2021,1302,1.95
2021,1303,1.95
2021,1304,1.95
2021,1305,1.95
2021,1306,3.5
2021,1307,6.23
2021,1308,3.5
2021,1309,6.95
