,,Cost
2021,1436,60.228
2021,1437,53.3925
2021,1438,50.6205
2021,1439,46.2
2021,1440,46.536
2021,1441,46.0845
2021,1442,45.528
2021,1443,44.247
2021,1444,44.205
2021,1445,49.6335
2021,1446,58.0335
2021,1447,63
2021,1448,63.168
2021,1449,61.6665
2021,1450,55.6605
2021,1451,50.631
2021,1452,49.8855
2021,1453,48.9615
2021,1454,48.384
2021,1455,48.51
2021,1456,55.5345
2021,1457,59.598
2021,1458,60.9735
2021,1459,82.551
2021,1460,66.6225
2021,1461,62.8845
2021,1462,59.388
2021,1463,55.503
2021,1464,53.55
2021,1465,46.956
2021,1466,46.0005
2021,1467,46.1265
2021,1468,46.0635
2021,1469,51.849
2021,1470,61.9395
2021,1471,70.392
2021,1472,70.0875
2021,1473,61.11
2021,1474,56.2905
2021,1475,53.5605
2021,1476,51.45
2021,1477,48.8355
2021,1478,46.305
2021,1479,47.145
2021,1480,49.329
2021,1481,59.178
2021,1482,64.4805
2021,1483,73.5
2021,1484,65.1105
2021,1485,61.9395
2021,1486,55.65
2021,1487,54.894
2021,1488,54.999
2021,1489,48.447
2021,1490,46.4625
2021,1491,45.5595
2021,1492,46.158
2021,1493,48.7935
2021,1494,58.59
2021,1495,65.1105
2021,1496,68.9955
2021,1497,68.1765
2021,1498,63.0525
2021,1499,59.2725
2021,1500,57.75
2021,1501,56.679
2021,1502,55.8915
2021,1503,56.1645
2021,1504,55.7235
2021,1505,58.8945
2021,1506,65.2365
2021,1507,69.447
2021,1508,65.52
2021,1509,65.415
2021,1510,59.955
2021,1511,56.4375
2021,1512,50.9985
2021,1513,46.4625
2021,1514,44.7825
2021,1515,44.1315
2021,1516,45.5595
2021,1517,48.3105
2021,1518,57.981
2021,1519,65.394
2021,1520,71.3685
2021,1521,66.402
2021,1522,59.2935
2021,1523,56.469
2021,1524,54.5895
2021,1525,51.4395
2021,1526,51.198
2021,1527,46.263
2021,1528,50.9355
2021,1529,54.957
2021,1530,60.4275
2021,1531,68.25
2021,1532,62.1285
2021,1533,58.107
2021,1534,55.8075
2021,1535,50.5785
2021,1536,50.4
2021,1537,44.6355
2021,1538,43.5225
2021,1539,42.84
2021,1540,42.378
2021,1541,42.483
2021,1542,43.5225
2021,1543,46.7775
2021,1544,50.4315
2021,1545,47.8905
2021,1546,43.4595
2021,1547,41.9475
2021,1548,41.9475
2021,1549,41.9475
2021,1550,42
2021,1551,41.7375
2021,1552,42.2835
2021,1553,51.072
2021,1554,58.821
2021,1555,61.8135
2021,1556,57.7185
2021,1557,55.524
2021,1558,52.164
2021,1559,48.531
2021,1560,47.5125
2021,1561,45.549
2021,1562,45.507
2021,1563,45.612
2021,1564,44.2365
2021,1565,46.0425
2021,1566,47.502
2021,1567,46.704
2021,1568,48.3
2021,1569,49.686
2021,1570,47.5125
2021,1571,47.7225
2021,1572,47.2605
2021,1573,48.09
2021,1574,45.6645
2021,1575,42
2021,1576,44.52
2021,1577,50.0535
2021,1578,58.632
2021,1579,63.9555
2021,1580,59.6085
2021,1581,56.9835
2021,1582,55.65
2021,1583,51.4395
2021,1584,49.665
2021,1585,47.775
2021,1586,46.704
2021,1587,45.171
2021,1588,47.25
2021,1589,52.563
2021,1590,44.6355
2021,1591,60.921
2021,1592,62.4645
2021,1593,64.4385
2021,1594,62.307
2021,1595,60.6165
2021,1596,59.3775
2021,1597,58.464
2021,1598,56.8575
2021,1599,58.1805
2021,1600,60.921
2021,1601,59.976
2021,1602,60.06
2021,1603,64.8795
2021,1604,69.489
2021,1605,62.118
2021,1606,59.7135
2021,1607,56.9625
2021,1608,55.8075
2021,1609,48.993
2021,1610,45.9585
2021,1611,45.2445
2021,1612,45.7695
2021,1613,50.673
2021,1614,55.083
2021,1615,62.139
2021,1616,66.171
2021,1617,66.171
2021,1618,65.1
2021,1619,62.685
2021,1620,60.837
2021,1621,59.2935
2021,1622,59.3145
2021,1623,59.619
2021,1624,59.325
2021,1625,61.95
2021,1626,66.1605
2021,1627,78.7605
2021,1628,73.5
2021,1629,64.785
2021,1630,61.215
2021,1631,58.8
2021,1632,58.3485
2021,1633,56.133
2021,1634,52.5315
2021,1635,51.492
2021,1636,51.45
2021,1637,55.734
2021,1638,61.845
2021,1639,73.395
2021,1640,71.484
2021,1641,65.4885
2021,1642,62.2755
2021,1643,58.7265
2021,1644,56.826
2021,1645,54.537
2021,1646,54.1485
2021,1647,51.1455
2021,1648,51.4815
2021,1649,57.519
2021,1650,61.4355
2021,1651,64.449
2021,1652,65.1735
2021,1653,62.8215
2021,1654,56.133
2021,1655,53.2875
2021,1656,42.1785
2021,1657,39.522
2021,1658,33.915
2021,1659,28.8015
2021,1660,17.5875
2021,1661,21.7455
2021,1662,34.356
2021,1663,50.169
2021,1664,55.6815
2021,1665,54.831
2021,1666,47.88
2021,1667,44.1
2021,1668,43.281
2021,1669,40.9395
2021,1670,38.472
2021,1671,34.692
2021,1672,35.7945
2021,1673,40.9185
2021,1674,50.7465
2021,1675,59.4195
2021,1676,57.7605
2021,1677,54.6315
2021,1678,52.0485
2021,1679,47.67
2021,1680,32.5395
2021,1681,30.8805
2021,1682,30.4395
2021,1683,27.3
2021,1684,26.1135
2021,1685,30.4395
2021,1686,45.9375
2021,1687,55.0095
2021,1688,60.627
2021,1689,54.6105
2021,1690,47.25
2021,1691,38.3985
2021,1692,36.4245
2021,1693,31.9515
2021,1694,30.8805
2021,1695,33.411
2021,1696,32.5395
2021,1697,43.6065
2021,1698,53.361
2021,1699,57.7605
2021,1700,55.1985
2021,1701,54.6105
2021,1702,53.5815
2021,1703,49.224
2021,1704,43.575
2021,1705,30.975
2021,1706,29.1165
2021,1707,27.3
2021,1708,29.1165
2021,1709,28.266
2021,1710,29.4525
2021,1711,29.694
2021,1712,33.726
2021,1713,30.4605
2021,1714,28.2555
2021,1715,24.15
2021,1716,24.57
2021,1717,20.895
2021,1718,20.37
2021,1719,5.6805
2021,1720,4.242
2021,1721,17.6715
2021,1722,34.125
2021,1723,48.2895
2021,1724,46.032
2021,1725,45.3495
2021,1726,34.9125
2021,1727,33.1485
2021,1728,25.6725
2021,1729,23.31
2021,1730,20.9895
2021,1731,18.06
2021,1732,17.892
2021,1733,15.5295
2021,1734,19.2465
2021,1735,18.9
2021,1736,18.9
2021,1737,20.9055
2021,1738,15.057
2021,1739,14.7
2021,1740,14.7
2021,1741,10.5735
2021,1742,9.9645
2021,1743,5.25
2021,1744,11.55
2021,1745,27.09
2021,1746,45.003
2021,1747,59.388
2021,1748,57.939
2021,1749,52.353
2021,1750,49.245
2021,1751,46.305
2021,1752,49.0665
2021,1753,43.092
2021,1754,39.144
2021,1755,36.7815
2021,1756,35.0805
2021,1757,42.966
2021,1758,53.298
2021,1759,56.7105
2021,1760,57.0465
2021,1761,55.272
2021,1762,53.8545
2021,1763,52.941
2021,1764,50.8935
2021,1765,48.552
2021,1766,45.3285
2021,1767,42.2835
2021,1768,45.969
2021,1769,50.6835
2021,1770,53.0355
2021,1771,60.837
2021,1772,62.9265
2021,1773,58.695
2021,1774,53.298
2021,1775,51.387
2021,1776,45.3495
2021,1777,41.5695
2021,1778,29.904
2021,1779,28.749
2021,1780,25.641
2021,1781,27.09
2021,1782,28.791
2021,1783,43.6485
2021,1784,46.4205
2021,1785,41.958
2021,1786,39.3435
2021,1787,37.6425
2021,1788,33.7995
2021,1789,32.0985
2021,1790,29.904
2021,1791,28.098
2021,1792,27.09
2021,1793,28.1715
2021,1794,29.9145
2021,1795,49.245
2021,1796,53.298
2021,1797,50.757
2021,1798,41.958
2021,1799,29.3265
2021,1800,22.68
2021,1801,17.9445
2021,1802,16.2645
2021,1803,15.96
2021,1804,15.0675
2021,1805,16.38
2021,1806,21
2021,1807,25.83
2021,1808,29.9985
2021,1809,24.57
2021,1810,21.5985
2021,1811,16.17
2021,1812,15.8025
2021,1813,13.86
2021,1814,10.542
2021,1815,9.1875
2021,1816,8.8515
2021,1817,12.348
2021,1818,16.2645
2021,1819,22.05
2021,1820,28.35
2021,1821,23.415
2021,1822,16.695
2021,1823,16.38
2021,1824,22.6065
2021,1825,22.9845
2021,1826,22.9845
2021,1827,22.9845
2021,1828,27.0585
2021,1829,25.7985
2021,1830,31.5
2021,1831,39.9105
2021,1832,45.444
2021,1833,38.8815
2021,1834,33.81
2021,1835,36.6765
2021,1836,38.7975
2021,1837,38.8815
2021,1838,36.0465
2021,1839,30.4605
2021,1840,25.7985
2021,1841,27.2685
2021,1842,33.6945
2021,1843,45.7065
2021,1844,54.6105
2021,1845,47.145
2021,1846,40.509
2021,1847,36.2985
2021,1848,31.6365
2021,1849,28.161
2021,1850,28.0875
2021,1851,28.0875
2021,1852,29.127
2021,1853,29.2635
2021,1854,28.077
2021,1855,32.1825
2021,1856,32.298
2021,1857,31.5
2021,1858,31.5
2021,1859,29.2635
2021,1860,28.077
2021,1861,28.077
2021,1862,24.57
2021,1863,24.2865
2021,1864,22.155
2021,1865,24.2865
2021,1866,29.2635
2021,1867,39.3435
2021,1868,49.1925
2021,1869,48.8985
2021,1870,37.8315
2021,1871,32.298
2021,1872,25.284
2021,1873,21.63
2021,1874,21.42
2021,1875,20.9895
2021,1876,20.895
2021,1877,20.979
2021,1878,20.895
2021,1879,20.895
2021,1880,19.4145
2021,1881,19.194
2021,1882,17.5035
2021,1883,13.6605
2021,1884,13.062
2021,1885,16.8
2021,1886,17.5035
2021,1887,16.905
2021,1888,15.7605
2021,1889,19.4145
2021,1890,21.735
2021,1891,32.1825
2021,1892,48.3105
2021,1893,47.5335
2021,1894,36.2985
2021,1895,30.891
2021,1896,36.0465
2021,1897,27.552
2021,1898,25.6515
2021,1899,25.1895
2021,1900,25.6515
2021,1901,25.1895
2021,1902,28.3395
2021,1903,25.2105
2021,1904,21.63
2021,1905,20.9895
2021,1906,20.58
2021,1907,20.9895
2021,1908,21.63
2021,1909,24.57
2021,1910,22.26
2021,1911,21.63
2021,1912,21
2021,1913,22.6275
2021,1914,39.984
2021,1915,55.8915
2021,1916,62.139
2021,1917,57.54
2021,1918,58.0335
2021,1919,52.605
2021,1920,52.0275
2021,1921,51.177
2021,1922,50.148
2021,1923,49.3605
2021,1924,49.77
2021,1925,53.088
2021,1926,57.75
2021,1927,58.8315
2021,1928,59.9655
2021,1929,57.603
2021,1930,57.2355
2021,1931,57.0885
2021,1932,57.141
2021,1933,57.5505
2021,1934,55.1355
2021,1935,53.5605
2021,1936,56.7105
2021,1937,59.8605
2021,1938,63.168
2021,1939,78.4245
2021,1940,78.75
2021,1941,68.7015
2021,1942,63.84
2021,1943,59.1255
2021,1944,63.6195
2021,1945,59.3985
2021,1946,57.75
2021,1947,57.7605
2021,1948,59.2095
2021,1949,61.593
2021,1950,68.5125
2021,1951,78.0885
2021,1952,79.695
2021,1953,72.66
2021,1954,66.633
2021,1955,64.029
2021,1956,63.819
2021,1957,63.504
2021,1958,60.7215
2021,1959,60.648
2021,1960,63.021
2021,1961,67.872
2021,1962,74.6445
2021,1963,87.6645
2021,1964,80.0625
2021,1965,76.251
2021,1966,69.72
2021,1967,67.7985
2021,1968,66.1605
2021,1969,65.457
2021,1970,64.5855
2021,1971,64.5435
2021,1972,64.5855
2021,1973,64.9215
2021,1974,68.2185
2021,1975,77.9205
2021,1976,79.548
2021,1977,70.7595
2021,1978,65.478
2021,1979,65.478
2021,1980,64.386
2021,1981,64.197
2021,1982,63
2021,1983,60.9735
2021,1984,61.341
2021,1985,64.386
2021,1986,70.35
2021,1987,88.2
2021,1988,77.259
2021,1989,70.581
2021,1990,66.423
2021,1991,64.596
2021,1992,66.423
2021,1993,66.0135
2021,1994,65.4045
2021,1995,65.352
2021,1996,65.352
2021,1997,65.478
2021,1998,72.24
2021,1999,78.7185
2021,2000,78.6765
2021,2001,70.392
2021,2002,66.171
2021,2003,65.9295
2021,2004,65.667
2021,2005,65.478
2021,2006,64.218
2021,2007,62.0235
2021,2008,60.3645
2021,2009,65.1105
2021,2010,74.2455
2021,2011,89.7015
2021,2012,84.651
2021,2013,75.432
2021,2014,70.812
2021,2015,68.2605
2021,2016,65.4675
2021,2017,64.1655
2021,2018,64.1235
2021,2019,64.1235
2021,2020,64.05
2021,2021,64.0605
2021,2022,64.218
2021,2023,69.1005
2021,2024,69.1425
2021,2025,67.7355
2021,2026,64.4385
2021,2027,62.139
2021,2028,63.5985
2021,2029,63.168
2021,2030,57.7815
2021,2031,52.5
2021,2032,49.4445
2021,2033,61.95
2021,2034,64.8795
2021,2035,72.4605
2021,2036,67.515
2021,2037,64.218
2021,2038,62.853
2021,2039,56.6895
2021,2040,45.15
2021,2041,39.9945
2021,2042,37.8
2021,2043,36.12
2021,2044,32.55
2021,2045,35.9205
2021,2046,36.1515
2021,2047,32.802
2021,2048,27.825
2021,2049,35.91
2021,2050,31.122
2021,2051,32.55
2021,2052,41.9265
2021,2053,36.33
2021,2054,36.435
2021,2055,35.9835
2021,2056,36.33
2021,2057,44.52
2021,2058,60.375
2021,2059,69.405
2021,2060,68.25
2021,2061,64.218
2021,2062,61.4985
2021,2063,56.7
2021,2064,49.7805
2021,2065,40.551
2021,2066,37.2015
2021,2067,36.75
2021,2068,36.8235
2021,2069,37.8735
2021,2070,41.8635
2021,2071,46.662
2021,2072,37.2015
2021,2073,36.7395
2021,2074,36.1515
2021,2075,35.28
2021,2076,34.86
2021,2077,33.6
2021,2078,29.4105
2021,2079,19.95
2021,2080,28.35
2021,2081,37.716
2021,2082,52.8885
2021,2083,58.17
2021,2084,58.5375
2021,2085,56.4375
2021,2086,49.4235
2021,2087,41.0235
2021,2088,37.2015
2021,2089,34.839
2021,2090,33.6
2021,2091,33.579
2021,2092,38.22
2021,2093,55.041
2021,2094,60.396
2021,2095,67.221
2021,2096,65.1105
2021,2097,63
2021,2098,55.7655
2021,2099,52.2795
2021,2100,38.85
2021,2101,29.9775
2021,2102,20.6745
2021,2103,24.087
2021,2104,36.4665
2021,2105,45.255
2021,2106,59.1255
2021,2107,71.5575
2021,2108,67.221
2021,2109,62.139
2021,2110,58.8
2021,2111,49.434
2021,2112,48.783
2021,2113,46.8825
2021,2114,47.8695
2021,2115,48.5835
2021,2116,55.881
2021,2117,64.5855
2021,2118,68.7645
2021,2119,80.5665
2021,2120,67.8615
2021,2121,59.514
2021,2122,51.3975
2021,2123,47.5545
2021,2124,44.9715
2021,2125,41.8845
2021,2126,41.769
2021,2127,43.8795
2021,2128,52.5735
2021,2129,59.661
2021,2130,62.2965
2021,2131,71.3265
2021,2132,69.4365
2021,2133,63.147
2021,2134,60.4065
2021,2135,59.409
2021,2136,53.5185
2021,2137,52.5
2021,2138,51.639
2021,2139,50.7465
2021,2140,56.217
2021,2141,64.5855
2021,2142,71.8935
2021,2143,80.2095
2021,2144,69.279
2021,2145,59.6505
2021,2146,53.2455
2021,2147,51.45
2021,2148,48.993
2021,2149,45.2445
2021,2150,46.116
2021,2151,44.31
2021,2152,51.4815
2021,2153,58.17
2021,2154,61.929
2021,2155,67.2105
2021,2156,69.4575
2021,2157,64.029
2021,2158,58.716
2021,2159,57.099
2021,2160,50.211
2021,2161,45.15
2021,2162,45.1395
2021,2163,45.024
2021,2164,47.985
2021,2165,52.1325
2021,2166,57.603
2021,2167,64.1865
2021,2168,64.218
2021,2169,57.75
2021,2170,52.626
2021,2171,49.602
2021,2172,45.3915
2021,2173,43.7535
2021,2174,42.5565
2021,2175,45.1395
2021,2176,51.8175
2021,2177,60.0495
2021,2178,65.373
2021,2179,69.7305
2021,2180,69.93
2021,2181,66.6855
2021,2182,64.218
2021,2183,61.8345
2021,2184,60.8685
2021,2185,58.737
2021,2186,57.603
2021,2187,55.86
2021,2188,55.335
2021,2189,56.196
2021,2190,63.252
2021,2191,63.7035
2021,2192,59.0625
2021,2193,55.6185
2021,2194,54.096
2021,2195,48.8355
2021,2196,47.355
2021,2197,43.155
2021,2198,40.8135
2021,2199,38.1675
2021,2200,36.75
2021,2201,44.1
2021,2202,52.206
2021,2203,59.892
2021,2204,62.37
2021,2205,58.5795
2021,2206,50.9145
2021,2207,47.355
2021,2208,40.5405
2021,2209,40.299
2021,2210,39.0915
2021,2211,38.955
2021,2212,39.564
2021,2213,42.105
2021,2214,44.1105
2021,2215,48.174
2021,2216,49.497
2021,2217,43.134
2021,2218,39.0075
2021,2219,35.5845
2021,2220,24.885
2021,2221,17.6295
2021,2222,9.6285
2021,2223,3.15
2021,2224,8.3265
2021,2225,23.8245
2021,2226,40.404
2021,2227,50.3685
2021,2228,55.86
2021,2229,54.054
2021,2230,50.862
2021,2231,37.7475
2021,2232,33.6525
2021,2233,33.096
2021,2234,33.096
2021,2235,32.865
2021,2236,33.4425
2021,2237,37.4955
2021,2238,33.6
2021,2239,36.75
2021,2240,36.75
2021,2241,25.8405
2021,2242,21.105
2021,2243,21
2021,2244,8.4
2021,2245,4.305
2021,2246,0.945
2021,2247,1.0605
2021,2248,7.539
2021,2249,32.5605
2021,2250,41.8635
2021,2251,49.8225
2021,2252,48.825
2021,2253,45.192
2021,2254,41.9685
2021,2255,46.1685
2021,2256,39.375
2021,2257,35.7525
2021,2258,35.7525
2021,2259,35.7525
2021,2260,37.7685
2021,2261,49.35
2021,2262,49.455
2021,2263,50.967
2021,2264,51.555
2021,2265,51.5655
2021,2266,51.177
2021,2267,50.505
2021,2268,50.736
2021,2269,50.295
2021,2270,39.984
2021,2271,35.154
2021,2272,33.495
2021,2273,36.225
2021,2274,50.9565
2021,2275,55.986
2021,2276,63.714
2021,2277,61.068
2021,2278,59.955
2021,2279,60.9
2021,2280,52.794
2021,2281,50.5365
2021,2282,46.2
2021,2283,46.1265
2021,2284,50.715
2021,2285,60.921
2021,2286,66.633
2021,2287,72.4605
2021,2288,69.3525
2021,2289,65.478
2021,2290,63.0525
2021,2291,61.9605
2021,2292,59.661
2021,2293,56.6685
2021,2294,49.8645
2021,2295,47.187
2021,2296,46.1265
2021,2297,55.209
2021,2298,60.8685
2021,2299,67.7565
2021,2300,70.098
2021,2301,66.1185
2021,2302,63.756
2021,2303,71.6625
2021,2304,68.0925
2021,2305,65.478
2021,2306,62.5695
2021,2307,60.9
2021,2308,62.139
2021,2309,63.168
2021,2310,68.355
2021,2311,70.3815
2021,2312,69.993
2021,2313,68.3445
2021,2314,66.15
2021,2315,68.082
2021,2316,68.2815
2021,2317,68.3445
2021,2318,67.2315
2021,2319,65.352
2021,2320,67.452
2021,2321,69.363
2021,2322,73.2375
2021,2323,79.779
2021,2324,91.3395
2021,2325,77.7
2021,2326,72.618
2021,2327,76.1565
2021,2328,69.909
2021,2329,68.25
2021,2330,66.339
2021,2331,64.995
2021,2332,68.901
2021,2333,74.907
2021,2334,79.8735
2021,2335,85.8585
2021,2336,85.344
2021,2337,78.246
2021,2338,73.5
2021,2339,70.77
2021,2340,69.3945
2021,2341,66.612
2021,2342,63.021
2021,2343,59.85
2021,2344,65.478
2021,2345,73.731
2021,2346,78.5925
2021,2347,84.588
2021,2348,83.265
2021,2349,77.6685
2021,2350,73.0905
2021,2351,77.028
2021,2352,73.479
2021,2353,72.2085
2021,2354,71.3685
2021,2355,68.6175
2021,2356,74.9385
2021,2357,77.6685
2021,2358,84
2021,2359,88.4415
2021,2360,90.804
2021,2361,84.2835
2021,2362,77.6685
2021,2363,74.3295
2021,2364,68.3865
2021,2365,65.478
2021,2366,64.218
2021,2367,61.026
2021,2368,67.1265
2021,2369,74.214
2021,2370,77.8995
2021,2371,87.1185
2021,2372,80.3355
2021,2373,76.9125
2021,2374,73.5105
2021,2375,69.321
2021,2376,66.423
2021,2377,64.953
2021,2378,63.5985
2021,2379,63.168
2021,2380,64.218
2021,2381,65.478
2021,2382,66.1185
2021,2383,71.736
2021,2384,73.7415
2021,2385,73.689
2021,2386,72.4185
2021,2387,71.1585
2021,2388,68.7855
2021,2389,65.478
2021,2390,60.9105
2021,2391,57.8235
2021,2392,62.832
2021,2393,68.985
2021,2394,72.702
2021,2395,73.626
2021,2396,77.511
2021,2397,73.689
2021,2398,69.7725
2021,2399,64.218
2021,2400,64.0185
2021,2401,60.0705
2021,2402,56.4375
2021,2403,54.096
2021,2404,53.5185
2021,2405,54.4005
2021,2406,51.87
2021,2407,55.5555
2021,2408,58.1175
2021,2409,59.367
2021,2410,55.86
2021,2411,55.8915
2021,2412,48.195
2021,2413,44.016
2021,2414,43.3545
2021,2415,39.48
2021,2416,36.582
2021,2417,42.105
2021,2418,49.854
2021,2419,64.0185
2021,2420,70.56
2021,2421,67.0425
2021,2422,62.097
2021,2423,63.5985
2021,2424,55.86
2021,2425,52.5
2021,2426,52.08
2021,2427,52.185
2021,2428,55.335
2021,2429,63.021
2021,2430,73.9515
2021,2431,74.8545
2021,2432,73.164
2021,2433,66.423
2021,2434,63.021
2021,2435,65.1
2021,2436,65.1
2021,2437,64.218
2021,2438,61.9185
2021,2439,60.921
2021,2440,64.1235
2021,2441,69.3
2021,2442,75.6525
2021,2443,82.677
2021,2444,81.9
2021,2445,76.587
2021,2446,75.0015
2021,2447,80.304
2021,2448,75.6735
2021,2449,72.597
2021,2450,72.4395
2021,2451,69.3
2021,2452,75.3165
2021,2453,81.039
2021,2454,84.546
2021,2455,92.2215
2021,2456,90.3
2021,2457,84.8925
2021,2458,82.4355
2021,2459,81.9
2021,2460,75.6
2021,2461,69.3
2021,2462,65.478
2021,2463,65.478
2021,2464,69.2685
2021,2465,78.036
2021,2466,84.8925
2021,2467,92.736
2021,2468,91.056
2021,2469,84.798
2021,2470,82.929
2021,2471,81.9
2021,2472,75.6
2021,2473,73.9725
2021,2474,72.5025
2021,2475,71.4
2021,2476,74.193
2021,2477,82.4355
2021,2478,87.465
2021,2479,92.8305
2021,2480,89.922
2021,2481,85.05
2021,2482,81.5745
2021,2483,75.9255
2021,2484,71.3685
2021,2485,69.405
2021,2486,65.0685
2021,2487,65.3415
2021,2488,69.258
2021,2489,76.8495
2021,2490,79.044
2021,2491,82.4355
2021,2492,85.785
2021,2493,80.3355
2021,2494,74.046
2021,2495,69.132
2021,2496,66.1185
2021,2497,64.029
2021,2498,62.6955
2021,2499,64.218
2021,2500,64.218
2021,2501,67.6935
2021,2502,76.6185
2021,2503,81.9
2021,2504,80.6295
2021,2505,80.577
2021,2506,78.918
2021,2507,74.2035
2021,2508,72.45
2021,2509,66.906
2021,2510,63.5775
2021,2511,62.139
2021,2512,64.239
2021,2513,73.647
2021,2514,75.621
2021,2515,80.2725
2021,2516,81.9
2021,2517,75.6
2021,2518,70.959
2021,2519,78.246
2021,2520,72.5865
2021,2521,71.4735
2021,2522,69.1635
2021,2523,65.6985
2021,2524,67.9875
2021,2525,73.5
2021,2526,76.9965
2021,2527,80.6295
2021,2528,80.199
2021,2529,79.422
2021,2530,75.6105
2021,2531,73.185
2021,2532,65.478
2021,2533,63.5985
2021,2534,61.95
2021,2535,56.343
2021,2536,60.837
2021,2537,68.2395
2021,2538,74.6235
2021,2539,82.446
2021,2540,84
2021,2541,77.637
2021,2542,77.1225
2021,2543,75.642
2021,2544,69.2895
2021,2545,66.843
2021,2546,63.7875
2021,2547,61.32
2021,2548,62.1285
2021,2549,68.8485
2021,2550,71.61
2021,2551,77.1225
2021,2552,76.587
2021,2553,65.709
2021,2554,63.5985
2021,2555,65.478
2021,2556,58.5585
2021,2557,54.6735
2021,2558,53.3085
2021,2559,53.256
2021,2560,56.1645
2021,2561,62.979
2021,2562,71.4105
2021,2563,82.3935
2021,2564,81.4695
2021,2565,79.4115
2021,2566,75.957
2021,2567,76.4505
2021,2568,68.8065
2021,2569,68.0085
2021,2570,65.205
2021,2571,64.071
2021,2572,63.5985
2021,2573,63.567
2021,2574,65.751
2021,2575,67.746
2021,2576,66.7485
2021,2577,63.0105
2021,2578,62.3175
2021,2579,62.8635
2021,2580,57.6345
2021,2581,56.931
2021,2582,53.9175
2021,2583,53.907
2021,2584,57.2775
2021,2585,68.2395
2021,2586,79.884
2021,2587,84.9765
2021,2588,86.6355
2021,2589,84.5145
2021,2590,84.3255
2021,2591,85.6485
2021,2592,84.189
2021,2593,80.3985
2021,2594,75.6735
2021,2595,72.5235
2021,2596,73.878
2021,2597,89.145
2021,2598,89.25
2021,2599,91.875
2021,2600,90.3105
2021,2601,88.7355
2021,2602,87.6855
2021,2603,84.756
2021,2604,81.942
2021,2605,77.7
2021,2606,72.5235
2021,2607,68.418
2021,2608,73.521
2021,2609,83.0025
2021,2610,85.6485
2021,2611,89.8695
2021,2612,93.975
2021,2613,86.4255
2021,2614,84.336
2021,2615,80.934
2021,2616,77.3115
2021,2617,75.621
2021,2618,72.4395
2021,2619,72.0405
2021,2620,75.537
2021,2621,87.318
2021,2622,94.395
2021,2623,96.9675
2021,2624,94.5
2021,2625,89.25
2021,2626,85.1235
2021,2627,82.1835
2021,2628,75.705
2021,2629,72.3345
2021,2630,69.8985
2021,2631,69.3105
2021,2632,73.374
2021,2633,85.1235
2021,2634,87.171
2021,2635,94.962
2021,2636,98.616
2021,2637,91.2555
2021,2638,78.75
2021,2639,85.0605
2021,2640,82.9605
2021,2641,81.9735
2021,2642,82.698
2021,2643,81.9735
2021,2644,76.65
2021,2645,85.0605
2021,2646,91.9905
2021,2647,97.251
2021,2648,94.5
2021,2649,88.8405
2021,2650,86.6145
2021,2651,82.845
2021,2652,78.75
2021,2653,75.264
2021,2654,70.665
2021,2655,71.757
2021,2656,73.4685
2021,2657,84
2021,2658,89.313
2021,2659,91.3395
2021,2660,90.6675
2021,2661,85.638
2021,2662,76.545
2021,2663,76.9755
2021,2664,72.5235
2021,2665,71.4735
2021,2666,72.45
2021,2667,70.623
2021,2668,70.623
2021,2669,77.7
2021,2670,86.6985
2021,2671,89.25
2021,2672,87.2445
2021,2673,84.189
2021,2674,79.7685
2021,2675,75.6735
2021,2676,74.6025
2021,2677,70.623
2021,2678,68.418
2021,2679,69.3105
2021,2680,69.678
2021,2681,73.1325
2021,2682,83.58
2021,2683,88.641
2021,2684,90.2265
2021,2685,87.1815
2021,2686,84.651
2021,2687,86.3415
2021,2688,84.651
2021,2689,73.5735
2021,2690,69.8985
2021,2691,62.706
2021,2692,70.35
2021,2693,80.85
2021,2694,87.9165
2021,2695,87.318
2021,2696,81.9105
2021,2697,71.988
2021,2698,68.418
2021,2699,63
2021,2700,57.33
2021,2701,56.931
2021,2702,54.6315
2021,2703,53.802
2021,2704,56.1225
2021,2705,67.2
2021,2706,81.921
2021,2707,85.071
2021,2708,82.2465
2021,2709,74.445
2021,2710,68.9745
2021,2711,71.9355
2021,2712,67.725
2021,2713,64.47
2021,2714,59.703
2021,2715,57.6345
2021,2716,57.2775
2021,2717,60.8475
2021,2718,60.3855
2021,2719,58.5375
2021,2720,57.414
2021,2721,57.2775
2021,2722,54.6315
2021,2723,52.92
2021,2724,52.92
2021,2725,51.9855
2021,2726,42
2021,2727,33.6735
2021,2728,49.0455
2021,2729,57.96
2021,2730,71.0325
2021,2731,77.1015
2021,2732,80.85
2021,2733,77.2485
2021,2734,69.678
2021,2735,71.4735
2021,2736,68.418
2021,2737,64.1235
2021,2738,64.1235
2021,2739,60.6375
2021,2740,58.8105
2021,2741,58.8105
2021,2742,57.6345
2021,2743,57.2775
2021,2744,57.96
2021,2745,57.96
2021,2746,57.435
2021,2747,57.2775
2021,2748,57.2775
2021,2749,56.196
2021,2750,52.5
2021,2751,52.5
2021,2752,52.92
2021,2753,57.435
2021,2754,69.2265
2021,2755,80.1465
2021,2756,92.4945
2021,2757,90.909
2021,2758,85.8795
2021,2759,81.9
2021,2760,78.4875
2021,2761,75.3375
2021,2762,76.125
2021,2763,73.143
2021,2764,78.75
2021,2765,82.6875
2021,2766,86.058
2021,2767,88.0425
2021,2768,86.4045
2021,2769,84
2021,2770,82.1415
2021,2771,80.5455
2021,2772,78.4875
